SA1_7DIGITCODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
1116332,41,3,0,0,0,0,0,44
1116333,23,7,3,0,0,0,0,39
1116334,21,0,0,0,0,0,0,18
1116335,7,0,0,0,0,0,0,8
1116336,12,0,0,0,0,0,0,16
1116337,45,3,3,0,0,0,0,52
1116338,52,4,0,0,0,0,0,56
1116339,49,3,3,0,0,0,0,57
1116340,19,0,0,0,0,0,0,22
1116341,70,8,6,0,0,0,3,90
1116342,72,5,3,0,0,0,0,77
1116343,48,7,0,0,0,0,0,54
1116344,19,3,3,0,0,0,0,27
1116345,49,5,0,0,0,0,0,54
1116346,49,4,3,0,0,0,0,59
1116347,35,0,3,3,0,0,0,39
1116348,34,6,4,0,0,0,0,37
1116349,64,8,3,0,0,0,0,75
1116350,74,3,4,3,0,0,0,81
1116351,36,0,0,0,0,0,0,38
1116352,38,10,0,0,0,0,0,43
1116353,23,5,0,0,0,0,0,33
1116354,64,11,0,0,0,0,0,74
1116355,31,0,3,0,0,0,0,35
1116356,8,0,0,0,0,0,0,8
1116357,15,0,0,0,0,0,0,19
1116358,39,9,0,0,0,0,0,52
1116359,50,5,8,0,0,0,0,64
1116360,45,0,5,0,0,0,0,45
1116361,64,7,3,0,0,0,0,73
1116362,17,3,0,0,0,0,0,15
1116364,54,3,3,3,0,0,0,61
1116365,34,0,0,0,0,0,0,41
1116366,47,0,0,0,0,0,0,43
1116368,33,0,0,0,0,0,0,32
1116369,0,0,0,0,0,0,0,3
1116370,0,0,0,0,0,0,0,0
1116371,0,0,0,0,0,0,0,0
1116372,46,0,4,0,0,0,0,50
1116373,40,6,0,0,0,0,0,46
1116374,33,4,0,0,0,0,0,37
1116401,38,4,3,0,0,0,0,50
1116402,41,12,3,0,0,0,0,54
1116403,3,0,0,0,0,0,0,3
1116404,25,5,3,0,0,0,0,34
1116405,114,13,11,3,0,0,0,136
1116406,14,0,0,0,0,0,0,15
1116407,38,3,3,0,0,0,3,48
1116408,27,3,3,0,0,0,0,38
1116409,19,3,3,0,0,0,0,27
1116410,31,4,0,0,0,0,0,38
1116411,14,0,0,0,0,0,0,17
1116412,8,3,0,0,0,0,0,10
1116413,21,3,0,0,0,0,0,27
1116414,9,0,0,0,0,0,0,9
1116415,16,0,3,0,0,0,0,22
1116416,32,3,5,0,0,0,0,37
1116417,25,3,3,0,0,0,0,24
1116418,24,3,0,0,0,0,0,30
1116419,29,3,4,0,0,0,0,41
1116420,18,4,0,0,0,0,0,21
1116421,36,5,3,0,0,0,0,44
1116422,40,4,0,4,0,0,0,47
1116423,55,6,4,0,0,0,0,64
1116424,68,7,3,0,0,0,3,76
1116425,47,3,3,0,0,0,0,60
1116426,25,5,0,0,0,0,0,28
1116427,14,4,0,0,0,0,0,18
1116428,21,0,0,0,0,0,0,23
1116429,9,0,0,0,0,0,0,12
1116430,18,0,3,0,0,0,0,25
1116431,15,3,3,0,0,0,0,17
1116432,10,0,0,0,0,0,0,9
1116433,110,6,11,0,0,0,0,127
1116434,3,0,0,0,0,0,0,3
1116435,0,0,0,0,0,0,0,0
1116436,73,5,7,0,0,0,0,81
1116437,0,0,0,0,0,0,0,0
1116438,25,5,5,0,0,0,0,34
1116501,35,3,0,0,0,0,0,39
1116502,21,0,0,0,0,0,0,20
1116503,15,6,0,0,0,0,0,25
1116504,12,3,0,0,0,0,0,17
1116505,46,3,3,0,0,0,0,56
1116506,44,0,5,0,0,0,0,52
1116507,46,3,3,0,0,0,0,50
1116508,9,0,0,0,0,0,0,9
1116509,38,4,3,3,0,0,0,44
1116510,19,3,0,0,0,0,0,20
1116511,23,3,0,0,0,0,0,25
1116512,24,4,0,0,0,0,0,28
1116513,34,0,3,0,0,0,0,33
1116514,50,3,3,0,0,0,0,54
1116515,32,10,0,0,0,0,0,40
1116516,34,0,0,0,0,0,0,37
1116601,9,0,0,0,0,0,0,12
1116602,26,3,5,0,0,0,0,29
1116603,14,0,5,0,0,0,0,20
1116604,33,4,3,0,0,0,0,41
1116605,38,3,0,0,0,0,0,45
1116606,35,8,3,0,0,0,0,46
1116607,41,8,0,0,0,0,0,45
1116608,35,3,3,0,0,0,0,41
1116609,14,3,0,0,0,0,0,20
1116610,24,3,3,0,0,0,0,26
1116611,41,8,5,0,0,0,0,54
1116612,36,4,3,0,0,0,0,47
1116613,16,3,0,0,0,0,0,23
1116614,58,7,3,3,0,0,0,71
1116615,35,3,0,0,0,0,0,43
1116616,27,3,3,0,0,0,0,40
1116617,11,0,0,0,0,0,0,12
1116618,60,4,6,4,0,0,0,71
1116619,73,0,3,0,0,0,0,81
1116620,74,4,3,0,0,0,0,81
1116621,43,3,0,0,0,0,0,49
1116622,41,3,3,0,0,0,0,45
1116623,24,0,3,0,0,0,0,25
1116624,26,7,0,0,0,0,0,28
1116625,11,3,3,0,0,0,0,20
1116626,21,3,3,0,0,0,0,27
1116627,44,0,0,0,0,0,0,44
1116628,12,0,0,0,0,0,0,10
1116629,24,5,0,0,0,0,0,29
1116701,23,4,0,0,0,0,0,28
1116702,23,3,0,0,0,0,0,27
1116703,18,0,0,0,0,0,0,20
1116704,17,0,0,0,0,0,3,15
1116705,16,3,3,0,0,0,0,16
1116706,20,0,0,0,0,0,0,19
1116707,0,0,0,0,0,0,0,0
1116708,61,4,0,0,0,0,0,68
1116709,20,4,0,0,0,0,0,28
1116710,27,0,3,0,0,0,0,28
1116711,31,0,0,0,0,0,0,36
1116712,14,0,0,0,0,0,0,16
1116713,35,5,3,3,0,0,0,45
1116714,30,3,7,0,0,0,0,44
1116715,35,0,0,0,0,0,0,33
1116801,44,3,3,3,0,0,0,51
1116802,5,0,0,0,0,0,0,8
1116803,43,3,0,0,0,0,3,46
1116804,37,3,3,0,0,0,0,44
1116805,50,3,4,0,0,0,0,64
1116806,54,4,0,3,0,0,0,65
1116807,19,0,4,0,0,0,0,22
1116808,24,3,0,0,0,0,0,35
1116809,17,3,0,0,0,0,0,20
1116810,14,0,0,0,0,0,0,14
1116811,21,8,0,0,0,0,0,30
1116812,53,0,0,0,0,0,0,57
1116813,47,5,0,0,0,0,0,52
1116814,18,0,0,0,0,0,0,16
1116815,68,10,4,0,0,0,0,80
1116816,30,3,3,0,0,0,0,38
1116817,14,0,0,0,0,0,0,15
1116818,16,0,3,0,0,0,0,21
1116819,32,5,3,0,0,0,0,38
1116820,23,0,5,0,0,0,0,36
1116821,22,3,0,0,0,0,0,25
1116822,35,0,3,0,0,0,0,41
1116823,16,3,0,0,0,0,0,19
1116824,28,0,0,0,0,0,0,27
1116825,38,9,3,0,0,0,0,52
1116826,19,0,3,0,0,0,0,22
1116827,16,3,6,0,0,0,0,21
1116828,0,0,0,0,0,0,0,0
1116829,26,0,0,0,0,0,0,25
1116901,32,0,3,0,0,0,0,42
1116902,19,0,0,0,0,0,0,19
1116903,16,4,0,0,0,0,0,25
1116904,21,0,3,3,0,0,0,28
1116905,23,4,0,0,0,0,0,28
1116906,0,3,0,0,0,0,0,4
1116907,33,0,3,0,0,0,0,42
1116908,16,3,3,0,0,0,3,26
1116909,31,4,0,4,0,0,0,40
1116910,21,0,3,0,0,0,0,24
1116911,25,3,3,0,0,0,0,35
1116912,37,10,6,0,0,0,3,51
1116913,26,3,0,0,0,0,0,33
1116914,20,0,0,0,0,0,0,22
1116915,70,8,4,0,0,0,0,83
1116916,44,0,9,3,0,0,0,61
1116917,9,3,0,0,0,0,0,13
1116918,36,3,3,3,0,0,4,54
1116919,34,4,4,0,0,0,0,38
1116920,19,0,3,0,0,0,0,25
1116921,16,3,0,0,0,0,0,19
1116922,27,5,10,0,0,0,0,43
1116923,11,0,0,0,0,0,0,12
1116924,17,0,4,0,0,0,0,19
1116925,8,0,0,0,0,0,0,8
1116926,30,3,7,0,0,0,0,40
1116927,16,3,5,0,0,0,0,17
1116928,11,0,0,0,0,0,0,19
1116929,31,3,3,0,0,0,3,35
1116930,13,3,5,0,0,0,0,16
1116931,23,0,3,3,0,0,0,36
1116932,16,0,4,0,0,0,0,18
1116933,25,0,3,0,0,0,3,31
1116934,22,3,0,0,0,0,0,22
1116935,31,5,4,0,0,0,3,44
1116936,11,3,0,0,0,0,0,14
1116937,22,3,3,0,0,0,0,28
1116938,17,3,0,0,0,0,0,22
1116939,25,0,0,0,0,0,0,25
1116940,16,0,0,0,0,0,0,21
1116941,15,0,3,0,0,0,0,22
1116942,27,3,0,0,0,0,0,35
1116943,30,0,0,0,0,0,3,38
1116944,12,0,0,0,0,0,0,13
1116945,23,0,0,0,0,0,0,24
1116946,14,3,4,0,0,0,0,26
1116947,10,0,0,0,0,0,0,11
1116948,24,3,0,0,0,0,3,31
1116949,38,6,8,3,0,0,0,56
1116950,34,4,0,0,0,0,0,37
1116951,13,0,0,0,0,0,0,13
1116952,10,0,0,0,0,0,0,10
1116953,5,0,0,4,0,0,0,9
1116954,41,3,0,0,0,0,0,44
1116955,24,0,0,0,0,0,0,29
1116956,46,3,0,0,0,0,0,49
1116957,22,3,3,0,0,0,0,27
1116958,19,0,4,0,0,0,0,21
1116959,16,3,3,0,0,0,0,28
1116961,3,0,0,0,0,0,0,3
1116962,9,3,0,0,0,0,0,13
1117001,70,4,0,0,0,0,6,85
1117002,0,0,0,0,0,0,0,0
1117003,12,0,0,0,0,0,0,14
1117004,36,8,0,0,0,0,0,41
1117005,22,0,0,0,0,0,0,21
1117006,16,0,0,0,0,0,0,22
1117007,11,0,0,0,0,0,0,8
1117008,34,0,0,0,0,0,0,38
1117009,0,0,0,0,0,0,0,0
1117010,23,6,0,0,0,0,0,29
1117011,0,0,0,0,0,0,0,0
1117012,29,9,0,0,0,0,0,38
1117013,18,0,0,0,0,0,0,18
1117014,26,0,3,0,0,0,3,33
1117015,46,9,5,0,0,0,3,60
1117016,19,5,0,0,0,0,0,30
1117017,34,0,0,0,0,0,0,41
1117018,0,0,0,0,0,0,0,0
1117019,21,3,0,0,0,0,0,25
1117020,30,0,0,0,0,0,3,37
1117021,34,5,5,0,0,0,3,42
1117022,22,0,5,0,0,0,0,30
1117023,26,3,0,3,0,0,0,28
1117024,28,3,0,0,0,0,0,32
1117025,22,0,0,0,0,0,0,23
1117026,20,5,0,0,0,0,0,22
1117027,37,3,3,0,0,0,0,43
1117028,35,0,0,0,0,0,0,38
1117029,13,0,0,0,0,0,0,15
1117030,14,0,0,0,0,0,0,14
1117031,28,4,3,0,0,0,0,37
1117032,56,4,0,3,0,0,0,61
1117033,30,0,0,3,0,0,0,32
1117034,34,3,3,3,0,0,0,42
1117035,0,0,0,0,0,0,0,0
1117036,7,0,0,0,0,0,0,14
1117037,14,0,0,0,0,0,0,19
1117038,12,0,0,0,0,0,0,15
1117039,20,3,4,0,0,0,0,32
1117101,22,0,0,0,0,0,0,22
1117102,23,3,3,0,0,0,0,31
1117103,31,3,4,0,0,0,0,38
1117104,33,4,0,3,0,0,0,38
1117105,33,6,0,0,0,0,0,42
1117106,44,3,0,0,0,0,0,46
1117107,32,0,3,0,0,0,0,37
1117108,50,6,3,0,0,0,0,59
1117109,33,3,3,0,0,0,0,37
1117110,25,0,0,0,0,0,0,27
1117111,27,0,0,4,0,0,0,28
1117112,15,0,3,0,0,0,0,17
1117113,26,3,0,0,0,0,0,28
1117114,10,3,0,0,0,0,0,14
1117115,14,3,0,0,0,0,0,22
1117201,47,5,6,0,0,0,0,58
1117202,62,3,0,0,0,0,0,62
1117203,48,5,0,0,0,0,0,51
1117204,41,3,4,0,0,0,0,43
1117205,53,5,3,0,0,0,0,61
1117206,103,0,0,0,0,0,0,103
1117207,36,3,0,0,0,0,0,34
1117208,57,0,0,0,0,0,0,59
1117209,41,3,0,0,0,0,0,41
1117210,47,4,0,0,0,0,0,56
1117211,46,3,0,0,0,0,0,45
1117212,53,3,8,0,0,0,0,65
1117213,26,3,3,0,0,0,0,33
1117214,57,4,0,0,0,0,0,59
1117215,27,0,0,0,0,0,0,27
1117216,33,0,0,0,0,0,0,32
1117217,57,4,0,0,0,0,0,61
1117218,21,3,3,0,0,0,0,29
1117219,13,0,0,0,0,0,0,14
1117220,71,0,4,0,0,0,0,74
1117222,45,0,3,0,0,0,0,41
1117224,18,6,3,0,0,0,0,25
1117225,13,0,0,0,0,0,0,13
1117226,20,0,0,0,0,0,0,22
1117227,146,4,0,0,0,0,0,149
1117228,94,7,3,0,0,0,0,106
1117229,42,5,3,0,0,0,0,52
1117230,0,0,0,0,0,0,0,0
1117231,24,0,0,0,0,0,0,24
1117232,69,3,0,0,0,0,0,80
1117233,139,15,6,3,0,0,0,160
1117234,51,0,3,0,0,0,0,57
1117235,32,3,5,0,0,0,0,45
1117301,14,0,0,0,0,0,0,14
1117302,36,3,0,0,0,0,0,39
1117303,14,0,0,0,0,0,0,16
1117304,15,3,3,0,0,0,0,18
1117305,30,4,3,0,0,0,0,36
1117306,40,5,0,0,0,0,3,47
1117307,42,4,4,0,0,0,0,51
1117308,5,0,0,0,0,0,0,5
1117309,35,3,4,0,0,0,0,51
1117310,10,0,0,3,0,0,0,15
1117311,46,3,0,0,0,0,0,46
1117312,35,5,7,0,0,0,0,44
1117313,13,3,0,0,0,0,0,19
1117314,23,4,4,0,0,0,0,35
1117315,36,0,5,0,0,0,0,43
1117316,33,3,0,0,0,0,0,37
1117317,26,0,0,0,0,0,0,31
1117318,24,3,3,0,0,0,0,37
1117319,18,0,3,0,0,0,0,27
1117320,30,3,0,0,0,0,0,30
1117321,49,4,0,0,0,0,0,49
1117322,62,4,3,0,0,0,0,70
1117323,19,0,0,0,0,0,0,20
1117324,53,3,3,3,0,0,0,66
1117325,38,3,0,0,0,0,0,44
1117326,39,4,3,0,0,0,0,45
1117401,17,0,0,0,0,0,0,17
1117402,32,5,0,0,0,0,0,37
1117403,44,3,3,0,0,0,0,49
1117404,23,0,0,0,0,0,0,25
1117405,58,0,5,0,0,0,0,69
1117406,53,3,0,0,0,0,0,58
1117407,42,3,0,0,0,0,0,47
1117408,35,0,3,0,0,0,0,38
1117409,24,0,0,0,0,0,0,24
1117410,22,5,3,0,0,0,0,34
1117411,23,9,0,0,0,0,0,34
1117412,15,0,0,0,0,0,0,12
1117413,34,5,0,0,0,0,0,36
1117414,14,0,3,0,0,0,0,18
1117415,58,4,0,0,0,0,0,60
1117416,32,8,0,0,0,0,0,41
1117417,36,3,0,0,0,0,0,36
1117418,59,4,4,0,0,0,0,63
1117419,0,0,0,0,0,0,0,0
1117420,0,0,0,0,0,0,0,0
1117421,0,0,0,0,0,0,0,0
1117422,0,0,0,0,0,0,0,0
1117423,28,0,0,0,0,0,0,34
1117424,19,3,0,0,0,0,0,23
1117425,31,3,0,0,0,0,0,38
1117426,25,6,0,0,0,0,0,31
1117427,7,0,0,0,0,0,0,11
1117428,34,3,0,0,0,0,0,33
1117429,32,0,3,0,0,0,0,38
1117501,55,0,5,0,0,0,0,59
1117502,26,0,0,0,0,0,0,34
1117503,52,3,0,0,0,0,0,63
1117504,69,0,3,0,0,0,0,74
1117505,23,0,0,0,0,0,0,29
1117506,62,3,3,0,0,0,0,64
1117507,66,0,4,0,0,0,0,74
1117508,71,5,0,0,0,0,0,77
1117509,19,0,3,0,0,0,0,27
1117511,29,7,3,0,0,0,3,44
1117512,35,0,0,0,0,0,0,32
1117513,31,0,0,0,0,0,0,30
1117514,56,3,0,3,0,0,0,58
1117515,32,0,0,0,0,0,0,28
1117516,39,0,0,0,0,0,0,45
1117517,40,0,0,0,0,0,0,40
1117518,27,0,0,0,0,0,0,27
1117519,32,3,0,0,0,0,0,31
1117520,20,5,0,0,0,0,0,28
1117521,27,0,0,0,0,0,0,27
1117522,32,0,3,0,0,0,0,40
1117523,28,0,3,0,0,0,0,31
1117524,22,0,3,0,0,0,0,28
1117525,43,0,0,0,0,0,0,48
1117526,32,0,3,0,0,0,0,38
1117527,23,0,5,0,0,0,0,30
1117528,33,3,7,3,0,0,3,45
1117529,50,6,3,3,0,0,0,65
1117530,0,0,0,0,0,0,0,0
1117531,31,5,0,3,0,0,0,42
1117532,19,0,0,0,0,0,0,22
1117533,29,0,0,0,0,0,0,29
1117534,8,0,0,0,0,0,0,13
1117535,20,0,0,0,0,0,0,20
1117601,19,3,3,0,0,0,0,25
1117602,24,0,3,0,0,0,0,27
1117603,29,3,0,0,0,0,0,33
1117604,40,4,8,0,0,0,0,51
1117605,39,7,0,0,0,0,0,48
1117606,28,3,3,0,0,0,0,33
1117607,52,3,0,0,0,0,0,65
1117608,13,0,0,0,0,0,0,24
1117609,42,3,0,0,0,0,0,45
1117610,41,3,0,0,0,0,0,49
1117611,26,3,0,0,0,0,0,34
1117612,24,3,3,0,0,0,0,34
1117613,34,3,3,0,0,0,0,41
1117614,24,5,0,0,0,0,0,30
1117615,36,7,4,0,0,0,3,50
1117616,16,3,0,3,0,0,0,23
1117617,18,6,3,0,0,0,0,30
1117618,25,0,0,0,0,0,0,28
1117619,19,3,0,3,0,0,0,22
1117620,24,3,0,0,0,0,0,28
1117621,20,3,0,0,0,0,0,23
1117622,40,3,3,0,0,0,0,48
1117623,23,0,3,0,0,0,0,30
1117624,38,3,3,0,0,0,0,47
1117625,46,4,0,0,0,0,0,49
1117626,0,0,0,0,0,0,0,0
1117627,24,0,6,0,0,0,0,27
1117628,44,0,3,0,0,0,0,47
1117629,4,0,0,0,0,0,0,4
1117630,29,3,3,0,0,0,0,34
1117631,34,11,0,0,0,0,0,39
1117632,20,4,0,0,0,0,0,30
1117633,60,0,3,0,0,0,0,66
1117634,54,7,9,0,0,0,0,66
1117635,22,0,3,0,0,0,0,22
1117636,40,7,3,0,0,0,0,52
1117701,19,0,0,0,0,0,0,19
1117702,12,0,0,3,0,0,0,17
1117703,16,0,0,0,0,0,0,18
1117704,29,0,3,0,0,0,0,30
1117705,16,4,0,0,0,0,3,27
1117706,8,0,0,0,0,0,0,13
1117707,18,0,0,0,0,0,0,22
1117708,18,0,0,0,0,0,0,24
1117709,23,0,0,0,0,0,0,20
1117710,12,0,0,0,0,0,0,14
1117711,19,3,0,0,0,0,0,24
1117712,43,0,0,0,0,0,0,41
1117801,52,0,0,0,0,0,0,56
1117802,41,0,3,0,0,0,0,50
1117803,19,0,0,0,0,0,0,24
1117804,36,3,0,0,0,0,0,38
1117805,50,0,3,0,0,0,0,51
1117806,0,0,0,0,0,0,0,0
1117807,10,4,0,0,0,0,0,18
1117808,36,4,4,3,0,0,3,47
1117809,18,0,0,0,0,0,0,23
1117810,5,3,0,0,0,0,0,9
1117811,19,3,0,0,0,0,0,18
1117812,13,0,0,3,0,0,0,13
1117813,9,3,0,0,0,0,0,17
1117814,11,3,0,0,0,0,0,15
1117815,13,7,0,0,0,0,0,24
1117816,3,0,0,0,0,0,0,3
1117817,40,0,3,0,0,0,0,44
1117818,21,0,0,0,0,0,0,25
1117819,25,3,3,0,0,0,0,28
1117820,16,0,3,0,0,0,0,23
1117821,25,3,0,0,0,0,0,30
1117822,38,0,0,0,0,0,0,37
1117901,38,0,0,0,0,0,0,46
1117902,13,0,0,0,0,0,0,18
1117903,37,6,3,0,0,0,0,45
1117904,29,3,0,0,0,0,0,34
1117905,23,3,0,0,0,0,0,26
1117906,29,0,3,0,0,0,0,33
1117907,46,0,0,0,0,0,0,50
1117908,36,4,3,0,0,0,0,40
1117909,26,0,0,0,0,0,0,26
1117910,33,0,3,0,0,0,0,38
1117911,8,0,0,0,0,0,0,8
1118001,25,0,0,0,0,0,0,24
1118002,12,0,0,0,0,0,0,11
1118003,34,0,6,0,0,0,0,41
1118004,15,3,0,0,0,0,0,17
1118005,14,0,0,0,0,0,0,22
1118006,12,0,3,0,0,0,0,12
1118007,46,4,4,0,0,0,0,51
1118008,14,0,0,0,0,0,0,16
1118009,9,0,0,0,0,0,0,9
1118010,13,0,0,0,0,0,0,14
1118011,38,6,8,0,0,0,0,51
1118012,35,6,4,0,0,0,0,41
1118013,57,6,0,0,0,0,0,70
1118014,0,0,0,0,0,0,0,0
1118015,0,0,0,0,0,0,0,0
1118016,0,0,0,0,0,0,0,0
1118017,16,0,0,0,0,0,0,16
1118018,15,3,3,0,0,0,0,16
1118019,12,0,0,0,0,0,0,13
1118020,27,3,0,0,0,0,0,28
1118021,11,0,0,0,0,0,0,12
1118101,23,0,3,0,0,0,0,29
1118102,41,0,3,0,0,0,0,46
1118103,43,0,3,0,0,0,0,45
1118104,28,0,3,0,0,0,0,34
1118105,19,0,0,0,0,0,0,20
1118106,41,0,0,0,0,0,0,44
1118107,0,0,0,0,0,0,0,0
1118108,29,0,3,0,0,0,0,36
1118109,25,3,3,0,0,0,0,33
1118110,18,0,0,0,0,0,0,19
1118111,40,0,0,0,0,0,0,43
1118112,18,4,0,0,0,0,0,21
1118113,26,0,0,0,0,0,0,29
1118114,41,3,3,0,0,0,0,46
1118115,24,8,3,0,0,0,0,31
1118116,37,4,0,0,0,0,0,42
1118117,44,4,6,0,0,0,0,52
1118118,22,0,0,0,0,0,0,26
1118119,22,0,0,0,0,0,0,22
1118120,18,0,0,0,0,0,0,17
1118201,18,3,3,0,0,0,0,23
1118202,0,0,0,0,0,0,0,0
1118203,23,3,0,0,0,0,0,24
1118204,19,4,3,0,0,0,0,32
1118205,23,0,0,0,0,0,0,27
1118206,25,0,0,0,0,0,0,23
1118207,21,0,0,0,0,0,0,23
1118208,19,0,0,0,0,0,3,23
1118209,48,3,3,0,0,0,0,47
1118210,18,0,0,0,0,0,0,13
1118211,21,0,0,0,0,0,0,32
1118212,22,0,6,0,0,0,0,30
1118213,41,4,0,0,0,0,0,44
1118214,19,0,4,0,0,0,0,23
1118215,25,0,0,0,0,0,0,25
1118216,19,0,0,0,0,0,0,19
1118217,24,0,0,0,0,0,0,20
1118218,7,0,0,0,0,0,3,11
1118219,17,3,0,0,0,0,0,22
1118220,27,9,3,0,0,0,0,39
1118221,16,0,0,0,0,0,0,24
1118222,29,4,3,0,0,0,0,43
1118223,0,0,0,0,0,0,0,0
1118224,48,0,0,0,0,0,0,52
1118301,29,0,0,0,0,0,0,29
1118302,33,8,3,0,0,0,0,41
1118303,9,0,0,0,0,0,0,15
1118304,9,3,0,0,0,0,0,12
1118305,39,3,0,0,0,0,0,39
1118306,20,0,3,0,0,0,0,19
1118307,8,0,0,0,0,0,0,8
1118308,17,0,0,0,0,0,0,23
1118309,25,0,3,0,0,0,0,31
1118310,23,3,0,0,0,0,0,33
1118311,35,0,0,0,0,0,0,34
1118312,45,0,0,0,0,0,0,44
1118313,42,3,0,0,0,0,0,47
1118314,17,0,3,0,0,0,0,14
1118315,31,3,3,0,0,0,0,40
1118316,47,0,0,0,0,0,0,56
1118317,47,0,4,3,0,0,3,54
1118318,41,6,0,0,0,0,0,45
1118319,24,0,0,0,0,0,0,27
1118320,27,0,0,0,0,0,0,30
1118321,8,0,0,0,0,0,0,8
1118401,14,0,0,0,0,0,0,22
1118402,29,0,0,0,0,0,0,33
1118403,53,9,0,0,0,0,0,59
1118404,24,0,3,0,0,0,0,28
1118405,3,0,0,0,0,0,0,3
1118406,9,0,0,0,0,0,0,9
1118407,38,0,0,0,0,0,0,43
1118408,27,4,0,0,0,0,0,34
1118409,17,0,0,0,0,0,0,20
1118410,66,3,0,0,0,0,0,71
1118411,64,3,4,0,0,0,0,71
1118413,57,7,0,0,0,0,0,64
1118414,24,3,0,0,0,0,0,28
1118415,35,3,0,0,0,0,0,41
1118416,45,0,0,0,0,0,0,49
1118417,28,0,0,0,0,0,0,29
1118501,25,0,0,0,0,0,0,24
1118502,56,0,0,0,0,0,0,58
1118503,37,3,0,0,0,0,0,46
1118504,27,0,0,0,0,0,0,29
1118505,40,3,4,0,0,0,0,46
1118506,20,4,0,0,0,0,0,24
1118507,35,0,0,0,0,0,0,41
1118508,29,0,0,0,0,0,0,31
1118509,34,0,0,0,0,0,0,38
1118510,29,0,3,0,0,0,0,36
1118511,24,0,0,0,0,0,0,21
1118512,35,0,0,0,0,0,0,34
1118514,21,0,0,0,0,0,0,30
1118515,19,3,0,0,0,0,0,26
1118516,19,0,3,0,0,0,0,26
1118517,23,0,0,0,0,0,0,27
1118518,26,3,5,0,0,0,0,30
1118519,23,0,0,0,0,0,0,23
1118520,12,5,0,0,0,0,0,22
1118521,23,3,0,0,0,0,0,23
1118522,17,0,0,0,0,0,0,23
1118523,26,0,3,0,0,0,0,28
1118524,35,3,0,0,0,0,0,41
1118525,25,4,3,0,0,0,0,30
1118526,5,0,0,0,0,0,0,10
1118527,45,3,5,0,0,0,0,51
1118528,0,0,0,0,0,0,0,0
1118529,21,3,0,0,0,0,0,19
1118530,10,0,0,0,0,0,0,14
1118601,0,0,0,0,0,0,0,0
1118602,49,3,0,0,0,0,0,59
1118603,59,5,0,0,0,0,0,60
1118604,95,3,3,0,0,0,0,107
1118605,57,9,3,0,0,0,0,62
1118606,62,0,0,0,0,0,0,72
1118607,15,0,3,0,0,0,0,13
1118608,23,5,0,0,0,0,0,30
1118609,32,0,3,0,0,0,0,37
1118610,18,3,0,3,0,0,0,28
1118611,18,3,0,0,0,0,0,23
1118612,52,0,3,0,0,0,0,57
1118613,25,0,0,0,0,0,0,26
1118614,23,0,3,0,0,0,0,27
1118615,51,0,3,0,0,0,0,53
1118616,24,0,0,0,0,0,0,25
1118617,38,5,0,0,0,0,0,39
1118618,44,0,4,0,0,0,0,47
1118619,17,0,0,0,0,0,0,18
1118620,31,3,3,0,0,0,3,44
1118621,33,3,0,0,0,0,0,34
1118622,39,3,0,0,0,0,0,44
1118623,44,3,3,0,0,0,0,45
1118624,70,3,3,0,0,0,0,79
1118625,11,0,0,0,0,0,0,17
1118626,23,0,0,0,0,0,0,27
1118627,34,7,4,3,0,0,0,48
1118628,38,0,3,0,0,0,0,41
1118629,43,3,3,0,0,0,0,49
1118630,20,0,3,0,0,0,3,24
1118631,17,0,0,0,0,0,0,21
1118632,23,3,0,0,0,0,0,30
1118633,18,0,0,0,0,0,0,18
1118634,18,4,0,0,0,0,0,22
1118635,14,3,0,0,0,0,0,14
1118636,35,3,0,0,0,0,0,34
1118637,42,3,0,0,0,0,0,50
1118638,29,3,0,0,0,0,0,41
1118639,21,0,0,0,0,0,0,20
1118640,25,7,3,0,0,0,0,28
1118641,36,8,0,0,0,0,0,44
1118642,32,4,3,0,0,0,0,38
1118643,26,0,0,0,0,0,0,25
1118644,41,3,0,0,0,0,0,46
1118645,13,0,3,3,0,0,0,21
1118646,14,3,0,0,0,0,3,22
1118647,20,5,3,0,0,0,0,25
1118648,26,3,0,0,0,0,0,30
1118649,34,0,0,0,0,0,0,36
1118650,26,3,4,0,0,0,0,30
1118651,50,0,0,0,0,0,0,49
1118652,47,4,4,0,0,0,0,56
1118653,17,0,0,0,0,0,0,18
1118654,59,3,9,0,0,0,0,69
1118701,44,0,0,0,0,0,0,46
1118702,33,3,0,0,0,0,0,36
1118703,34,3,3,0,0,0,0,40
1118704,46,6,4,3,0,0,0,61
1118705,27,0,0,0,0,0,0,27
1118706,41,0,0,0,0,0,0,43
1118707,45,0,0,0,0,0,0,47
1118708,36,6,0,0,0,0,0,41
1118709,36,0,0,0,0,0,0,34
1118710,36,3,0,0,0,0,0,35
1118711,27,3,0,0,0,0,0,38
1118712,33,5,0,0,0,0,0,38
1118801,39,3,4,0,0,0,0,46
1118802,25,0,0,0,0,0,0,31
1118803,28,0,6,0,0,0,0,32
1118804,20,0,0,0,0,0,0,22
1118805,57,0,0,0,0,0,0,55
1118806,47,3,3,0,0,0,0,50
1118807,36,4,0,0,0,0,0,48
1118808,34,3,0,0,0,0,0,36
