LGA_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
LGA17650,43,34,3,3,0,0,9,105,0,0,0,4,0,16,5,0,0,0,0,3,29,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,4,7,7,8,7,0,0,0,0,9,52,0,0,0,0,0,0,0,0,0,0,0,52,52,8,0,12,35,19,142,205,79,36,45,14,116,710,0,0,0,5,8,21,9,4,0,0,0,4,56,0,0,9,11,10,13,3,0,0,0,0,9,51,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,9,9,5,0,0,0,0,0,0,0,17,0,0,16,28,15,10,9,0,0,0,0,10,85,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,49,35,51,20,7,7,0,0,30,220,16,3,67,239,124,334,356,135,61,73,18,208,1635,0,0,0,3,3,7,37,36,12,26
LGA17750,296,445,82,106,24,16,69,1141,0,0,8,33,18,62,57,9,14,9,0,13,216,0,0,0,0,0,32,22,6,3,0,0,20,82,0,0,0,0,0,6,15,8,4,9,4,14,76,7,7,23,77,31,97,56,13,5,3,0,28,350,0,0,0,0,4,0,4,0,0,0,0,435,451,21,14,49,154,174,850,1862,1041,631,626,223,902,6536,5,6,5,32,83,237,249,45,44,7,0,89,798,0,9,62,142,109,129,51,11,5,3,0,46,550,0,0,9,14,7,24,8,0,0,0,0,15,77,0,6,40,47,16,14,4,0,0,0,0,14,142,17,29,197,281,150,153,70,10,6,5,0,113,1020,0,0,0,0,3,4,0,0,0,0,0,45,51,21,40,307,514,369,551,380,60,53,12,0,321,2644,90,64,498,1481,1041,2520,3583,1775,998,960,335,1775,15119,6,0,0,12,8,41,350,402,256,214
LGA17850,20,7,0,5,0,0,9,49,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,21,20,3,0,9,18,16,67,78,35,17,18,0,65,319,0,0,5,6,7,4,4,0,0,0,0,5,22,0,0,0,4,3,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,17,10,7,11,5,0,0,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,18,20,14,7,0,0,0,0,20,102,19,3,50,111,76,157,167,63,27,29,18,132,850,0,0,0,6,7,12,19,14,0,12
LGA17900,19,31,4,6,4,0,7,81,0,0,0,7,10,8,8,0,0,0,0,6,39,0,0,0,5,0,9,0,0,0,0,0,4,15,0,5,0,0,0,0,4,0,0,0,0,0,12,0,0,14,21,6,19,10,0,0,0,0,17,91,0,0,0,0,0,0,0,0,0,0,0,47,47,5,5,24,42,34,98,116,44,34,26,12,102,533,3,0,0,0,10,5,16,3,0,4,0,15,62,0,0,12,12,4,7,3,0,0,0,0,4,38,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,9,3,0,3,0,0,0,0,0,4,24,0,10,35,44,26,23,8,3,0,0,0,24,188,0,0,3,3,0,0,0,0,0,0,0,21,28,7,7,60,68,50,47,26,8,0,4,0,65,341,30,14,105,242,118,233,244,97,59,60,28,243,1473,6,0,0,0,5,17,39,33,17,11
LGA17950,19,9,0,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,6,6,3,3,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,7,13,19,56,77,34,17,19,3,59,295,0,0,0,4,4,7,5,0,0,0,0,8,31,0,0,5,8,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,9,3,0,15,11,11,8,4,0,0,0,0,8,59,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,17,29,27,15,15,0,0,0,0,21,125,10,5,38,81,77,141,155,62,28,23,5,113,741,0,0,0,0,3,5,22,24,14,11
LGA18020,38,34,4,9,0,0,14,140,0,0,0,15,8,15,4,0,4,0,0,4,42,0,0,3,0,0,4,0,0,0,0,0,7,18,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,11,33,21,41,12,0,0,0,0,12,138,0,0,0,0,0,0,0,0,0,0,0,60,64,12,0,26,72,75,199,189,66,34,30,7,187,909,0,0,0,5,8,24,9,0,3,0,0,8,62,0,0,19,15,16,10,3,0,0,0,0,9,78,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10,17,4,0,0,0,0,0,0,8,38,0,0,51,53,39,16,9,0,3,0,0,22,182,0,0,0,0,0,0,0,0,0,0,0,11,12,0,3,81,87,62,51,23,0,8,0,0,64,388,38,13,160,490,257,461,387,129,71,65,23,375,2473,5,0,4,0,9,35,66,35,27,22
LGA18050,93,198,63,548,148,119,102,1334,3,0,0,14,17,45,55,17,22,24,18,23,238,4,0,3,0,0,12,10,3,23,8,3,11,84,0,0,0,0,0,0,5,8,5,9,20,10,54,22,0,16,31,11,50,56,29,30,28,26,31,326,0,0,0,0,0,0,8,3,5,0,0,359,387,37,9,37,74,78,319,755,540,1095,1225,1120,821,6123,5,3,3,17,24,108,151,36,123,22,5,79,574,5,4,21,52,44,94,58,12,37,9,5,60,407,0,0,5,8,11,14,10,5,8,0,0,4,57,0,0,19,16,9,10,6,0,0,0,0,5,76,36,10,61,86,53,128,98,25,19,9,7,71,607,0,0,0,0,0,3,4,0,0,0,0,13,18,48,23,102,172,146,354,332,77,190,48,21,234,1747,165,42,226,593,437,1281,2079,1441,1944,2413,2052,1669,14355,4,0,0,0,3,21,173,366,386,682
LGA18100,14,19,4,5,0,0,4,58,0,0,0,4,0,4,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,12,7,9,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,30,33,3,0,5,31,28,76,89,38,7,13,5,60,367,0,0,4,8,4,12,7,0,0,0,0,0,33,0,0,9,12,7,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,9,16,23,19,0,0,0,0,0,9,70,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,19,39,26,27,10,0,0,0,0,14,144,14,0,46,218,115,207,162,69,23,29,6,140,1031,0,5,0,4,0,13,33,22,9,10
LGA18200,35,31,7,10,0,0,14,114,0,0,0,4,3,11,3,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,4,0,5,10,0,0,3,14,14,20,7,3,0,0,0,9,70,0,0,0,0,0,0,0,0,0,0,0,61,67,4,0,18,32,39,135,174,79,38,41,16,138,709,0,0,0,3,13,20,17,6,4,0,0,4,67,0,0,5,13,8,4,0,0,0,0,0,5,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,8,0,6,18,33,15,23,0,0,0,0,0,16,113,0,0,0,0,0,0,0,0,0,0,0,5,8,4,7,30,49,37,45,27,8,4,0,0,41,249,33,7,85,260,150,333,359,133,69,79,28,257,1791,4,0,0,4,4,19,34,36,16,24
LGA18250,182,386,84,963,203,183,123,2229,0,0,13,38,39,59,68,38,44,32,36,35,407,0,0,6,4,3,10,21,4,25,5,10,25,112,0,0,0,5,0,0,8,10,11,15,31,21,98,29,9,35,39,29,79,138,51,49,61,45,73,645,0,0,0,0,0,4,4,0,0,0,0,543,563,54,24,79,137,155,538,1125,640,1694,1712,1776,1151,9084,0,11,6,20,46,133,191,48,155,44,20,62,725,0,6,30,55,62,86,88,20,31,9,3,45,444,0,0,4,8,0,10,16,5,3,9,0,11,58,13,5,20,18,7,8,0,0,0,0,0,12,75,142,35,92,103,78,129,132,46,34,26,11,75,896,0,0,0,0,0,0,5,0,0,0,0,9,17,160,56,148,196,196,366,424,116,228,83,37,212,2219,354,103,394,754,605,1673,2541,1426,2564,2768,2641,1853,17659,3,0,0,5,5,12,137,263,291,500
LGA18350,205,318,72,158,49,14,79,942,0,0,8,12,20,61,55,18,24,0,0,22,223,0,0,0,3,3,19,13,4,10,8,0,11,65,0,0,0,0,0,5,11,4,3,3,0,13,39,3,0,10,35,36,71,45,9,15,3,0,36,271,0,0,0,0,0,3,3,0,0,0,0,291,297,14,7,33,79,127,670,1247,637,535,488,187,760,4782,0,3,12,25,52,132,129,28,39,3,0,61,486,0,9,42,95,97,125,48,4,0,4,0,60,476,0,4,0,5,5,9,3,0,0,0,0,21,58,0,4,18,36,11,5,0,0,0,0,0,4,84,12,14,110,154,108,124,64,14,6,4,0,70,684,3,0,0,0,0,4,0,0,0,0,0,30,42,21,35,182,313,277,401,251,46,50,14,4,241,1827,89,46,360,1177,938,2279,2590,1131,887,781,343,1525,12150,4,8,0,3,8,34,197,207,143,146
LGA18400,221,405,88,193,71,17,129,1189,0,0,5,10,23,46,42,8,19,12,3,17,182,0,0,3,0,4,9,23,3,7,4,0,17,79,0,0,0,0,3,9,10,19,6,12,3,21,83,8,0,7,29,24,77,81,23,5,9,0,33,319,0,0,0,4,3,0,11,0,0,0,0,337,355,20,11,25,77,142,637,1535,905,753,848,327,952,6247,0,0,8,19,41,124,141,34,44,14,6,64,499,0,0,29,80,72,81,62,9,3,3,0,46,389,0,0,0,8,11,15,9,3,0,6,0,10,54,3,0,22,23,9,3,7,3,0,0,0,9,85,11,13,92,113,69,119,53,17,9,0,0,60,555,0,0,0,3,0,0,0,0,0,0,0,24,32,13,15,154,246,207,345,260,62,62,22,9,203,1615,88,39,287,919,678,1673,2578,1370,1067,1137,447,1492,11766,3,0,0,6,6,25,162,242,211,215
LGA18450,787,1494,355,838,284,98,325,4415,10,0,30,140,108,270,237,80,58,52,13,101,1084,4,0,5,14,26,73,108,26,34,22,9,48,364,0,0,0,7,3,12,40,52,29,42,18,58,267,33,16,89,278,257,533,520,133,66,64,20,264,2265,4,0,0,3,7,17,31,8,3,0,0,1136,1206,84,41,177,571,627,2584,5400,3280,2755,3021,1173,2996,22712,11,10,22,88,180,555,690,182,179,78,12,255,2268,3,30,136,430,339,465,238,43,35,14,3,186,1912,3,4,18,29,21,59,40,10,10,5,0,44,240,10,12,147,160,42,36,25,4,0,0,0,39,471,59,62,640,928,590,696,362,93,38,23,4,415,3900,0,0,4,8,5,3,0,0,0,0,0,123,159,94,114,964,1636,1176,1817,1353,332,261,125,22,1065,8943,444,212,1714,6225,3563,7618,9691,5311,4095,4352,1611,5599,50450,3,4,0,3,14,62,585,775,698,807
LGA18500,57,131,47,555,202,202,118,1342,4,0,7,3,9,24,32,16,33,30,33,26,217,0,0,0,0,0,6,8,9,25,12,6,17,83,0,0,0,0,0,0,0,0,9,10,10,10,39,20,0,3,13,10,24,38,13,36,26,33,33,254,0,0,0,0,0,0,6,0,3,0,0,322,334,33,5,25,36,46,191,421,330,932,1006,1241,818,5077,0,0,0,8,14,80,122,26,139,43,17,68,518,0,8,17,37,42,54,69,4,33,6,0,60,341,0,0,0,0,0,8,4,0,15,0,0,8,35,0,3,12,15,0,7,5,0,0,3,0,6,45,37,19,39,46,32,74,50,18,36,33,9,80,487,0,0,0,0,3,0,0,0,0,0,0,13,16,49,23,64,102,94,225,260,59,227,83,28,231,1446,147,41,151,279,276,801,1366,956,1758,2233,2530,1620,12172,0,0,0,3,4,13,78,141,214,480
LGA18710,49,97,19,68,16,8,14,288,0,0,0,5,11,14,18,6,6,4,0,5,71,0,0,0,0,0,4,6,3,8,0,0,3,31,0,0,0,0,0,0,5,3,9,0,4,4,27,0,0,5,6,5,16,19,3,0,4,0,12,72,0,0,0,0,0,0,0,0,0,0,0,122,126,0,4,14,23,30,195,390,295,256,318,183,275,1987,0,0,0,4,8,51,48,14,17,10,0,19,176,0,3,11,19,26,22,9,8,0,0,0,11,113,0,0,0,3,0,8,4,0,0,0,0,0,20,0,0,0,4,0,3,0,0,0,0,0,4,8,3,0,17,18,18,33,7,0,4,0,0,12,123,0,0,0,0,0,0,0,0,0,0,0,3,3,9,6,37,48,53,113,69,22,26,10,0,46,436,27,14,90,225,192,586,776,504,431,532,288,484,4137,3,0,0,3,6,21,49,90,57,112
LGA19399,5,5,0,3,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,4,8,0,23,36,7,9,3,0,29,124,0,0,3,4,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,0,0,8,30,7,0,14,24,15,55,61,18,15,4,0,54,271,4,0,0,0,0,9,3,9,4,3
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
