LGA_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
LGA17650,7,3,11,9,8,7,5,0,0,44,368,172,156,233,299,353,228,122,24,1957,0,0,0,0,0,0,0,0,0,0,10,11,0,6,15,4,11,0,0,63,0,0,0,0,0,0,0,0,0,0,292,182,112,153,225,189,120,55,13,1335,0,3,0,4,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,12,13,11,14,13,9,13,0,0,0,74,3,0,0,0,0,0,0,0,0,8,5,4,0,0,9,0,5,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,13,5,4,0,8,6,6,0,0,0,27,29,22,15,42,47,70,33,18,5,291,14,11,6,10,11,11,4,3,0,68,7,0,0,0,0,5,0,0,0,22,45,33,15,41,44,44,40,32,8,307,35,18,9,13,13,17,14,5,0,124,0,0,0,0,0,0,0,0,0,11
LGA17750,60,63,62,65,55,22,11,0,0,331,2499,1836,1619,1888,1995,1921,1236,849,356,14210,0,0,0,0,0,0,0,0,0,5,123,104,117,105,85,85,54,23,15,714,60,47,27,15,17,18,9,12,0,203,4815,3422,2333,2419,2396,1950,1325,786,312,19762,9,11,9,5,16,16,14,5,4,99,26,17,29,25,31,17,14,12,3,177,24,20,21,15,29,14,13,7,5,140,19,11,12,11,10,3,3,0,0,70,228,116,113,114,126,100,76,51,17,946,45,34,13,19,20,11,0,3,0,148,52,24,34,26,10,5,3,0,3,170,133,106,88,61,74,52,24,4,6,544,450,314,328,492,532,614,440,338,143,3660,33,10,22,27,34,20,13,8,0,170,30,32,23,25,24,14,10,10,0,173,378,460,352,352,540,505,329,238,108,3267,276,203,145,153,155,100,54,35,10,1132,8,3,0,3,6,5,0,0,4,25
LGA17850,0,0,0,0,0,0,0,0,0,7,217,117,117,152,164,206,167,92,47,1280,0,0,0,0,0,0,0,0,0,0,3,0,0,9,10,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,125,88,50,80,92,91,63,33,7,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,3,9,9,6,4,0,53,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,40,19,16,35,59,64,68,42,16,363,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,10,13,5,4,9,3,13,11,6,0,57,8,7,7,4,4,8,0,0,0,35,0,0,0,0,0,0,0,0,0,3
LGA17900,0,0,0,5,4,5,5,0,0,18,387,212,213,251,332,347,248,97,36,2114,0,0,0,0,0,0,0,0,0,0,5,5,0,6,6,10,0,5,0,40,0,0,0,0,0,0,0,0,0,0,408,180,194,214,209,201,172,79,9,1664,0,0,0,0,0,0,3,0,0,3,3,3,0,10,11,23,23,17,0,86,7,3,8,7,15,8,4,0,0,46,4,3,0,0,0,0,0,0,0,13,0,0,5,5,13,12,13,6,0,57,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,0,6,0,0,21,0,0,0,0,0,3,0,0,0,5,28,15,22,36,60,58,33,14,7,283,3,0,0,7,3,7,0,0,0,21,0,0,0,6,0,4,0,8,0,26,15,5,9,14,19,23,34,6,0,129,22,4,9,10,12,18,6,5,0,74,0,0,0,0,0,0,0,0,0,0
LGA17950,0,0,0,3,0,0,0,0,0,10,161,92,101,107,161,145,133,72,18,988,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,268,99,101,132,152,121,91,40,18,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,14,15,23,25,49,44,35,28,12,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,14,17,8,14,3,0,75,7,3,4,4,3,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,3,8,6,4,6,0,0,32,597,286,244,384,489,557,483,313,122,3483,0,0,0,0,0,0,0,0,0,0,7,3,5,4,5,22,9,0,0,47,0,0,0,0,0,0,0,0,0,0,498,251,166,259,322,327,256,151,45,2274,0,0,0,0,0,0,0,0,0,4,3,0,0,3,4,3,4,0,0,17,12,0,0,5,6,8,5,0,0,44,5,0,0,4,0,4,0,0,0,15,3,0,0,4,0,8,7,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,3,4,15,5,4,3,0,43,53,23,47,66,73,119,97,59,37,581,0,3,0,4,4,5,3,0,0,17,8,0,0,4,4,8,4,7,4,36,47,31,25,33,56,80,51,45,20,383,42,20,10,21,25,15,26,9,5,167,0,0,0,0,0,3,7,4,0,15
LGA18050,92,86,276,287,194,126,37,15,6,1119,924,536,1554,1348,873,702,489,327,206,6956,0,0,0,0,0,0,0,0,0,6,10,23,55,20,16,13,12,6,5,160,0,0,0,0,0,0,0,0,0,0,2129,1347,3773,2421,1465,1059,830,659,308,13994,0,0,0,0,0,0,4,5,0,16,280,155,245,314,253,195,155,142,48,1786,3,3,25,14,7,4,9,3,0,66,0,0,12,3,0,3,0,0,0,18,25,28,83,52,29,29,33,22,11,309,0,0,6,8,0,0,0,0,0,15,7,15,39,12,13,8,6,6,0,100,29,32,63,41,23,16,0,7,0,204,93,53,194,162,142,123,93,80,35,975,0,3,7,5,7,4,0,0,0,18,0,0,7,7,0,6,0,0,3,25,78,57,144,137,84,84,68,38,21,721,45,67,139,81,56,43,21,17,3,475,0,5,11,8,6,10,4,0,0,39
LGA18100,5,0,0,3,0,0,0,0,0,12,159,85,74,126,149,204,169,107,45,1122,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,216,79,68,106,157,142,114,69,16,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,5,6,4,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,6,3,6,3,7,4,0,53,21,18,22,23,53,64,45,41,16,305,4,7,0,9,3,7,13,0,0,44,0,0,0,0,0,0,4,0,0,10,48,29,25,42,46,49,44,28,14,320,6,3,3,3,0,4,0,3,0,31,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,9,3,7,0,0,0,0,18,164,103,77,152,219,273,187,83,34,1295,0,0,0,0,0,0,0,0,0,0,20,6,0,8,10,18,0,0,0,61,0,0,0,0,0,0,0,0,0,0,387,229,176,212,277,207,151,69,21,1733,0,0,0,0,0,0,7,3,0,20,7,4,0,9,4,0,0,0,0,20,0,6,0,0,6,3,0,5,0,19,3,0,0,0,0,0,0,0,0,5,21,14,7,16,20,19,12,3,3,121,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,7,3,5,7,6,4,0,0,51,15,9,6,21,46,56,34,14,6,203,3,0,0,3,7,6,0,0,0,21,17,3,6,7,8,6,10,5,0,63,63,44,34,71,109,113,99,48,23,601,32,18,5,24,12,24,5,3,0,121,0,0,0,0,0,0,0,0,0,0
LGA18250,300,357,725,641,458,341,150,75,27,3070,2122,872,1072,1792,1572,1260,812,592,431,10531,0,0,0,0,0,0,0,0,0,6,96,89,153,129,114,81,36,38,15,757,0,0,0,5,7,0,6,3,0,21,4020,1825,2140,2687,2239,1645,1081,843,369,16857,11,9,5,8,13,4,7,4,10,75,253,98,144,222,175,108,122,105,27,1264,4,10,13,9,13,16,10,3,5,75,8,3,13,0,3,0,0,0,0,25,45,14,44,53,49,42,28,34,12,327,115,68,82,103,88,94,117,91,26,785,39,37,36,39,33,17,12,9,4,218,61,70,100,74,65,55,27,3,0,450,322,190,255,381,337,271,150,116,94,2111,6,3,7,4,8,0,3,0,5,39,0,7,11,6,12,4,0,0,0,41,308,180,244,320,268,272,184,124,114,2013,160,140,219,175,155,125,56,57,11,1093,4,0,11,11,7,10,9,13,6,69
LGA18350,35,43,35,74,78,75,36,9,0,374,2304,1138,855,1618,1865,2009,2003,1151,463,13405,0,0,0,0,0,0,0,0,0,0,104,49,48,90,77,89,95,40,9,610,29,51,11,8,22,4,9,3,9,146,2450,1253,800,1344,1636,1347,1146,617,184,10783,11,19,3,12,16,16,11,4,5,94,67,39,23,62,57,59,40,25,0,378,37,21,40,26,23,38,24,8,0,217,9,9,3,14,4,18,8,3,0,76,22,18,9,22,49,37,27,34,4,221,5,0,0,0,3,0,0,0,0,9,5,0,3,8,4,7,9,0,0,45,72,40,32,36,49,51,27,3,0,312,133,98,56,155,247,305,315,209,102,1624,10,10,4,5,13,7,10,9,3,72,21,10,3,6,29,6,14,9,0,104,270,198,126,216,282,340,341,207,85,2064,230,155,108,108,167,156,98,44,13,1068,17,6,7,17,15,13,10,17,0,103
LGA18400,33,24,33,46,38,17,0,5,0,205,2963,1689,1388,2246,2094,1891,1088,528,160,14060,0,0,0,0,0,4,0,0,0,8,86,61,62,61,78,92,49,29,12,528,25,41,11,7,22,0,8,0,0,133,3353,1873,1455,2054,2020,1400,792,333,89,13362,6,3,4,3,15,4,9,0,0,36,123,72,58,97,72,67,38,17,6,558,26,22,16,20,20,20,21,11,0,154,18,5,0,8,3,4,5,0,0,49,25,21,21,34,44,54,34,39,47,331,3,3,3,0,4,3,0,0,0,18,14,5,5,13,10,8,0,4,0,60,58,38,32,38,49,32,15,4,0,272,78,78,69,149,200,242,150,65,29,1058,15,6,9,16,20,11,15,6,0,98,8,7,6,4,11,4,6,4,0,46,268,215,127,215,281,265,151,79,24,1631,189,110,81,102,112,72,34,16,0,718,21,4,14,9,13,15,11,4,0,80
LGA18450,334,442,516,454,407,316,110,45,7,2641,6318,4164,4111,5496,5807,5514,4305,3141,1433,40283,0,0,4,0,0,0,0,0,0,0,310,275,254,235,270,188,171,115,42,1853,87,44,36,38,18,14,18,9,5,273,10340,7385,6139,7043,7791,6126,4658,3658,1156,54278,82,42,24,56,53,58,61,26,9,400,1943,1183,1312,1742,1418,1469,1212,761,176,11221,131,51,99,104,107,100,77,57,24,744,98,29,47,47,36,24,23,9,3,317,110,82,86,112,213,211,169,184,88,1244,41,21,31,24,17,16,4,0,0,156,57,60,46,41,52,54,33,26,18,393,422,324,328,260,241,167,85,31,7,1867,498,484,367,598,976,1038,923,622,288,5794,121,118,82,74,115,109,104,74,53,844,40,48,31,25,41,26,20,17,6,263,1583,1063,734,894,1241,1158,1071,715,325,8790,758,547,428,448,448,310,168,76,17,3188,29,18,19,31,37,23,26,11,6,190
LGA18500,54,77,117,141,139,112,47,19,5,709,1421,956,1386,1278,1203,1151,975,584,392,9351,0,0,0,0,0,0,0,0,0,8,3,12,39,21,23,21,3,0,0,140,0,0,0,0,0,0,0,0,0,5,1783,1064,2152,1684,1282,1010,775,501,269,10517,3,5,3,0,0,3,0,3,0,23,323,170,195,285,257,175,140,113,40,1697,3,3,20,5,6,13,0,3,0,59,6,4,6,0,0,0,0,0,0,21,25,13,53,38,33,27,28,12,10,243,0,6,5,0,7,0,0,0,0,19,0,8,22,11,8,8,7,0,0,62,24,31,39,27,19,19,5,0,0,158,91,82,135,144,163,155,134,104,48,1059,5,0,6,0,0,3,3,0,0,18,0,9,4,3,3,7,0,5,0,26,80,55,148,102,105,99,88,35,29,729,50,51,67,59,53,53,21,7,0,361,7,0,3,6,8,3,0,3,3,37
LGA18710,10,10,12,21,14,14,3,0,0,82,596,336,321,536,602,585,362,209,79,3633,0,0,0,0,0,0,0,0,0,0,43,16,21,30,23,19,11,0,5,158,0,0,0,0,0,0,0,0,0,0,1051,554,389,660,622,496,301,161,48,4287,0,0,0,0,0,0,0,0,0,3,5,6,6,17,6,14,5,3,0,58,9,0,0,4,3,3,4,0,0,22,0,0,0,0,0,0,6,0,0,8,16,18,5,21,30,16,11,5,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,14,3,11,13,14,6,8,0,0,73,35,24,28,50,90,76,57,24,16,401,8,4,5,9,8,6,5,0,0,40,9,0,3,9,3,12,4,0,0,38,143,81,55,120,133,135,105,63,24,855,76,35,19,57,36,40,20,8,0,291,8,0,0,3,0,6,0,0,0,12
LGA19399,0,0,4,0,0,0,0,0,0,3,47,10,30,47,37,61,37,9,8,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,51,16,34,29,41,30,14,8,4,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,0,0,15,0,0,0,0,0,0,5,0,0,3,8,10,3,3,9,9,11,5,0,51,14,7,7,10,19,26,10,4,0,104,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA19499,17,33,64,44,34,35,7,3,4,239,168,217,325,279,292,347,255,64,36,1980,0,0,5,0,0,0,0,0,0,5,14,29,32,21,29,24,12,0,0,159,0,0,0,0,0,0,0,0,0,0,195,346,435,355,301,290,146,48,22,2139,0,0,6,0,0,0,0,0,0,9,14,13,15,25,22,12,19,3,0,127,3,7,9,10,10,8,4,0,0,44,4,29,3,6,9,4,5,0,0,63,8,16,10,5,3,7,3,0,0,59,0,4,3,4,5,0,0,0,0,16,9,6,8,9,4,0,10,0,0,30,18,20,30,23,12,20,10,0,0,148,13,27,42,37,47,87,51,12,3,324,4,5,3,8,10,8,6,0,0,49,4,11,13,9,10,5,0,5,0,62,22,34,49,48,44,78,72,11,9,363,20,41,57,40,33,43,20,3,0,252,4,0,3,11,5,0,0,0,0,27
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
