LGA_CODE_2021,C21_M_FoodHos_PS_15_19,C21_M_FoodHos_PS_20_24,C21_M_FoodHos_PS_25_34,C21_M_FoodHos_PS_35_44,C21_M_FoodHos_PS_45_54,C21_M_FoodHos_PS_55_64,C21_M_FoodHos_PS_65_74,C21_M_FoodHos_PS_75_84,C21_M_FoodHos_PS_85over,C21_M_FoodHos_PS_Tot,C21_M_MixFld_pr_15_19,C21_M_MixFld_pr_20_24,C21_M_MixFld_pr_25_34,C21_M_MixFld_pr_35_44,C21_M_MixFld_pr_45_54,C21_M_MixFld_pr_55_64,C21_M_MixFld_pr_65_74,C21_M_MixFld_pr_75_84,C21_M_MixFld_pr_85over,C21_M_MixFld_pr_Tot,C21_M_FldStu_ID_15_19,C21_M_FldStu_ID_20_24,C21_M_FldStu_ID_25_34,C21_M_FldStu_ID_35_44,C21_M_FldStu_ID_45_54,C21_M_FldStu_ID_55_64,C21_M_FldStu_ID_65_74,C21_M_FldStu_ID_75_84,C21_M_FldStu_ID_85over,C21_M_FldStu_ID_Tot,C21_M_FldStu_NS_15_19,C21_M_FldStu_NS_20_24,C21_M_FldStu_NS_25_34,C21_M_FldStu_NS_35_44,C21_M_FldStu_NS_45_54,C21_M_FldStu_NS_55_64,C21_M_FldStu_NS_65_74,C21_M_FldStu_NS_75_84,C21_M_FldStu_NS_85over,C21_M_FldStu_NS_Tot,C21_M_Tot_15_19,C21_M_Tot_20_24,C21_M_Tot_25_34,C21_M_Tot_35_44,C21_M_Tot_45_54,C21_M_Tot_55_64,C21_M_Tot_65_74,C21_M_Tot_75_84,C21_M_Tot_85over,C21_M_Tot_Tot,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85over,C11_F_NatPhy_sci_Tot,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85over,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85over,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85over,C11_F_ArchBuild_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_AgEnv_RS_85over,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85over,C11_F_Health_Tot,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85over,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85over,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85over,C11_F_Soc_cult_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Creative_art_85over,C11_F_Creative_art_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85over,C11_F_FoodHos_PS_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85over,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85over,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85over,C11_F_FldStu_NS_Tot,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85over,C11_F_Tot_Tot
LGA17650,0,5,11,11,13,14,11,5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,20,18,13,21,23,47,42,32,24,11,219,30,62,174,224,285,284,262,124,22,1461,0,0,11,11,11,10,4,0,0,51,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,3,0,0,0,9,0,0,3,3,0,0,0,0,0,12,4,5,10,17,7,8,7,0,0,52,0,10,24,41,51,47,27,11,0,211,0,0,22,33,52,61,18,6,0,202,3,8,39,57,66,48,12,3,0,236,3,8,39,54,47,36,14,0,0,214,0,6,6,14,8,11,4,5,0,44,0,8,14,22,16,9,0,0,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,4,0,0,0,12,15,4,13,26,14,32,32,19,11,173,37,47,180,285,303,269,116,49,16,1298
LGA17750,3,74,193,119,96,61,45,28,0,612,4,8,8,6,4,4,0,0,0,39,3,16,44,44,39,47,29,8,3,232,212,246,366,314,298,245,229,187,104,2196,360,1144,3346,2940,2599,2344,1793,830,289,15646,0,39,74,67,43,31,14,4,0,269,4,5,27,22,25,18,3,0,0,101,9,18,43,44,43,22,14,13,4,217,0,3,15,15,7,4,0,0,0,56,19,43,60,52,32,16,4,5,0,226,24,187,479,464,450,343,153,87,42,2225,3,52,318,383,344,328,132,65,16,1644,47,296,708,662,596,420,157,73,23,2981,33,178,423,348,310,178,63,23,4,1558,12,58,130,72,53,30,17,13,0,375,48,154,223,182,121,67,34,10,5,838,0,5,6,3,7,0,0,0,0,17,9,8,19,20,27,17,5,0,0,113,193,138,164,180,224,218,234,279,163,1797,389,1179,2683,2517,2280,1699,836,575,262,12415
LGA17850,0,0,0,0,0,5,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,10,10,20,10,26,36,34,19,6,174,18,27,85,97,119,147,151,68,11,715,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,7,12,8,6,3,0,0,0,33,4,10,7,14,25,25,21,3,5,111,0,5,6,14,16,22,8,5,0,78,4,7,22,28,27,27,12,3,6,129,0,6,8,18,11,15,6,0,0,63,0,0,0,0,0,0,0,0,0,3,0,10,3,5,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,5,7,4,16,17,21,16,9,101,20,40,82,99,105,114,71,32,12,578
LGA17900,0,0,8,3,5,4,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,7,3,0,0,17,46,35,92,72,76,110,90,54,14,596,51,68,204,164,186,257,209,98,27,1263,0,0,4,3,0,6,4,0,0,19,0,0,0,0,5,4,0,0,0,10,0,4,6,3,0,0,5,5,0,21,0,0,0,0,0,0,0,0,0,8,0,3,15,3,3,0,4,0,0,30,0,0,29,33,42,38,10,7,4,164,0,7,41,28,37,29,12,0,0,157,4,7,39,37,37,18,11,0,0,155,6,9,30,29,7,19,8,0,0,106,0,0,4,6,5,10,0,0,0,24,0,9,8,11,10,14,3,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,29,22,36,53,54,50,41,30,13,326,34,69,208,216,198,195,101,44,16,1079
LGA17950,0,0,0,4,0,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,6,7,11,16,22,20,31,17,5,144,13,31,80,82,80,104,68,36,10,509,0,0,0,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,8,7,9,0,3,0,0,29,3,4,8,15,28,13,14,0,0,87,0,6,8,10,12,13,4,0,0,64,3,4,16,22,12,8,0,3,0,81,0,3,11,14,7,8,0,0,0,44,0,0,0,0,0,0,0,0,0,6,0,3,6,3,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,14,14,14,12,16,15,3,98,12,37,83,89,99,61,35,32,3,448
LGA18020,0,0,14,12,11,7,16,3,0,64,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,5,0,0,0,17,48,37,66,52,83,102,113,95,35,639,69,86,260,239,337,374,373,218,63,2021,0,0,0,6,5,3,3,0,0,20,0,0,6,3,10,7,0,0,0,20,0,3,3,10,8,7,0,3,0,36,0,0,3,0,0,0,0,0,0,0,5,10,8,9,12,14,8,0,0,61,0,5,58,46,70,91,32,18,8,331,0,12,37,56,59,61,32,10,5,266,0,18,54,66,84,61,28,8,0,326,4,13,29,43,34,22,5,0,0,155,0,0,3,10,8,3,9,0,0,29,15,5,21,20,9,14,6,0,0,93,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,10,34,24,24,47,54,57,75,73,40,433,64,98,239,313,359,341,193,123,56,1783
LGA18050,0,22,145,145,106,60,25,20,3,531,0,5,8,6,0,0,0,0,0,16,0,9,74,79,75,35,19,18,8,319,82,115,726,490,274,187,159,168,134,2330,112,717,6658,5145,3779,2491,1700,897,354,21859,4,37,185,128,65,69,34,15,8,531,0,4,72,89,54,13,5,0,0,237,0,12,95,69,39,44,55,35,24,368,0,24,130,85,55,22,10,7,0,333,0,9,40,29,12,10,3,0,0,100,0,84,575,409,336,235,126,70,34,1873,0,37,364,305,347,343,179,69,20,1668,12,246,1823,1249,584,353,168,101,71,4602,6,177,1211,907,556,397,156,65,13,3493,11,204,1021,624,259,120,42,33,16,2327,6,84,261,180,114,61,49,16,8,772,0,0,3,0,0,6,4,7,5,22,0,28,103,128,62,33,22,7,4,382,138,290,977,604,404,347,327,302,243,3639,185,1239,6859,4794,2890,2054,1163,709,445,20349
LGA18100,0,0,0,6,3,9,3,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,14,9,3,13,19,20,30,36,26,9,165,17,26,86,130,130,153,150,83,24,798,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,9,7,9,0,0,4,0,0,21,0,0,9,19,29,27,12,3,3,115,0,0,23,31,28,19,8,3,0,117,0,9,30,29,31,26,11,3,0,128,0,3,15,10,14,5,0,0,0,57,0,0,0,5,0,0,4,0,0,15,0,8,6,13,5,0,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,7,10,18,28,30,22,13,140,11,32,103,120,132,123,73,42,19,656
LGA18200,0,0,10,14,8,8,7,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,22,52,24,74,79,84,81,76,37,10,521,59,75,284,297,319,307,234,111,22,1712,0,0,3,5,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,12,0,0,0,4,0,0,0,0,0,10,0,3,8,3,8,6,0,0,0,31,0,12,28,37,50,39,21,5,3,188,0,5,26,39,29,38,17,10,0,161,0,13,63,56,34,22,6,0,4,196,3,14,18,30,28,28,3,5,0,128,0,0,3,0,0,10,3,0,0,20,3,14,19,25,18,11,4,6,0,90,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,8,0,0,0,14,34,12,32,12,38,25,35,31,24,242,44,68,207,226,216,174,102,48,30,1119
LGA18250,6,32,107,137,101,65,27,10,0,497,8,4,3,0,0,0,3,4,3,25,4,12,45,61,62,56,30,17,6,296,55,89,277,311,226,140,135,85,74,1388,111,936,3914,5486,4517,3247,2303,1142,459,22105,0,52,196,200,150,80,51,30,7,762,0,16,239,209,107,37,0,4,0,614,0,20,127,115,102,69,28,25,13,511,0,15,70,88,61,37,4,0,0,287,0,5,36,44,22,11,9,5,0,131,0,92,510,498,505,394,231,126,60,2423,0,35,273,332,388,401,207,114,37,1784,20,371,1760,1758,1107,667,233,120,85,6115,7,171,706,853,639,430,185,75,29,3094,12,131,378,298,217,103,53,40,12,1242,9,78,157,146,93,62,21,11,3,581,8,0,0,5,4,4,3,0,0,28,0,25,78,87,54,38,13,8,7,308,159,152,327,280,255,238,198,195,195,2001,211,1163,4864,4929,3694,2570,1237,765,449,19891
LGA18350,14,27,103,114,107,79,39,23,0,505,0,0,6,7,4,0,0,0,0,14,0,7,17,49,50,33,41,30,13,236,80,82,132,181,234,216,246,221,148,1546,167,513,1742,2073,2468,2559,2573,1712,515,14329,0,5,21,40,69,47,27,10,0,224,0,0,4,20,18,10,11,0,0,64,0,0,17,37,24,28,18,26,7,162,0,0,16,20,29,13,18,4,0,96,12,22,38,51,44,34,16,7,0,220,5,59,137,267,426,412,252,146,32,1734,0,20,121,260,343,384,232,107,13,1483,13,105,254,437,472,440,310,117,40,2186,16,81,177,313,281,280,170,42,5,1368,3,19,64,124,108,91,75,29,4,527,33,95,144,165,127,73,56,14,11,711,0,0,4,0,5,0,4,0,0,11,0,0,8,28,26,27,22,10,7,130,123,56,109,162,194,225,259,281,260,1664,206,474,1111,1924,2166,2061,1472,781,376,10569
LGA18400,6,28,53,77,71,46,32,11,0,313,0,3,0,0,0,0,0,0,0,5,4,11,33,33,38,21,27,10,0,173,124,101,212,249,235,177,165,158,67,1489,266,846,2346,2499,2674,2039,1594,693,177,13134,0,9,40,59,49,36,6,0,0,197,0,0,12,10,21,14,3,0,0,64,4,0,21,38,32,26,14,11,3,153,0,6,10,12,22,4,0,0,0,60,10,12,42,49,38,15,9,0,0,172,6,59,198,278,303,215,89,34,10,1196,0,53,216,295,268,237,60,24,4,1157,49,171,371,509,470,287,95,25,3,1987,33,115,279,296,229,148,36,14,0,1151,6,41,67,55,48,28,11,0,0,255,36,107,161,177,82,63,15,4,0,649,0,0,0,0,3,3,0,0,0,11,6,4,11,22,12,8,3,0,0,62,162,63,126,193,194,156,158,144,75,1273,311,654,1555,1988,1773,1237,508,257,102,8384
LGA18450,47,199,363,383,306,206,124,81,7,1722,4,12,8,8,4,4,12,10,13,74,13,44,142,146,168,128,79,39,17,759,352,479,930,785,803,691,597,658,336,5630,744,3717,11313,10256,9791,8980,6683,3545,1127,56154,3,115,264,249,204,123,55,7,3,1025,6,50,161,162,124,68,13,5,0,593,4,68,225,222,173,145,107,83,44,1068,0,13,73,54,65,28,8,3,0,246,10,20,99,93,68,39,9,3,0,345,42,370,1148,1243,1334,853,380,179,51,5610,10,204,985,1052,1205,1150,458,186,61,5307,160,1008,2325,2291,1801,1139,566,240,72,9605,83,652,1468,1467,1257,780,271,103,28,6118,22,216,444,387,286,161,85,30,17,1641,93,365,761,626,447,241,105,42,28,2704,6,21,5,9,7,9,7,5,0,73,6,35,72,79,81,45,21,19,3,363,504,420,629,716,823,856,932,1262,599,6754,955,3557,8673,8655,7874,5648,3036,2165,901,41458
LGA18500,0,13,60,63,77,39,23,23,6,294,0,0,4,4,0,0,0,3,4,14,0,8,44,44,38,48,14,11,12,213,91,100,243,216,178,137,128,125,132,1345,117,622,3315,3046,2851,2487,2103,1297,500,16339,0,33,131,109,69,58,38,20,13,468,0,0,42,46,34,16,3,0,0,144,0,0,38,36,27,21,23,19,15,181,0,32,107,93,66,43,18,8,4,367,0,3,21,24,12,8,4,0,0,79,3,59,363,303,354,344,227,134,54,1847,0,32,221,179,257,413,194,101,29,1416,4,222,1218,968,662,397,240,115,58,3886,3,162,956,715,612,508,307,111,34,3416,3,165,657,390,265,161,78,36,21,1776,0,53,125,107,72,69,32,19,8,499,0,0,0,0,0,3,0,8,0,13,0,31,75,100,79,65,40,16,0,411,149,179,583,468,389,357,297,255,237,2924,169,989,4529,3552,2903,2460,1510,835,494,17439
LGA18710,7,4,18,30,31,15,12,4,0,120,0,0,0,0,0,0,0,0,0,3,0,0,13,14,27,9,15,9,0,80,42,27,49,63,86,72,75,51,23,496,66,185,582,769,1014,860,624,299,68,4469,0,5,15,56,33,24,6,0,0,147,0,0,8,13,9,5,5,0,0,47,0,0,12,16,13,4,6,5,4,52,0,0,6,14,7,5,0,0,0,42,0,10,30,28,27,7,8,0,0,111,0,16,54,113,101,106,51,18,3,468,0,11,65,80,84,107,63,14,0,424,4,29,122,236,163,125,38,18,0,735,5,28,95,134,137,110,36,6,0,549,0,6,25,51,26,19,5,3,0,145,3,17,40,45,28,15,7,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,8,19,13,3,4,0,0,48,49,20,52,73,53,52,61,81,69,516,70,148,528,864,698,604,290,149,84,3430
LGA19399,0,0,0,8,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,6,5,0,16,0,5,45,3,4,37,49,38,49,44,15,4,252,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,4,6,5,0,0,0,0,18,0,0,11,3,9,8,11,0,0,41,0,0,4,8,6,0,3,0,0,28,0,4,11,8,6,8,0,0,0,40,0,0,0,3,4,0,0,0,0,18,0,0,0,3,0,0,0,0,0,4,0,4,8,0,3,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,11,0,17,41,41,44,26,17,3,5,196
LGA19499,3,4,31,23,15,14,10,0,0,104,0,0,0,0,0,0,0,0,0,4,0,5,15,13,5,16,5,0,0,64,95,147,432,507,464,325,150,42,9,2166,109,235,894,838,763,667,419,99,17,4042,0,11,29,19,5,5,3,0,0,62,0,9,10,4,0,6,0,0,0,27,0,9,20,5,8,10,3,3,0,57,0,0,12,6,0,0,0,0,0,21,0,5,11,8,6,0,0,0,0,38,5,24,89,41,65,68,19,0,3,312,0,13,56,22,25,43,10,4,3,179,15,66,174,92,73,72,24,6,0,513,6,48,136,71,59,51,12,0,0,387,0,31,67,31,20,7,5,0,0,162,16,25,54,19,19,11,6,0,0,154,0,0,0,0,0,0,0,0,0,8,0,4,17,10,9,0,0,0,0,31,70,87,199,166,136,103,85,45,32,920,111,331,872,504,418,380,164,61,44,2883
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,10,9,9,0,25
