UCL_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
UCL115122,4,11,53,114,108,36,6,11,344,0,0,0,22,0,0,0,0,21,0,0,3,23,0,0,0,0,26,0,0,0,42,0,0,0,0,51,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,18,59,155,114,36,5,11,411
UCL115123,0,0,65,231,126,22,0,15,459,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,233,126,22,0,15,461
UCL115124,3,9,76,374,164,29,9,10,672,0,0,10,9,0,0,0,0,22,0,0,10,16,0,0,0,0,21,0,0,12,25,0,0,0,0,39,0,0,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,12,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,15,100,400,170,37,9,9,734
UCL115125,0,8,31,144,135,60,4,6,393,0,3,4,0,0,0,0,0,10,0,0,3,10,0,0,0,0,18,0,4,7,10,0,0,0,0,28,0,0,11,0,0,0,0,0,12,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,63,161,135,58,3,12,438
UCL115126,3,26,261,571,304,38,8,39,1248,0,8,15,12,0,0,0,3,37,0,0,5,0,0,0,0,0,10,0,8,23,14,0,0,0,3,47,0,4,38,4,0,0,0,3,53,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,4,0,0,0,3,56,5,39,83,20,0,0,0,8,167,0,0,0,3,0,0,0,0,9,8,81,406,621,315,37,8,55,1527
UCL115127,3,10,121,703,510,81,18,36,1486,0,5,29,13,4,0,0,7,61,0,0,4,0,3,0,0,0,10,0,5,33,13,9,0,0,7,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,23,150,719,521,81,18,41,1559
UCL115128,0,9,123,741,465,61,9,35,1440,0,21,28,23,0,0,0,0,70,0,0,0,7,0,0,0,0,7,0,21,28,23,0,0,0,0,78,0,0,13,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,33,167,772,464,61,9,39,1544
UCL115129,0,3,84,235,131,34,5,6,498,0,0,24,3,0,0,0,0,34,0,0,22,7,0,0,0,0,37,0,0,46,15,0,0,0,0,66,0,12,39,22,0,0,0,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45,22,0,0,0,6,84,0,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,21,175,265,136,34,5,16,662
UCL115130,0,7,136,393,344,26,3,21,938,0,0,6,29,0,0,0,0,38,0,0,3,13,6,0,0,0,24,0,0,15,41,6,0,0,0,71,3,0,10,14,0,0,0,0,28,0,0,6,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,21,3,0,0,0,43,0,0,3,8,0,0,0,0,12,0,0,0,4,0,0,0,0,5,3,11,168,460,356,26,5,22,1060
UCL115131,0,17,226,789,367,49,11,31,1492,0,4,17,11,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,4,17,11,0,0,0,0,38,3,50,37,13,0,0,0,7,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,37,13,0,0,0,7,112,0,11,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,3,4,82,289,813,371,52,14,39,1663
UCL115132,5,15,215,576,220,41,11,38,1108,4,14,23,9,3,0,0,0,47,0,0,0,0,0,0,0,0,0,4,14,23,9,3,0,0,0,47,0,9,17,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,3,0,0,0,0,30,0,9,0,0,0,0,0,0,13,0,3,0,3,0,0,0,0,4,6,48,251,586,221,43,11,40,1211
UCL115133,0,3,31,219,198,45,4,15,520,0,0,4,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,17,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,232,200,45,4,14,535
UCL115134,0,10,64,340,358,86,10,18,885,4,27,41,5,3,3,0,8,94,0,10,5,0,0,0,0,0,14,4,38,54,5,3,3,0,9,110,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,10,0,0,0,5,0,0,0,0,5,4,47,112,351,369,91,10,21,1008
UCL115135,0,16,124,465,189,23,6,30,850,0,5,17,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,5,17,3,0,0,0,0,23,0,6,25,7,0,0,0,7,36,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,7,0,0,0,7,39,4,12,22,6,8,0,0,5,55,0,0,0,0,0,0,0,0,0,4,36,184,480,199,21,6,36,970
UCL115136,0,0,61,131,98,14,0,9,321,0,0,3,7,0,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,3,9,0,0,0,0,15,0,0,15,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,14,3,10,25,3,0,0,0,0,48,0,0,0,0,0,0,0,0,0,3,18,103,152,105,14,0,5,397
UCL115137,0,15,59,294,122,21,3,18,523,0,3,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,15,0,0,8,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,11,0,5,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,0,21,81,297,120,18,3,19,561
UCL115138,0,14,136,483,259,36,10,19,968,0,0,7,9,0,0,0,3,15,0,3,4,6,0,0,0,0,9,0,3,8,12,0,0,0,3,28,0,0,28,3,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,179,501,264,42,10,22,1029
UCL115139,0,20,139,486,180,33,5,26,896,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,12,0,11,20,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,3,29,8,3,9,0,0,0,0,0,19,0,0,0,4,0,0,0,0,5,10,36,175,492,182,33,5,29,959
UCL115140,3,19,163,449,206,31,9,26,911,0,17,36,17,0,0,0,8,72,0,0,16,10,3,0,0,0,27,0,17,48,26,3,0,0,3,99,0,16,46,6,0,0,0,7,76,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,51,12,0,0,0,6,85,7,20,6,4,5,0,3,6,42,0,3,0,0,0,0,0,0,10,11,72,279,492,213,27,15,43,1141
UCL115141,0,10,126,229,128,27,0,9,529,0,0,11,4,0,0,0,0,19,0,0,3,3,0,0,0,0,10,0,0,12,13,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,17,139,242,129,27,0,9,569
UCL115142,0,17,108,423,367,66,5,31,1011,0,6,10,14,3,0,0,0,35,0,3,15,17,0,0,0,0,38,0,3,29,32,0,0,0,0,74,0,0,27,24,3,0,0,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,3,0,0,3,66,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,25,158,479,375,67,12,37,1152
UCL115143,0,13,98,298,92,21,3,16,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,17,3,0,0,3,0,0,0,0,9,0,0,3,3,3,0,0,0,10,3,22,115,304,97,23,3,15,588
UCL115144,3,10,44,201,123,27,0,20,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,12,8,4,0,0,0,30,3,25,74,213,128,22,3,23,490
UCL115145,0,3,10,115,119,28,11,9,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,0,0,0,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,0,0,0,0,4,44,0,19,8,0,0,0,0,3,27,0,0,3,0,0,0,0,4,8,0,28,52,117,119,28,11,14,372
UCL115146,0,3,91,208,143,18,3,11,476,0,3,8,5,0,0,0,0,17,0,0,4,0,0,0,0,0,4,0,3,12,5,0,0,0,0,22,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,3,13,99,59,3,0,4,184,0,0,3,0,0,0,0,0,3,0,10,127,314,206,22,3,13,690
UCL115147,3,8,90,235,91,12,0,7,450,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,8,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,15,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,6,21,93,235,91,12,0,15,477
UCL115148,0,6,85,282,121,11,3,26,535,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6,0,14,17,6,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,6,0,0,0,4,39,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,24,103,290,121,11,3,32,591
UCL115149,0,3,62,240,143,21,3,19,495,0,10,36,0,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,10,36,0,0,0,0,3,57,0,4,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,18,0,10,0,3,0,0,0,0,12,0,0,0,0,0,0,0,3,3,0,31,113,247,147,21,3,28,589
UCL115150,3,20,213,800,315,48,3,43,1449,0,13,50,12,3,0,0,3,81,0,0,0,0,0,0,0,0,0,0,13,50,12,3,0,0,3,81,0,15,14,7,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,7,0,0,0,5,39,0,7,30,55,31,8,0,9,140,0,0,3,3,3,0,0,0,10,8,58,307,875,355,61,5,60,1720
UCL115151,0,12,84,224,77,7,0,17,421,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,19,30,13,0,0,0,7,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,13,0,0,0,7,67,3,8,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,7,3,33,120,237,82,14,3,20,514
UCL115152,0,14,132,304,74,7,0,15,554,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,15,0,0,0,5,0,0,0,3,11,0,0,0,0,0,0,0,0,0,6,23,141,306,77,13,3,23,578
UCL115153,0,6,106,487,279,28,0,45,964,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,22,18,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,3,0,0,0,0,45,0,0,0,0,0,0,0,0,6,0,3,4,4,0,0,0,9,26,0,34,147,495,279,33,3,51,1048
UCL115154,3,6,42,249,229,54,13,6,605,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0,0,0,0,0,8,38,0,3,0,0,0,0,0,0,6,17,28,45,247,231,54,13,11,652
UCL115155,0,0,6,97,232,50,11,3,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,97,232,48,11,3,396
UCL115156,3,15,199,929,334,50,15,41,1582,4,15,60,5,3,0,0,7,94,0,0,8,0,0,0,0,0,8,4,15,69,3,3,0,0,7,99,0,11,38,4,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,4,0,0,0,3,52,0,0,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,7,10,41,309,944,336,53,15,46,1759
UCL115157,0,3,22,315,253,29,7,6,641,0,0,17,41,5,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,18,41,5,0,0,0,70,0,0,59,32,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,32,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,97,390,261,29,7,6,805
UCL115158,4,22,162,625,327,94,34,49,1316,0,19,128,33,0,0,0,5,189,0,13,63,44,3,0,0,6,130,0,31,192,77,6,3,0,10,315,3,13,13,0,0,0,0,5,34,0,0,28,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,35,0,0,0,0,8,64,9,52,52,3,0,0,0,13,123,0,6,3,4,0,0,0,7,23,19,129,450,706,333,97,31,81,1843
UCL115159,3,40,45,170,151,41,18,12,474,0,3,3,12,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,16,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,38,52,179,148,41,18,12,501
UCL115160,0,0,18,88,163,23,7,7,306,0,0,28,8,0,0,0,3,39,0,0,0,5,0,0,0,0,6,0,0,28,9,3,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,61,3,0,0,0,5,98,0,0,0,0,0,0,0,0,0,0,28,114,104,166,23,7,21,456
UCL115161,0,3,41,191,91,12,0,9,346,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,13,7,0,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,15,50,194,94,12,0,15,383
UCL121001,0,5,45,178,67,10,0,10,309,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,12,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,8,53,173,68,10,0,13,333
UCL121002,0,9,51,124,52,5,0,3,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,9,58,123,52,5,0,9,267
UCL121003,0,5,32,132,55,22,9,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,53,130,55,22,9,0,275
UCL121004,0,3,27,109,55,13,7,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,27,107,56,13,7,0,217
UCL121005,0,3,7,52,77,19,3,3,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,52,77,19,3,3,164
UCL121006,0,7,44,90,51,7,0,3,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,12,49,98,51,7,0,3,227
UCL121007,0,6,46,177,68,5,3,13,324,0,0,3,11,0,0,0,0,15,0,0,12,11,0,0,0,3,21,0,0,17,19,0,0,3,0,39,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,199,70,5,7,16,372
UCL121008,0,3,78,181,66,10,0,10,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,5,24,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,89,183,65,10,0,13,381
UCL121009,3,5,38,59,49,4,4,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,47,59,49,4,4,0,164
UCL121010,0,3,49,158,68,12,3,7,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,3,16,3,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,9,17,51,164,63,12,3,8,320
UCL121011,0,3,55,206,54,3,3,15,342,0,8,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,62,213,54,3,3,18,363
UCL121012,0,6,3,49,140,63,5,6,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,49,141,63,5,6,275
UCL121013,3,6,34,118,51,6,0,16,240,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,12,0,0,0,0,3,14,3,5,17,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,21,0,0,0,0,3,36,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,15,60,120,57,6,0,22,281
