UCL_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL115048,3,9,0,5,3,0,0,0,0,21,0,6,0,4,0,0,0,0,0,17,3,3,0,3,23,8,3,0,0,44,0,4,0,11,0,3,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,10,34,12,27,34,13,10,12,0,147,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,62,0,4,0,17,10,0,100,0,0,3,0,0,0,3,7,3,15,0,3,5,0,0,0,5,4,0,18,3,7,0,5,3,0,0,0,0,22,3,8,0,4,0,0,0,0,0,23,3,5,3,3,23,8,4,0,0,54,0,7,0,11,0,3,0,4,0,29,0,0,0,0,0,0,0,0,0,0
UCL115049,0,8,0,6,3,0,0,0,0,13,0,9,0,3,0,0,0,3,0,19,0,4,3,0,4,0,0,0,0,12,0,3,0,7,3,0,0,0,0,20,0,0,0,3,0,0,0,5,0,9,0,0,7,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,7,25,18,6,0,13,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,3,3,3,7,3,0,30,0,0,11,0,0,0,0,0,0,10,4,0,0,3,0,0,0,3,0,14,0,9,0,10,3,0,0,3,0,23,0,12,0,3,4,0,0,3,0,23,0,0,3,5,4,3,0,0,0,21,3,8,0,11,3,3,0,0,0,32,0,0,3,3,0,0,0,5,0,10
UCL115050,0,16,0,7,3,0,0,0,0,29,3,24,0,0,4,0,0,0,0,36,8,8,0,3,12,4,0,0,0,35,3,3,0,5,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,18,67,8,24,24,13,0,4,0,157,0,5,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,6,10,6,47,3,8,4,15,3,0,97,7,3,24,0,5,0,3,5,0,38,0,0,3,0,0,3,0,0,0,8,3,25,0,7,3,0,0,0,0,36,3,27,0,0,4,0,0,0,0,39,12,10,0,3,19,3,0,0,0,46,10,8,0,15,3,0,0,3,0,33,0,4,3,0,0,0,0,0,0,8
UCL115051,0,18,0,15,4,3,0,3,0,42,6,18,0,4,3,0,0,0,0,38,3,6,0,7,22,9,0,3,0,39,3,6,3,13,8,7,0,0,0,41,0,0,0,3,0,0,0,0,0,11,0,0,8,3,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,12,11,56,15,56,41,20,3,14,0,219,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,11,0,55,0,7,4,15,7,0,100,8,0,25,4,0,0,3,7,0,47,3,5,3,3,0,0,5,3,0,19,0,18,0,22,4,3,0,3,0,50,10,30,0,4,3,0,0,0,0,50,8,6,0,7,22,6,0,4,0,61,3,11,3,18,8,7,3,3,0,60,0,0,0,3,0,0,0,0,0,10
UCL115052,4,19,3,10,4,3,0,8,0,41,4,20,0,7,7,0,0,0,0,39,11,12,0,6,15,13,0,5,0,59,0,10,0,34,3,7,0,8,0,58,0,0,3,0,6,3,0,0,0,10,0,0,16,7,6,3,0,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,3,0,0,0,10,19,64,26,71,40,34,0,20,0,273,0,5,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,13,61,8,4,7,26,21,3,142,13,0,29,0,0,0,7,5,0,49,0,4,6,0,0,0,3,8,0,21,3,21,3,16,4,3,0,8,0,56,8,32,0,7,7,0,0,3,0,49,14,12,0,6,17,14,0,5,0,75,3,9,0,42,3,4,0,8,0,68,0,3,3,0,6,3,0,0,0,16
UCL115053,4,93,3,37,3,4,0,4,0,151,7,45,0,8,8,5,0,0,0,64,9,25,5,11,62,7,0,13,0,131,0,27,5,48,14,3,0,0,0,95,0,8,0,0,3,0,0,0,0,13,0,7,10,9,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,29,230,37,131,107,33,3,22,0,593,6,19,9,3,3,3,0,3,0,49,3,21,7,3,3,0,0,0,0,31,13,17,82,9,7,9,12,5,0,158,8,4,40,3,0,0,4,7,0,79,8,27,22,4,3,9,4,11,0,83,9,113,3,39,8,3,0,3,0,179,11,67,0,12,10,5,0,0,0,98,24,46,5,18,67,21,5,13,4,208,3,43,9,68,14,7,0,0,0,148,0,10,5,3,3,4,0,0,0,28
UCL115054,4,36,0,22,3,0,0,0,0,76,3,53,0,10,3,0,0,3,0,71,11,7,0,10,24,3,0,0,0,59,4,16,3,25,10,3,0,0,0,66,0,4,0,7,0,0,0,0,0,10,3,0,17,10,4,4,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,8,33,117,19,89,47,18,3,12,4,342,0,6,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,6,8,10,40,0,3,3,18,6,4,88,5,0,24,0,3,0,6,7,0,47,0,0,4,0,3,0,3,4,0,23,5,44,3,29,4,0,3,0,0,94,5,76,0,8,3,0,0,3,0,95,24,13,0,15,22,7,5,6,0,88,7,25,3,36,15,4,0,0,0,91,3,3,0,3,0,0,0,3,0,19
UCL115055,0,8,3,8,5,0,0,0,0,25,0,19,0,3,0,0,0,0,0,31,4,7,0,3,15,12,0,0,0,42,3,4,0,13,0,0,0,0,0,23,0,0,0,0,3,0,0,0,0,0,0,0,6,7,3,7,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,44,10,33,25,17,0,7,4,154,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,28,4,0,7,4,4,0,53,0,0,21,0,0,0,4,7,0,35,0,3,7,0,0,0,0,0,0,12,0,13,3,10,5,0,0,0,0,33,3,30,0,8,3,0,0,0,0,36,8,8,0,3,16,15,0,3,0,56,5,13,0,18,0,0,0,0,3,41,0,0,0,0,3,0,0,0,0,3
UCL115056,0,26,0,13,3,0,0,4,0,45,5,21,0,4,0,0,0,0,0,37,0,4,0,5,22,11,0,0,0,40,0,3,0,32,4,3,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,3,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,15,18,61,13,61,35,15,3,10,0,216,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,40,0,0,3,9,10,0,74,8,0,9,0,0,0,3,3,0,19,3,4,3,0,0,0,4,0,0,16,0,31,0,15,5,0,0,4,0,59,5,27,3,9,0,0,0,0,0,52,5,11,3,7,19,14,0,3,0,61,0,6,0,35,4,3,4,0,0,57,0,3,0,0,0,0,0,0,0,4
UCL115057,3,28,0,12,3,0,0,4,0,56,3,20,0,9,8,3,0,0,3,43,5,8,7,16,40,5,4,5,0,94,3,7,0,26,4,3,0,0,0,44,0,4,0,0,0,0,0,0,0,8,0,0,13,7,3,3,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,3,0,10,16,71,27,75,59,20,7,21,3,298,0,5,5,0,0,3,0,0,0,13,0,0,9,0,0,0,0,0,0,12,10,28,105,17,6,3,28,11,0,199,0,3,18,0,0,0,5,8,3,46,0,0,7,0,0,0,3,0,0,18,5,32,4,15,3,0,0,3,0,65,7,29,5,12,8,3,3,3,3,63,14,14,14,29,48,8,11,7,4,138,12,9,6,40,8,3,0,0,0,78,0,4,3,0,0,0,0,0,0,10
UCL115058,0,9,0,5,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,11,3,9,3,0,15,3,0,0,0,34,0,3,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30,4,24,20,8,3,7,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,0,0,0,7,9,0,36,0,0,10,0,0,0,3,0,0,24,0,0,0,0,0,0,3,0,0,9,0,14,0,7,0,0,0,0,0,28,0,10,0,0,0,0,0,0,0,13,3,9,3,3,10,3,0,3,3,42,0,4,0,9,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0
UCL115059,3,25,3,3,3,3,0,0,0,37,0,31,0,5,0,0,0,0,0,43,9,8,0,3,25,4,0,0,0,52,4,6,0,10,5,4,0,3,0,41,3,3,0,0,3,0,0,0,0,9,0,0,3,3,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,81,6,32,52,21,5,3,0,215,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,13,15,9,35,3,5,3,10,3,3,89,6,0,24,0,0,0,0,6,0,45,0,0,7,0,3,0,0,3,0,15,3,25,3,3,3,3,0,0,0,37,0,37,0,5,0,0,0,0,0,45,19,16,3,6,33,10,0,0,0,82,5,18,0,18,5,4,0,3,0,54,3,10,0,0,3,0,0,0,0,13
UCL115060,0,20,0,0,3,0,0,0,0,29,6,24,0,0,3,0,0,3,0,43,14,11,0,4,28,7,0,0,0,70,3,9,0,13,7,3,0,0,0,34,3,6,0,0,3,4,0,0,0,16,0,0,8,0,9,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,77,16,26,54,14,0,9,0,223,0,7,0,0,3,0,0,0,0,11,3,4,0,0,0,3,0,0,0,9,14,16,32,0,3,0,9,3,0,78,12,10,26,0,0,0,0,3,0,45,0,0,3,0,0,0,0,3,0,7,3,24,3,4,4,0,0,0,0,36,6,32,0,0,3,0,0,3,0,45,24,22,0,4,33,13,4,4,0,99,9,15,3,12,8,3,0,0,0,50,0,12,3,0,3,5,0,0,0,20
UCL115061,3,90,5,22,10,6,0,3,0,133,14,103,4,17,5,3,0,0,3,155,32,24,0,9,87,8,4,7,0,169,9,35,4,44,10,3,0,7,5,121,5,11,0,4,3,3,0,0,0,26,4,3,12,10,6,4,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,8,0,0,0,10,0,4,0,0,0,16,84,278,28,117,125,38,9,16,7,706,9,12,3,3,0,7,0,5,0,36,0,4,4,0,0,0,0,0,0,16,38,45,74,17,7,0,16,9,0,215,21,14,94,0,0,5,8,8,3,161,5,12,17,0,0,0,3,3,0,53,3,119,5,25,7,7,3,4,3,183,31,158,4,26,3,3,0,3,3,228,69,48,6,8,92,21,3,7,0,257,19,53,4,62,10,3,0,11,7,173,11,19,8,4,8,3,0,0,0,52
UCL115062,3,28,0,19,3,3,0,0,0,51,3,43,0,6,0,0,0,0,0,56,3,0,5,6,18,8,0,3,0,40,8,5,0,43,12,4,0,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,15,24,81,13,88,35,14,0,7,0,269,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,50,0,8,3,11,10,0,90,6,0,21,0,0,0,4,9,0,40,4,4,3,0,0,0,3,4,0,23,3,34,0,25,3,3,0,3,0,67,11,54,0,9,0,0,0,0,0,70,10,3,3,5,15,8,0,4,0,58,4,13,3,50,12,4,0,3,0,95,0,0,0,0,0,0,0,0,0,0
UCL115063,3,22,7,13,3,0,0,0,0,52,3,42,0,10,3,0,0,0,0,59,10,13,0,12,61,10,0,5,0,104,5,11,3,46,9,3,0,7,0,86,0,3,0,3,3,0,0,0,0,14,3,0,11,10,6,6,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,12,26,94,34,94,98,26,0,19,5,397,0,0,3,0,0,0,0,0,0,13,0,6,8,0,3,0,0,0,0,24,17,11,122,3,16,8,36,15,3,232,17,0,58,0,3,0,9,9,0,107,3,3,17,0,3,0,0,10,0,38,3,25,10,13,3,3,0,0,0,57,3,49,3,10,3,0,0,0,0,71,19,16,4,11,60,17,9,4,0,135,5,19,3,53,14,3,0,5,3,106,0,3,0,3,3,0,0,3,0,19
UCL115064,4,21,0,17,3,3,0,3,0,57,3,27,0,0,3,0,0,0,0,33,4,0,3,8,18,10,0,3,0,46,3,8,0,19,6,3,0,3,0,42,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,59,10,51,30,23,0,12,0,210,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,0,0,6,11,5,49,0,0,6,22,11,0,101,10,7,15,3,0,0,4,0,0,40,5,0,3,0,0,0,0,7,0,12,4,28,0,21,3,3,0,3,0,59,0,28,0,0,3,0,0,3,0,41,14,3,5,8,23,15,0,4,0,70,7,10,0,24,7,3,0,3,0,50,0,4,0,0,0,0,0,0,0,9
UCL115065,0,34,0,13,4,0,0,0,0,54,4,30,0,8,4,0,0,0,0,44,15,21,0,10,52,6,0,0,3,100,5,20,0,10,12,0,0,0,0,55,3,4,0,0,3,0,0,0,0,9,0,0,9,3,5,0,0,5,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,30,127,13,41,85,11,0,3,12,324,5,10,0,3,3,0,0,0,0,21,6,20,10,0,3,3,0,0,0,50,5,15,30,3,4,3,8,3,0,73,10,4,25,0,3,0,0,5,0,51,3,3,0,0,0,0,0,0,0,7,3,45,0,13,4,0,0,0,0,68,5,39,0,6,3,0,0,0,0,55,34,35,0,10,59,15,3,3,3,155,19,28,0,28,17,0,3,0,8,105,4,4,0,0,3,0,0,0,0,20
UCL115066,0,17,0,0,3,0,0,0,0,23,3,5,0,0,0,0,0,0,0,10,3,0,0,0,22,0,0,4,0,30,0,8,0,8,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,29,3,18,37,9,0,11,3,117,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,5,38,3,3,0,4,8,0,68,7,3,18,0,0,0,3,0,0,25,3,0,3,0,3,0,0,3,0,9,0,13,0,0,3,0,0,0,0,18,3,14,0,0,0,0,0,0,0,15,3,0,0,0,26,0,0,4,0,38,5,5,0,12,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,3
UCL115067,5,16,0,17,3,0,0,0,0,38,3,20,0,3,0,0,0,0,0,35,7,7,0,12,17,0,0,0,0,45,3,4,0,14,9,0,0,4,0,35,0,3,0,0,3,0,0,0,0,5,0,0,7,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,17,60,15,46,35,9,0,9,0,193,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,10,4,30,0,0,3,16,9,0,76,6,3,16,0,0,0,4,3,0,28,11,0,7,0,0,0,0,3,0,25,5,21,0,17,3,0,0,4,0,50,5,35,0,3,0,0,0,0,0,50,14,11,3,12,24,3,0,7,0,59,3,4,0,19,4,0,0,4,0,43,0,3,0,0,3,0,0,0,0,10
UCL115068,3,21,4,20,3,8,0,0,3,63,3,17,0,0,0,0,0,0,0,21,9,12,3,12,39,5,0,4,0,85,6,4,0,28,6,0,0,3,0,51,0,0,0,0,0,0,0,0,0,4,4,3,8,10,3,4,0,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,3,0,0,4,12,25,61,18,84,54,25,9,14,5,297,0,0,0,0,3,0,0,0,0,6,0,3,5,0,3,0,0,0,0,12,15,11,148,3,3,3,38,13,3,229,0,0,23,0,0,3,9,5,0,43,0,0,4,3,0,0,4,0,0,14,3,26,6,20,3,8,3,0,3,69,4,24,0,0,0,0,3,0,0,38,21,16,7,12,36,8,5,8,0,109,9,4,3,32,6,0,4,3,0,65,0,3,0,0,0,0,0,0,0,8
UCL115069,4,18,0,9,0,5,0,3,0,36,7,22,0,6,0,3,0,0,0,36,7,0,0,3,22,6,0,3,0,44,0,5,0,18,3,0,0,0,0,29,0,0,0,0,0,0,0,3,0,8,4,0,3,4,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,19,52,7,46,30,18,0,14,0,195,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,7,0,73,4,0,0,37,3,4,130,5,0,11,0,3,0,9,0,0,33,0,0,3,0,0,0,4,6,0,12,4,19,0,15,0,5,0,3,0,40,7,32,0,6,0,3,6,0,0,52,12,3,0,4,22,11,0,6,0,56,0,10,0,17,4,0,0,0,0,36,0,0,3,0,0,0,0,3,0,8
UCL115070,0,24,8,15,5,8,0,0,0,47,4,18,0,8,0,0,0,0,0,25,7,6,0,4,25,9,0,0,4,50,0,7,0,21,7,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,8,6,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,11,53,11,44,40,22,0,0,3,193,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,6,5,3,34,3,3,6,7,14,0,75,4,0,23,0,0,0,4,5,0,41,0,0,3,0,0,0,4,3,0,17,0,23,8,15,5,8,0,0,0,53,7,25,0,4,6,0,0,0,0,38,9,12,3,4,26,10,3,4,4,73,3,9,0,26,7,0,0,0,0,48,3,0,3,0,0,0,0,0,0,10
UCL115071,3,18,0,12,5,0,0,4,0,38,7,23,0,6,3,0,0,0,0,42,10,4,0,4,21,7,0,8,0,46,4,6,0,15,0,3,0,4,0,32,0,3,0,0,0,0,0,0,0,6,0,0,7,4,0,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,22,45,7,52,30,19,0,19,3,199,3,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,42,0,4,3,20,14,0,85,5,0,12,0,0,0,3,3,0,29,3,0,5,0,0,0,3,8,0,17,3,18,0,16,5,0,0,4,0,41,5,31,3,6,3,0,0,0,0,56,18,11,3,4,23,14,3,12,0,76,4,3,0,24,0,3,0,4,0,37,0,3,0,0,0,0,0,0,0,9
UCL115072,0,16,0,7,0,4,0,4,0,36,5,13,0,7,0,0,0,0,0,28,0,5,3,3,37,3,0,4,0,53,0,4,0,12,6,0,0,9,0,37,0,0,0,0,0,0,0,3,0,3,0,0,8,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,3,0,18,15,50,14,36,50,13,0,25,0,200,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,3,0,38,0,0,3,9,13,0,71,4,3,11,0,0,0,3,0,0,21,11,0,3,0,0,3,0,17,0,34,0,22,0,15,0,4,0,4,0,46,5,11,0,10,0,0,0,0,0,30,7,8,3,3,33,3,0,6,0,73,7,10,0,16,4,0,0,9,0,50,0,3,0,0,0,0,0,3,0,5
UCL115073,0,19,3,5,4,0,0,0,0,44,5,23,0,9,0,0,0,0,0,30,0,8,0,0,19,0,0,5,0,36,5,6,0,17,7,0,0,7,0,39,0,3,0,0,0,0,0,3,0,5,0,0,6,10,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,25,57,18,39,39,8,3,15,0,201,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,11,0,30,4,3,3,12,15,0,77,4,0,11,0,0,4,0,3,0,29,3,0,10,0,3,0,5,10,0,34,7,25,3,10,4,0,0,0,0,52,6,27,0,9,0,0,0,0,0,40,3,11,4,0,18,0,0,5,0,50,5,6,0,26,7,3,0,7,0,49,0,3,0,0,0,0,0,0,0,6
