SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL10073,606,619,1227,252,166,413,97,166,265,33,35,63,11,7,22,390,372,758,194,221,416,3.1,1.9,2.5,64.1,60,62,62.1,58.9,60.5,46,43,89,8,28,34,108,125,231,57,89,144,132,69,197,3,8,17,17,20,37,147,102,252,632,629,1258,81,78,160,487,487,975,193,196,385
SAL10074,599,593,1191,239,128,366,86,167,251,26,35,57,27,13,33,374,336,709,202,243,444,6.7,3,5,62.5,56.2,59.3,58.3,54.5,56.4,12,14,30,7,18,16,47,69,109,51,72,125,212,116,329,3,7,13,17,19,39,237,146,381,613,591,1203,79,89,165,462,421,882,202,225,427
SAL10075,22,25,53,9,5,12,7,0,4,0,0,3,0,0,0,9,13,23,7,9,12,0,10,4.8,47.8,38.5,42.9,47.8,34.6,40.8,0,0,0,0,0,0,0,0,0,0,3,3,8,3,5,0,0,0,0,0,0,8,3,8,15,21,34,0,0,0,10,20,26,4,5,6
SAL10076,85,78,159,31,19,53,16,18,38,4,0,6,0,0,0,53,46,93,28,33,59,2,0,1.1,61,55,58,59.8,55,57.4,4,3,8,0,3,3,16,15,31,4,13,20,19,11,30,0,0,7,4,0,8,28,13,41,86,70,155,3,12,18,66,61,126,23,21,43
SAL10077,212,193,401,64,26,96,13,31,48,11,6,15,10,8,20,98,76,174,97,106,200,6.1,14.3,9.7,47.1,40.1,43.8,44.3,34.4,39.6,3,3,5,0,6,5,10,19,25,11,15,21,54,17,69,0,8,10,5,0,5,55,29,84,187,162,354,35,36,71,145,122,268,68,65,138
SAL10078,7,6,18,5,3,6,0,5,4,0,0,0,0,0,0,5,10,11,0,4,4,0,0,0,83.3,66.7,73.3,83.3,66.7,73.3,0,3,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,3,4,7,11,16,0,0,0,7,11,16,0,0,0
SAL10079,568,566,1131,218,114,336,82,123,209,14,28,39,21,12,29,338,278,621,206,250,458,6.2,4.3,5.3,59.4,49.8,54.6,55.7,47.7,51.7,6,7,13,3,5,8,15,56,73,19,40,59,183,93,275,8,15,24,3,12,17,197,121,315,573,539,1115,70,91,163,390,377,769,218,216,439
SAL10080,96,83,169,25,14,42,9,22,28,3,6,3,4,5,11,50,42,87,37,28,59,12.8,4.9,9.1,50,51.9,50.9,43.6,49.4,46.2,0,0,0,0,0,0,5,3,12,4,8,9,28,13,36,0,0,0,0,7,8,36,18,49,90,86,176,3,0,4,62,51,117,32,30,52
SAL10081,5,3,10,0,3,5,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,80,40,60,80,40,60,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,0,0,0,9,5,9,0,0,0
SAL10082,171,185,359,71,35,97,16,54,72,4,8,10,7,0,9,95,92,188,66,79,145,4.3,1.1,2.7,54.1,49.2,51.5,51.7,48.6,50.1,0,3,3,0,8,8,14,29,35,10,16,22,51,24,73,9,4,12,4,3,11,62,34,94,183,191,369,17,18,37,152,151,303,38,54,89
SAL10083,16,14,26,7,9,14,4,5,4,0,0,3,0,0,3,10,9,25,3,0,4,7.1,10,8.3,87.5,83.3,85.7,81.3,75,78.6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,6,0,11,15,13,27,3,0,4,15,9,22,5,3,9
SAL10084,14,4,18,6,0,12,0,0,0,0,0,0,0,0,0,6,0,12,3,4,3,0,0,0,54.5,33.3,47.1,54.5,33.3,47.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,15,5,18,0,0,0,11,3,12,0,0,3
SAL10085,67,65,130,35,9,43,3,20,27,0,0,0,0,4,3,41,33,68,18,18,34,2.5,6.3,4.2,60.6,52.5,56.7,59.1,49.2,54.3,0,0,0,0,4,4,3,12,17,4,3,10,10,4,14,0,0,3,0,0,0,15,9,26,63,56,118,6,6,13,52,49,102,12,9,28
SAL10086,9238,10459,19697,3455,2452,5908,1418,2405,3822,277,394,668,336,291,631,5487,5540,11030,2886,3881,6772,6.2,5.3,5.7,59.4,53,56,55.7,50.2,52.8,939,1029,1969,196,382,577,1252,1852,3104,538,955,1500,1805,1026,2828,126,185,307,114,234,349,2042,1442,3483,7967,8780,16744,2174,2443,4615,4728,5173,9901,4850,5537,10389
SAL10087,5170,4963,10131,1768,1344,3115,736,910,1650,381,341,717,196,144,332,3075,2736,5814,1510,1821,3338,6.2,5.2,5.7,59.5,55.1,57.4,55.8,52.3,54.1,434,502,941,66,95,161,1085,1203,2289,431,494,926,629,297,927,37,35,73,65,97,160,726,424,1154,4245,4211,8454,1203,1165,2369,2703,2760,5459,2464,2334,4798
SAL10088,7,0,6,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,50,100,57.1,50,100,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,3,0,6
SAL10089,265,304,576,40,40,84,23,44,68,10,6,12,10,8,18,76,101,181,169,176,343,13,8.7,10.6,28.8,33.6,31.4,25.1,30.6,28,3,7,8,3,3,5,9,16,28,11,35,48,78,15,93,0,3,4,6,5,21,91,33,117,210,237,441,53,54,104,153,163,318,101,117,214
SAL10090,254,258,514,85,61,148,45,91,132,3,11,20,6,3,14,146,171,314,104,82,188,5.6,2.4,3.8,56.5,65.9,61.2,53.3,64.3,58.9,14,10,22,3,11,16,46,55,102,21,32,51,63,28,89,6,0,7,5,13,21,76,41,114,263,258,522,34,48,79,187,181,367,99,111,217
SAL10091,3670,3892,7564,1849,1386,3239,488,805,1298,154,199,353,135,111,248,2631,2503,5133,894,1231,2130,5.1,4.6,4.9,71.7,64.3,67.9,68,61.4,64.6,698,733,1431,108,179,286,1240,1307,2547,300,375,675,235,159,394,15,22,31,44,66,112,290,248,540,3457,3582,7038,1003,938,1938,2080,2209,4288,2132,2118,4252
SAL10092,23,16,38,17,7,19,0,8,4,0,0,0,0,0,0,19,10,28,4,5,6,0,9.1,3.7,84.2,61.1,73,84.2,55.6,70.3,0,0,0,3,0,3,0,6,3,0,0,0,5,3,6,0,0,0,0,0,0,5,5,12,17,20,42,0,0,3,19,22,39,0,0,3
SAL10093,15,17,34,6,11,14,0,3,9,0,0,5,0,0,0,10,7,21,0,0,3,0,0,0,70.6,64.7,67.6,70.6,64.7,67.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,3,3,10,13,21,36,0,0,0,13,17,24,6,6,4
SAL10094,1380,1395,2774,509,392,899,167,289,457,131,109,242,25,26,51,838,812,1653,498,538,1041,3.1,3.3,3.2,60.5,58.5,59.5,58.7,56.6,57.6,132,128,264,27,50,77,252,338,592,122,156,284,252,83,326,15,13,25,17,36,58,279,133,415,1492,1504,2994,127,115,235,1188,1214,2399,375,352,731
SAL10095,141,141,280,22,21,47,13,19,30,5,0,10,3,0,7,50,40,94,75,82,154,11.5,6.8,9.4,36.4,31.2,33.8,32.2,29.1,30.6,6,11,20,0,0,0,11,14,23,12,18,28,44,21,56,0,0,0,0,10,13,43,28,76,121,118,238,22,15,34,96,92,193,46,38,79
SAL10096,133,121,254,39,14,57,14,30,44,4,8,9,8,3,8,66,55,117,51,54,111,7.7,9.4,8.5,48.5,44.2,46.5,44.8,40,42.5,5,6,13,0,0,0,14,17,31,9,19,29,37,19,53,0,0,5,0,4,3,44,22,61,119,104,219,16,23,41,87,76,164,47,38,88
SAL10097,8,8,18,0,5,5,3,5,9,0,0,4,0,0,0,5,3,11,4,0,9,0,0,0,55.6,60,57.9,55.6,60,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20,0,0,0,8,10,20,0,0,0
SAL10098,1339,1398,2734,243,156,401,109,137,252,118,70,182,76,44,114,544,406,957,629,842,1471,13.5,10.3,12.2,40.9,29.1,34.9,35.4,26.1,30.6,15,21,31,0,7,13,64,88,150,44,88,132,200,133,333,13,26,43,9,30,44,223,188,415,1404,1457,2856,168,184,346,986,1026,2013,474,508,983
SAL10099,9905,10410,20315,3721,3123,6846,1646,2081,3732,678,663,1346,455,347,800,6510,6219,12728,2907,3692,6603,7,5.6,6.3,65.7,59.8,62.7,61.1,56.4,58.7,1308,1418,2725,207,361,568,2722,3011,5733,963,1094,2059,933,572,1504,53,92,140,158,203,360,1136,865,2002,8195,8624,16822,2515,2539,5054,4609,5044,9651,5639,5624,11259
SAL10100,282,279,560,75,36,113,27,58,80,10,11,29,18,6,26,123,119,247,129,138,273,11.9,7.6,9.8,44.7,42.4,43.6,39.4,39.2,39.3,3,0,0,0,3,3,8,14,20,10,22,30,56,39,97,3,8,8,3,9,13,65,51,114,264,258,517,35,36,71,215,196,410,74,87,161
SAL10101,137,131,269,77,46,122,17,35,51,4,3,4,0,5,0,98,87,184,22,22,46,1,2.4,1.7,69.6,63.9,66.8,68.8,62.4,65.7,0,0,0,0,0,5,4,12,13,6,16,21,43,14,59,0,4,4,0,0,5,44,17,66,133,129,258,19,17,33,88,83,170,54,51,105
SAL10102,1398,1570,2962,484,264,747,162,299,462,47,38,85,70,57,131,762,665,1430,508,741,1251,9.3,9.1,9.2,54.6,42.6,48.2,49.5,38.7,43.8,14,19,32,5,18,29,52,83,140,49,84,132,340,250,590,23,37,65,15,47,58,384,330,712,1366,1444,2811,221,273,492,877,920,1797,591,696,1292
SAL10103,1763,1872,3632,917,557,1475,248,514,757,70,93,164,43,45,88,1274,1210,2484,431,617,1048,3.4,3.8,3.6,72.5,64.5,68.4,70,62,65.9,82,97,172,20,39,62,196,300,499,171,218,386,530,284,818,22,29,50,25,62,84,580,378,949,1933,1980,3907,248,271,521,1285,1325,2613,793,828,1616
SAL10104,2320,2525,4847,1225,851,2074,319,584,906,112,171,280,59,63,124,1715,1672,3387,532,796,1324,3.5,3.9,3.7,73.9,66.2,69.9,71.4,63.6,67.3,350,320,665,47,85,135,661,817,1478,226,299,527,307,184,483,19,27,42,44,63,100,364,269,633,2304,2485,4788,538,578,1114,1055,1168,2225,1609,1706,3318
SAL10105,28,24,56,11,5,13,4,7,5,0,0,0,0,0,0,14,11,28,13,10,25,0,8.3,3.7,48.4,48,48.2,48.4,44,46.4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,0,0,3,0,0,0,10,4,16,27,20,51,3,5,10,25,15,37,10,7,21
SAL10106,224,211,433,118,62,182,17,57,72,10,14,20,3,3,8,153,136,287,66,63,125,3.9,2.9,3.5,68.3,64.5,66.4,65.6,62.6,64.1,3,3,5,0,3,3,14,26,35,15,14,33,61,43,111,0,3,3,5,3,11,73,48,122,225,208,440,25,35,63,159,153,307,76,75,146
SAL10107,17973,14492,32463,3552,2158,5707,2806,2391,5204,1538,854,2396,1110,609,1716,9008,6008,15017,7179,7195,14371,12.3,10.1,11.4,50.1,41.5,46.3,44,37.3,41,1467,1023,2490,125,196,325,2676,2314,4993,1544,1441,2986,1216,691,1907,81,125,209,153,192,344,1453,1014,2462,15473,13275,28748,4184,3082,7269,8818,8339,17160,9583,7011,16598
SAL10108,51,50,97,24,18,39,7,13,20,0,0,3,0,0,0,34,33,69,7,17,28,2.7,0,1.5,78.7,62,70.1,76.6,62,69.1,0,0,0,3,0,3,6,14,13,6,11,11,12,6,20,0,0,0,0,0,3,14,11,26,55,52,106,9,5,16,38,38,77,17,20,39
SAL10109,1043,1130,2173,435,251,686,162,330,488,64,70,137,17,36,53,686,684,1370,334,433,770,2.9,4.8,3.9,65.6,60.3,62.9,63.7,57.4,60.4,148,181,334,39,72,108,281,344,625,103,122,228,195,66,263,10,13,18,8,31,38,212,110,323,1146,1168,2314,155,169,320,806,859,1665,414,415,826
SAL10110,2600,2506,5106,961,716,1677,291,437,727,297,245,547,74,57,133,1623,1456,3082,673,884,1556,4.7,3.8,4.3,62.6,58.2,60.4,59.6,56,57.8,189,217,406,22,41,57,402,513,909,197,250,446,438,231,666,23,32,50,43,56,99,498,317,814,2050,2002,4052,1045,1017,2061,666,640,1306,2121,2126,4244
SAL10111,72,64,135,25,20,44,18,9,27,5,3,4,0,0,0,45,31,71,22,27,48,0,3,1.3,60.9,52.4,56.8,60.9,50.8,56.1,0,0,0,0,0,0,0,3,3,0,6,6,14,10,27,0,0,0,0,0,3,17,15,31,65,61,126,9,4,13,54,55,111,9,7,18
SAL10112,4073,4339,8414,1612,892,2502,740,1190,1929,227,309,534,100,87,188,2679,2474,5153,1268,1693,2963,3.8,3.6,3.7,65.8,57.1,61.3,63.3,55,59,329,336,669,75,171,245,933,1083,2013,410,687,1098,785,317,1100,31,50,79,113,150,264,922,524,1446,4284,4442,8729,587,631,1223,2956,3142,6095,1715,1752,3459
SAL10113,20,14,31,3,4,10,3,0,4,0,0,0,0,0,0,10,8,14,9,6,16,11.1,16.7,13.3,47.4,42.9,45.5,42.1,35.7,39.4,0,0,0,0,0,0,0,0,0,0,0,0,9,8,10,0,0,0,0,3,3,9,6,16,17,11,28,10,4,13,12,4,15,14,9,20
SAL10114,89,97,184,39,20,61,16,21,37,8,6,15,0,0,0,64,54,114,20,41,63,1.6,0,0.9,70.1,53.7,61.5,69,53.7,61,3,8,10,0,0,0,11,17,27,13,9,20,24,14,36,0,0,0,3,7,15,23,20,45,85,90,176,9,9,21,67,66,134,31,30,57
SAL10115,1828,1903,3728,757,378,1137,301,616,919,108,148,251,30,32,64,1198,1177,2377,568,662,1231,2.6,2.8,2.7,65.5,61.9,63.7,63.8,60.2,62,124,111,229,34,81,118,360,471,829,207,284,487,453,174,631,14,23,36,40,49,86,500,248,747,1907,1937,3848,320,322,635,1347,1369,2722,782,780,1566
SAL10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10117,689,698,1391,274,144,425,81,177,256,33,59,91,17,13,26,411,391,801,248,282,531,3.7,2.8,3.3,59.4,55.8,57.6,57.2,54.2,55.7,12,14,24,4,20,25,51,75,126,45,82,132,221,137,354,6,14,24,13,21,26,245,170,409,689,726,1419,82,87,171,483,474,960,245,289,534
SAL10118,62,67,123,35,20,58,11,23,28,0,4,4,0,0,0,45,49,96,12,17,28,2.2,2.1,2.1,75.4,75,75.2,73.8,73.4,73.6,6,6,15,0,0,0,12,13,26,3,11,17,20,9,34,0,0,0,0,0,0,20,11,30,73,58,137,7,9,13,40,34,72,34,37,71
SAL10119,177,166,344,72,51,118,29,55,84,10,8,12,4,8,10,108,114,224,64,43,109,1.8,8.8,5.3,63.1,68.7,65.8,61.9,62.7,62.3,0,3,4,0,3,3,17,29,38,15,13,21,58,31,97,0,0,0,7,6,5,66,43,108,192,187,375,21,13,33,138,126,261,75,61,132
SAL10120,86,90,178,45,23,68,11,33,42,4,7,8,4,0,4,61,62,124,23,25,51,6.6,3.2,4.9,72.6,66.7,69.5,67.9,64.5,66.1,0,0,4,4,0,4,13,11,22,8,13,19,24,12,36,0,7,7,0,8,8,24,23,51,73,81,156,14,15,30,51,55,102,41,40,78
SAL10121,74,55,134,36,13,47,4,14,18,3,5,5,5,5,5,43,26,76,18,15,36,6.5,10,7.9,61.3,52.6,57.6,57.3,47.4,53,0,0,3,0,0,0,0,0,4,0,10,10,18,6,25,0,0,0,0,0,0,16,10,29,70,53,126,3,0,4,61,40,96,12,19,27
SAL10122,11,4,14,6,4,6,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,66.7,100,75,66.7,100,75,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,8,0,5,8,5,8,3,0,0,5,5,6,0,0,3
SAL10123,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,50,0,50,66.7,0,66.7,33.3,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0
SAL10124,20,15,33,12,6,17,0,5,5,0,0,0,0,0,0,12,12,22,0,0,3,0,0,0,70.6,87.5,78.8,70.6,87.5,78.8,0,0,0,0,0,0,0,6,5,0,0,0,3,7,11,0,0,0,0,0,0,3,4,12,18,16,38,3,3,8,10,14,28,9,3,12
SAL10125,8,10,13,8,4,7,0,3,3,0,0,0,0,0,0,8,3,9,0,4,3,0,0,0,85.7,57.1,71.4,85.7,57.1,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,11,5,13,0,0,0,3,9,10,0,3,3
SAL10126,16,5,22,3,0,3,0,0,0,0,0,5,0,0,5,9,4,7,5,0,6,20,20,20,38.5,83.3,52.6,30.8,66.7,42.1,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,13,3,14,0,0,0,13,3,16,0,0,0
SAL10127,6,5,7,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,50,60,55.6,50,60,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,5,7,0,0,0,0,3,4,0,3,0
SAL10128,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,66.7,50,100,66.7,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,4
SAL10129,14,7,21,5,0,3,0,4,8,0,0,0,0,0,0,6,5,14,4,0,3,0,0,0,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,3,4,4,7,14,9,17,0,0,0,5,4,13,7,5,8
SAL10130,38,44,78,8,5,18,14,13,26,0,5,5,0,0,0,22,28,46,12,17,26,4.2,0,2.1,63.2,58.5,60.8,60.5,58.5,59.5,5,4,6,0,0,3,8,11,17,0,3,6,11,9,15,0,0,0,0,3,3,7,5,15,39,36,71,8,3,16,26,26,54,13,17,29
SAL10131,71,61,130,32,24,56,9,12,19,4,3,6,0,0,4,49,37,80,23,24,46,4.3,2.7,3.6,67.1,59.7,63.6,64.3,58.1,61.4,0,0,0,0,5,5,3,12,15,3,5,13,24,6,31,0,0,0,0,5,0,30,11,38,74,67,137,4,7,11,55,45,98,20,19,41
SAL10132,6,5,18,5,0,7,0,0,0,0,0,3,0,0,0,4,0,8,4,3,5,0,0,0,62.5,57.1,60,62.5,57.1,60,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,3,0,6,8,8,13,0,0,0,8,4,11,5,0,5
SAL10133,70,70,134,20,11,30,12,9,22,4,3,9,0,0,0,34,24,58,32,35,62,3,0,1.8,49.3,31.9,40.4,47.8,31.9,39.7,0,0,3,0,0,0,3,3,11,0,3,3,12,3,18,0,0,0,6,3,3,16,9,20,68,63,130,7,5,15,52,48,100,15,16,29
SAL10134,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,3,0,0,0,50,25,37.5,50,25,37.5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,8,5,8,0,0,0,0,5,5,0,0,4
SAL10135,48,35,80,13,7,24,0,7,7,0,0,0,0,0,0,20,23,39,22,11,31,11.1,0,5.4,40.9,54.3,46.8,36.4,54.3,44.3,0,0,0,0,0,0,0,4,5,5,0,5,12,8,18,0,0,0,0,0,0,12,9,17,35,22,61,10,5,15,28,19,52,18,14,27
SAL10136,14,8,22,8,5,11,0,0,5,0,0,0,0,0,0,9,8,17,0,0,0,9.1,0,5.9,73.3,54.5,65.4,66.7,54.5,61.5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,4,0,0,0,5,4,8,10,10,22,3,0,3,10,6,16,3,0,7
SAL10137,20,12,42,6,3,4,3,5,12,0,0,0,0,0,0,7,5,23,6,5,11,0,0,0,47.8,56.3,51.3,47.8,56.3,51.3,0,0,0,0,0,0,0,0,0,0,0,3,5,6,10,0,0,0,0,0,0,5,3,7,21,18,41,0,0,0,18,16,34,3,4,6
SAL10138,18,11,35,9,3,15,0,5,5,0,0,0,0,0,0,13,7,17,0,4,3,0,0,0,66.7,60,63.6,66.7,60,63.6,0,0,0,0,0,0,0,4,6,0,0,0,9,0,6,0,0,0,0,0,0,4,3,10,22,20,36,3,4,3,13,13,24,5,5,11
SAL10139,28,27,52,7,6,14,9,12,13,0,0,0,0,0,3,14,17,36,8,0,12,6.7,5.6,6.1,53.6,72,62.3,50,68,58.5,0,3,3,0,0,0,3,8,5,0,4,8,3,4,10,0,0,0,0,0,0,3,4,10,29,22,50,0,0,4,23,19,35,8,7,16
SAL10140,20,18,34,5,6,6,3,4,6,0,0,0,0,0,4,11,8,16,13,9,22,12.5,12.5,12.5,40,47.1,43.2,35,41.2,37.8,0,0,0,0,0,0,0,0,0,5,3,7,6,0,5,0,0,0,0,0,0,7,0,7,18,18,38,3,0,3,17,12,29,8,4,11
SAL10141,7,10,18,4,0,0,0,4,8,0,0,0,0,0,0,4,0,6,3,8,9,0,0,0,40,27.3,33.3,40,27.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,8,6,10,3,4,0,5,3,8,4,3,9
SAL10142,4,5,13,5,5,5,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,83.3,80,81.8,83.3,80,81.8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,8,12,0,0,0,4,5,8,0,0,3
SAL10143,30,29,54,14,10,22,3,0,4,4,0,4,0,0,0,21,14,29,5,11,17,0,0,0,69,48.1,58.9,69,48.1,58.9,0,4,4,0,0,0,4,4,7,8,0,8,10,9,7,0,0,0,0,3,3,10,8,17,25,25,55,4,5,4,25,23,39,9,8,13
SAL10144,219,229,449,107,68,174,37,66,101,10,12,20,3,4,6,152,145,298,58,83,137,2,2.1,2,69.5,62.4,65.9,68.2,61.1,64.6,4,8,17,0,9,13,23,36,59,17,35,48,80,38,113,0,11,8,0,6,16,84,50,133,216,217,431,50,61,115,124,128,257,123,122,249
SAL10145,59,44,107,21,12,38,8,10,20,0,0,3,0,0,0,31,28,59,22,16,40,6.3,0,3.4,53.3,57.4,55.1,50,57.4,53.3,3,9,7,0,0,0,4,4,7,0,6,6,28,8,31,0,0,0,0,3,4,25,8,36,54,42,100,4,0,7,47,37,82,13,10,21
SAL10146,405,419,822,141,87,224,52,102,157,22,25,41,21,11,27,230,215,450,162,191,350,7.3,4.2,5.8,57.1,51.6,54.3,53,49.4,51.2,13,9,26,3,8,13,33,54,93,30,52,84,143,72,218,4,6,10,6,17,27,149,103,254,423,419,842,61,58,113,272,278,550,176,170,350
SAL10147,21,13,34,19,7,22,0,4,8,0,0,0,0,0,0,17,8,28,4,4,5,0,0,0,90.5,71.4,82.9,90.5,71.4,82.9,0,0,0,0,0,0,0,4,10,3,0,3,6,0,6,0,0,0,0,0,0,3,3,11,30,21,45,4,0,4,16,16,36,3,6,7
SAL10148,135,120,254,67,30,95,24,47,64,3,0,5,0,0,0,92,82,167,43,42,78,1.1,1.3,1.2,66.2,65.3,65.8,65.4,64.5,65,0,9,9,0,5,9,14,12,30,4,19,22,56,17,74,0,4,8,4,0,5,55,28,83,137,142,274,17,13,29,89,92,175,62,60,121
SAL10149,12,9,15,8,0,5,0,3,8,0,0,0,0,0,0,9,10,12,0,0,3,0,0,0,70,77.8,73.7,70,77.8,73.7,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,9,5,9,16,0,3,4,5,6,14,0,3,4
SAL10150,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,4,0,0,0,50,20,36.4,50,20,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,8,5,0,3,0,3,4
SAL10151,21,28,53,14,7,18,4,5,10,0,0,0,0,0,0,12,15,31,4,7,16,0,0,0,66.7,57.7,62,66.7,57.7,62,0,4,9,0,0,0,3,4,3,0,0,4,4,6,13,0,0,0,0,0,0,7,0,12,26,22,47,0,0,0,13,18,35,5,7,16
SAL10152,26,28,52,10,8,29,9,3,11,0,0,0,0,0,0,19,16,38,0,11,12,0,15,7.5,90.9,69,78.4,90.9,58.6,72.5,0,0,0,0,0,0,0,0,3,3,6,5,3,0,11,0,0,0,0,0,0,4,0,10,22,31,58,3,3,8,22,21,44,7,8,14
SAL10153,20,20,42,12,3,15,0,3,0,0,0,0,0,0,0,10,9,18,5,6,4,0,0,0,52.6,47.4,50,52.6,47.4,50,0,0,0,0,0,0,5,5,11,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,9,10,20,5,8,16,3,6,10,13,9,22
