SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL11394,6,0,3,10,9,28,32,36,20,146,0,0,0,0,0,0,3,5,0,10,17,12,21,34,22,28,20,23,9,189,215,439,1114,1149,919,740,601,336,96,5618
SAL11395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,9,17,13,19,19,11,4,0,106
SAL11396,0,0,0,3,3,11,13,28,11,68,0,0,0,0,0,3,0,6,5,12,8,11,8,4,17,21,19,24,12,131,178,297,395,791,883,844,868,550,171,4981
SAL11397,3,0,3,3,10,23,37,63,61,212,0,0,0,4,5,3,6,9,7,31,6,10,16,24,20,20,47,58,71,268,139,342,756,737,674,647,720,526,279,4823
SAL11398,0,0,0,0,3,0,4,3,5,21,0,0,10,0,0,3,0,0,0,15,5,9,76,53,41,41,29,43,42,333,17,173,1205,912,682,654,525,297,206,4668
SAL11399,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,7,0,0,13,6,9,9,33,35,39,56,18,0,206
SAL11400,0,0,0,13,11,14,13,10,0,65,0,0,3,4,15,14,14,7,5,56,6,0,15,17,13,11,3,0,0,71,87,179,405,590,409,259,123,36,16,2096
SAL11401,0,0,4,0,0,9,9,7,4,36,0,0,0,0,0,0,0,0,0,6,8,4,14,9,8,12,5,0,0,58,59,67,174,156,170,183,112,53,15,990
SAL11402,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,3,0,20,5,6,17,28,55,76,64,22,4,276
SAL11403,0,0,0,4,0,6,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,9,12,0,0,42,12,15,38,26,52,66,40,12,4,263
SAL11404,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,25,4,9,17,14,20,32,25,9,3,129
SAL11405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,5,5,0,0,22
SAL11406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,0,0,3,0,0,0,15,6,4,3,7,7,8,3,0,0,42
SAL11407,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,3,14,16,12,20,22,9,5,0,104
SAL11408,0,0,0,0,0,3,6,8,5,15,0,0,0,5,0,0,0,0,0,8,0,0,3,8,0,5,3,4,0,29,35,44,58,91,131,117,103,58,11,638
SAL11409,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,5,12,10,19,11,31,12,3,7,113
SAL11410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,5,21,21,38,23,0,0,126
SAL11411,0,0,0,0,0,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,7,0,0,0,15,12,19,55,34,44,59,29,7,0,261
SAL11412,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,16,8,16,26,37,58,58,45,16,5,264
SAL11413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,19,8,22,12,5,0,71
SAL11414,0,0,0,0,5,0,14,18,9,46,0,0,0,0,0,0,0,0,0,0,3,9,24,19,16,12,14,8,5,108,52,95,274,379,370,364,310,121,28,1995
SAL11415,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,11,0,0,19,21,8,23,16,6,0,106
SAL11416,0,0,3,8,17,27,30,27,9,129,0,0,4,3,6,3,14,5,0,34,8,23,52,23,29,27,25,19,0,202,83,170,330,233,266,243,180,113,20,1632
SAL11417,0,0,0,0,5,5,5,14,3,33,0,0,0,0,0,0,4,0,0,4,3,4,7,7,0,13,5,6,12,61,7,12,34,37,65,117,77,66,25,438
SAL11418,0,0,0,3,4,8,21,14,8,59,0,0,0,0,0,0,4,0,0,5,10,5,3,14,23,8,15,22,3,101,86,125,219,319,358,336,308,147,38,1933
SAL11419,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,11,8,21,12,30,29,30,14,4,157
SAL11420,0,0,0,0,5,11,22,25,7,68,0,0,0,0,0,0,0,3,3,8,0,0,5,13,0,8,14,8,8,61,86,213,405,443,447,401,271,144,31,2446
SAL11421,6,0,3,7,10,37,78,50,41,226,0,0,0,0,8,7,6,7,5,39,18,23,51,54,46,42,55,69,54,410,209,486,874,1075,1050,904,1002,546,217,6358
SAL11422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,13,4,3,15,11,25,34,27,6,0,118
SAL11423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11424,0,0,0,8,5,17,29,54,25,138,0,0,8,0,0,9,11,14,8,52,6,8,18,22,21,15,24,30,7,156,82,199,399,401,426,391,267,200,71,2443
SAL11425,0,0,0,4,11,27,51,84,26,198,0,0,0,0,0,10,0,6,0,21,13,12,37,44,33,48,62,92,86,428,520,915,1608,2685,2458,1727,1640,1192,341,13088
SAL11426,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,5,0,14,5,13,73,66,46,34,21,13,4,279
SAL11427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,3,4,28
SAL11428,0,0,4,0,0,11,16,29,17,72,0,0,0,0,3,3,5,11,3,27,7,19,55,30,32,37,15,4,9,210,58,334,1000,712,528,380,225,100,37,3373
SAL11429,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,3,7,12,14,6,8,0,0,62,5,10,10,27,33,31,6,8,0,130
SAL11430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11431,0,4,9,8,22,36,91,59,50,277,0,11,34,25,33,42,40,25,26,241,25,60,209,190,81,60,96,53,42,829,499,1889,4903,5113,3448,3058,2428,1061,529,22922
SAL11432,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,5,15,27,42,59,31,3,192
SAL11433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,17
SAL11434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,20
SAL11435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,5,7,5,0,0,0,29
SAL11436,0,0,3,0,0,16,31,67,50,173,0,0,0,0,0,6,0,0,15,17,6,8,26,25,21,19,74,136,205,527,91,197,355,454,433,502,712,975,725,4447
SAL11437,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,12,16,27,35,39,92,50,45,20,6,335
SAL11438,0,0,11,19,31,73,108,69,31,345,0,0,3,13,14,39,30,24,17,137,34,38,142,97,95,69,67,71,53,663,295,728,1975,2045,1585,1457,1044,497,231,9856
SAL11439,0,0,0,0,0,3,21,9,0,35,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,3,3,0,0,13,22,28,46,66,95,94,125,46,5,535
SAL11440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,8,8,7,3,3,4,0,33
SAL11441,0,0,3,5,12,30,55,21,17,149,0,0,3,6,3,5,11,6,0,36,13,23,46,32,34,29,26,11,4,215,219,466,917,826,866,1015,506,143,42,5006
SAL11442,0,0,5,7,0,19,20,22,8,76,0,0,5,0,3,6,3,3,0,28,8,12,121,73,38,38,24,16,4,341,96,490,3105,2225,1251,806,350,145,37,8496
SAL11443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,16,10,12,5,0,76
SAL11444,0,0,0,4,8,13,15,8,0,47,0,0,0,0,4,4,5,0,0,22,5,5,16,14,12,7,10,6,3,80,76,161,366,414,292,325,263,63,15,1970
SAL11445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11446,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,4,8,11,9,21,21,9,3,0,77
SAL11447,0,0,6,0,0,0,9,18,11,49,0,0,0,0,0,0,0,0,0,6,0,4,19,12,5,6,14,59,62,182,52,225,403,297,244,204,142,205,164,1945
SAL11448,0,0,0,3,9,34,38,64,35,188,0,0,3,3,0,3,4,3,3,22,16,22,32,26,44,38,74,76,27,351,86,243,481,515,570,772,932,599,228,4417
SAL11449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,7,5,11,12,10,15,7,0,0,63
SAL11450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11451,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,4,8,13,12,26,27,17,4,0,115
SAL11452,0,0,0,0,0,4,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,14,16,26,21,0,0,96
SAL11453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,3,6,0,0,19
SAL11454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,9,16,10,29,18,4,0,107
SAL11455,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,0,0,0,0,19,0,14,19,22,26,23,24,4,0,129
SAL11456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,7,11,0,0,29
SAL11457,0,0,0,0,0,5,14,6,6,39,0,0,0,0,0,0,0,0,0,3,5,5,14,16,11,16,19,6,5,93,20,32,80,86,74,146,136,73,34,690
SAL11458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,3,0,0,18,9,7,3,8,16,20,6,3,3,72
SAL11459,0,0,0,5,0,0,3,5,5,18,0,0,0,0,0,0,0,0,0,0,0,6,3,9,5,18,6,0,4,49,11,18,42,39,44,72,51,13,6,294
SAL11460,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,15,6,6,9,16,20,28,29,9,0,132
SAL11461,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,6,4,7,4,5,13,7,0,0,40,13,14,32,43,50,77,65,9,0,309
SAL11462,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,8,5,23,19,31,29,33,9,0,156
SAL11463,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,8,5,12,6,13,5,0,63,14,18,34,38,61,52,44,22,4,291
SAL11464,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,4,3,8,7,11,15,8,0,0,47,10,17,33,35,68,57,42,11,4,281
SAL11465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,6,6,3,3,0,27
SAL11466,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,14,0,0,3,9,13,17,22,5,0,67
SAL11467,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,3,0,16,4,18,18,36,53,51,78,12,0,268
SAL11468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,6,6,9,8,15,6,0,0,57
SAL11469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,10,9,16,8,10,0,0,59
SAL11470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,6,8,19,37,28,35,11,7,148
SAL11471,0,0,0,5,3,0,18,10,3,48,0,0,0,0,5,0,0,0,0,5,15,6,21,15,14,15,28,7,4,124,29,36,125,88,93,107,106,27,8,615
SAL11472,0,0,0,4,8,14,43,42,30,141,0,0,0,0,0,0,0,0,0,3,11,21,21,32,36,28,44,31,17,241,41,128,239,277,354,482,512,245,132,2400
SAL11473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,12,0,0,21,20,18,33,27,5,3,128
SAL11474,0,0,0,0,0,3,7,4,0,17,0,0,0,0,0,5,6,0,0,6,3,7,6,6,3,5,0,0,0,39,25,50,132,102,78,56,45,16,0,495
SAL11475,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,10,10,28,29,25,29,30,7,10,178
SAL11476,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,4,29,16,0,0,53
SAL11477,0,0,0,0,0,4,0,5,0,12,0,0,0,0,0,0,0,0,0,0,4,4,18,30,17,14,15,13,0,115,25,42,148,143,161,143,118,45,14,834
SAL11478,0,0,0,0,0,0,4,0,6,16,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,4,6,6,3,40,13,31,60,103,136,167,203,133,16,869
SAL11479,0,0,0,0,0,16,19,4,0,44,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,7,18,5,3,65,10,9,49,63,71,146,181,68,16,611
SAL11480,18,33,143,261,328,344,313,185,90,1721,0,22,135,185,249,375,322,229,101,1615,75,83,204,218,194,228,186,124,40,1356,510,1156,2428,2400,2525,2573,1834,942,365,14737
SAL11481,0,5,18,56,51,85,76,51,27,375,0,9,15,41,67,74,48,36,23,315,31,31,78,51,80,47,50,28,25,432,197,363,644,647,691,607,473,228,125,3965
SAL11482,6,18,64,118,128,152,127,114,52,785,0,10,76,99,110,166,122,98,61,738,27,27,66,67,59,70,58,41,22,440,250,512,1004,1044,1051,1062,722,401,157,6202
SAL11483,3,12,75,143,163,192,195,168,58,1012,0,18,88,110,145,205,174,107,31,868,59,68,114,116,110,106,57,47,19,698,398,952,1645,1614,1652,1531,1079,712,176,9766
SAL11484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,6,0,4,5,0,28
SAL11485,0,0,0,0,3,0,0,9,9,22,0,0,0,0,0,0,0,0,0,3,8,11,37,51,26,19,16,8,0,172,104,264,958,977,849,790,527,317,102,4888
SAL11486,0,0,0,0,0,4,8,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,12,23,45,56,51,81,31,14,319
SAL11487,5,0,4,12,15,37,66,105,62,310,0,0,0,5,9,9,15,21,21,73,14,48,73,38,54,47,69,59,33,435,191,792,1109,869,902,858,708,543,230,6194
SAL11488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,3,5,0,0,0,23
SAL11489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,5,5,6,0,40
SAL11490,0,0,5,0,4,8,12,16,4,44,0,0,0,0,0,0,0,0,3,3,6,0,5,7,7,14,10,4,0,57,27,42,91,87,138,159,142,76,12,774
SAL11491,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,11,6,10,19,12,13,60,52,20,4,192
SAL11492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9
SAL11493,0,0,0,0,0,0,7,3,0,14,0,0,0,0,0,0,0,0,0,0,3,3,12,7,8,4,0,0,0,46,25,70,107,81,60,55,38,13,8,460
SAL11494,0,0,0,0,0,8,28,23,10,71,0,0,0,0,0,0,4,0,0,5,4,3,23,18,12,10,18,39,72,205,120,239,542,541,564,486,389,221,117,3223
SAL11495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,18
SAL11496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,15,7,0,9,15,17,20,28,13,3,107
SAL11497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,21
SAL11498,0,0,0,0,0,3,4,4,0,15,0,0,0,0,0,0,0,0,0,3,4,0,3,0,7,4,4,0,0,23,9,38,78,54,71,105,82,42,7,489
SAL11499,0,0,0,3,4,0,10,16,9,42,0,0,4,0,0,0,0,3,0,4,3,7,13,17,13,13,11,17,4,92,89,185,412,580,581,560,448,198,53,3105
SAL11500,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,7,10,10,16,27,18,10,8,92
SAL11501,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,15,11,23,23,29,16,5,3,120
SAL11502,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,12,12,12,14,16,6,0,77,15,21,78,106,114,156,114,25,9,628
SAL11503,0,0,0,7,0,19,14,14,6,63,0,0,0,0,0,0,0,0,0,3,3,6,15,20,11,13,7,7,5,95,37,126,214,193,215,249,237,142,47,1468
SAL11504,0,0,0,3,4,12,43,50,23,137,0,0,0,0,0,3,0,0,0,8,4,7,15,16,11,19,65,37,20,202,71,148,433,548,346,387,700,418,97,3143
SAL11505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,13,4,3,0,38
SAL11506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SAL11507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,10,4,4,0,0,28
SAL11508,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,11,4,9,11,3,21,23,17,6,6,101
SAL11509,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,4,0,14,0,0,19,17,4,37,34,7,0,111
SAL11510,0,0,0,0,5,13,23,14,5,63,0,0,0,0,0,0,0,0,0,8,0,3,6,7,8,7,14,5,4,51,32,63,97,118,122,124,151,84,26,801
SAL11511,0,0,0,0,0,5,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,11,8,15,22,24,57,59,41,13,0,237
SAL11512,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,10,0,0,43,13,17,35,53,74,75,61,19,3,351
SAL11513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,11,7,3,0,3,46
SAL11514,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,20,5,11,21,44,38,40,36,10,0,203
SAL11515,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,10,5,12,14,15,13,5,0,82
SAL11516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,7,8,6,0,0,0,32,5,12,28,32,42,36,21,10,6,200
SAL11517,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,13,3,4,17,16,19,16,26,3,0,97
SAL11518,0,0,11,18,10,28,87,120,65,330,0,0,0,6,0,11,13,10,9,54,20,20,30,23,32,48,68,83,98,428,350,772,1263,1625,1684,1343,1198,820,322,9384
SAL11519,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,9,0,3,7,12,0,0,34
SAL11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,25
SAL11521,0,0,0,0,0,9,16,18,11,67,0,0,0,0,0,0,0,0,0,0,5,3,6,0,12,21,40,35,34,146,24,42,89,104,138,278,378,280,110,1435
SAL11522,0,0,0,0,0,6,6,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,3,5,0,26,10,30,49,74,94,116,77,25,13,491
SAL11523,0,0,0,4,12,14,39,33,19,119,0,0,0,0,0,0,0,0,0,3,11,13,31,33,41,47,51,58,48,330,59,90,201,220,297,383,379,250,109,1989
SAL11524,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,5,8,19,22,40,39,48,24,0,201
SAL11525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,12,22,14,8,4,70
SAL11526,0,0,0,0,0,0,3,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,5,7,0,31,3,17,59,44,49,80,84,51,5,391
SAL11527,0,0,0,0,0,0,3,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,3,8,8,13,37,29,12,4,122
SAL11528,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,11,0,7,0,0,40
SAL11529,0,0,0,0,5,0,8,4,3,21,0,0,0,0,0,0,0,5,0,4,0,0,3,6,4,0,5,10,0,44,30,51,83,116,132,160,239,93,29,928
SAL11530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,19
SAL11531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10
SAL11532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,15,21,38,31,39,20,3,173
SAL11533,0,0,5,0,10,31,81,134,100,367,0,0,3,4,12,4,16,43,27,116,4,18,66,61,45,49,37,38,22,344,165,409,1232,1608,1432,1230,854,554,249,7739
SAL11534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,0,15
SAL11535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,21
SAL11536,0,5,5,12,10,17,26,5,5,71,0,5,4,5,7,7,0,0,0,26,9,8,49,39,24,14,19,9,3,180,217,492,1113,1502,1053,523,378,138,16,5435
SAL11537,3,0,6,7,8,36,73,41,19,182,0,0,0,5,0,5,11,4,3,29,14,20,34,38,23,20,30,26,5,206,255,432,872,1075,982,727,598,244,60,5251
SAL11538,0,0,0,0,0,4,10,4,4,26,0,0,0,0,0,0,0,0,0,4,3,0,4,5,4,9,0,5,0,34,55,117,159,241,263,223,192,83,23,1355
SAL11539,8,0,9,17,23,61,116,102,50,378,0,0,0,0,0,10,7,3,5,23,42,50,81,75,69,90,97,118,49,666,234,440,885,866,903,1045,995,708,266,6338
SAL11540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,3,12,15,8,0,0,56
SAL11541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,15
SAL11542,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,5,9,32,26,24,26,0,129
SAL11543,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,24
SAL11544,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,5,4,4,0,0,0,0,11,4,5,11,16,7,13,13,5,3,71
SAL11545,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,8,6,11,4,0,51
SAL11546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,8,21,14,19,6,0,90
SAL11547,4,0,0,6,9,3,13,8,0,48,0,0,3,3,5,0,0,0,0,10,74,100,38,21,15,10,10,6,0,284,311,436,484,413,282,200,131,57,13,2321
