SSC_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SSC13624,0,0,0,6,3,0,11,15,0,29
SSC13625,0,0,0,55,38,3,96,122,23,239
SSC13626,3,0,3,51,25,4,84,148,4,240
SSC13627,0,0,0,9,5,0,16,21,8,38
SSC13628,7,0,7,354,111,4,476,770,64,1305
SSC13629,426,45,469,1343,732,68,2134,4557,355,7047
SSC13630,0,0,0,8,10,0,17,92,46,153
SSC13631,31,11,39,925,385,25,1339,2967,228,4530
SSC13632,85,16,106,3471,1340,99,4911,9862,968,15749
SSC13633,0,0,0,0,0,0,0,7,0,6
SSC13634,3,3,4,47,12,0,58,125,14,194
SSC13635,0,0,0,0,0,0,0,0,0,0
SSC13636,47,48,101,399,193,16,607,1573,259,2439
SSC13637,26,0,29,1326,352,47,1718,2984,270,4971
SSC13638,45,8,57,119,86,3,210,680,53,941
SSC13639,470,75,554,3561,1156,81,4801,8361,556,13712
SSC13640,38,9,51,651,221,23,892,1463,106,2461
SSC13641,151,9,168,795,401,17,1209,3663,293,5162
SSC13642,28,6,34,683,173,9,863,3682,427,4974
SSC13643,179,32,220,1891,565,46,2502,6177,1043,9719
SSC13644,32,5,35,418,81,9,511,1995,253,2759
SSC13645,0,0,0,6,7,0,14,43,8,60
SSC13646,0,0,0,27,16,4,46,78,30,155
SSC13647,11,0,9,73,73,0,152,263,43,455
SSC13648,0,0,0,19,7,0,31,66,16,116
SSC13649,42,3,47,2161,461,62,2681,3844,305,6831
SSC13650,83,12,89,1119,338,37,1498,4669,663,6826
SSC13651,3,0,3,4,7,0,6,50,5,62
SSC13652,0,0,0,3,0,0,3,32,16,48
SSC13653,39,6,43,261,112,16,390,700,51,1144
SSC13654,7,0,7,102,43,4,144,224,23,391
SSC13655,0,0,0,3,3,0,6,3,3,17
SSC13656,0,0,0,0,3,0,3,0,0,5
SSC13657,0,0,0,9,0,0,9,16,4,29
SSC13658,0,0,0,3,3,0,8,16,12,36
SSC13659,0,0,0,12,9,0,17,75,3,105
SSC13660,4,6,11,45,10,3,54,211,32,302
SSC13661,0,0,0,16,6,0,23,33,6,56
SSC13662,78,85,163,536,329,30,896,2008,678,3583
SSC13663,0,0,0,6,0,0,6,25,3,37
SSC13664,3,5,8,99,35,3,133,342,71,546
SSC13665,0,0,0,11,6,0,20,79,13,106
SSC13666,0,0,0,4,0,0,8,3,0,12
SSC13667,0,0,0,20,15,3,33,89,29,147
SSC13668,0,0,0,23,8,0,30,72,9,117
SSC13669,0,0,0,5,0,0,9,30,4,41
SSC13670,0,0,0,0,3,0,10,4,3,13
SSC13671,0,0,0,0,0,0,0,3,0,0
SSC13672,0,0,0,17,13,3,29,87,8,125
SSC13673,3,0,3,11,6,0,15,35,12,67
SSC13674,3,0,3,34,14,0,51,120,8,182
SSC13675,616,65,684,3254,1093,63,4411,16545,1596,22556
SSC13676,40,0,46,607,141,5,747,1965,191,2911
SSC13677,34,5,42,158,59,4,222,471,52,747
SSC13678,0,0,0,8,0,0,8,17,3,26
SSC13679,0,0,0,33,16,0,51,118,18,192
SSC13680,3,0,3,23,14,0,34,131,27,199
SSC13681,23,4,24,80,34,5,119,478,62,668
SSC13682,0,0,0,37,14,0,54,105,26,182
SSC13683,0,0,0,10,10,0,11,29,7,45
SSC13684,56,9,69,636,182,24,846,1908,360,3106
SSC13685,0,0,0,14,3,0,20,36,3,62
SSC13686,0,0,0,9,13,0,21,30,3,50
SSC13687,118,18,138,1210,310,42,1561,4167,454,6180
SSC13688,0,0,0,47,15,5,63,91,15,168
SSC13689,3,3,4,14,4,0,18,47,10,74
SSC13690,41,7,48,401,195,20,615,1327,108,2050
SSC13691,0,0,0,40,16,0,60,117,8,184
SSC13692,0,0,0,9,3,0,16,66,9,87
SSC13693,0,0,0,7,5,0,15,45,11,66
SSC13694,15,0,16,51,30,0,91,237,27,351
SSC13695,19,4,30,151,71,8,231,730,84,1054
SSC13696,0,0,0,17,6,0,26,22,4,51
SSC13697,50,13,69,222,121,7,348,1059,178,1585
SSC13698,17,4,23,162,83,8,259,700,105,1072
SSC13699,190,35,231,912,406,15,1329,12052,2219,15606
SSC13700,177,33,212,314,193,13,520,2364,304,3185
SSC13701,298,33,330,1866,578,56,2493,5974,569,9043
SSC13702,15,3,12,217,120,12,351,730,291,1371
SSC13703,4,3,12,74,30,4,111,252,36,392
SSC13704,3,0,7,37,15,3,56,182,27,269
SSC13705,0,0,0,35,11,3,53,105,21,175
SSC13706,0,0,0,18,14,0,36,44,9,85
SSC13707,0,0,0,12,3,0,10,14,4,33
SSC13708,0,0,0,0,0,0,0,11,0,8
SSC13709,0,0,0,18,3,3,18,131,17,165
SSC13710,0,0,0,0,0,0,0,0,0,0
SSC13711,202,56,253,593,404,26,1021,2992,407,4418
SSC13712,11,4,13,99,44,5,147,343,25,511
SSC13713,0,0,0,7,9,0,14,28,13,54
SSC13714,15,0,19,150,47,3,194,748,76,1018
SSC13715,83,26,107,1005,318,14,1337,12747,2381,16466
SSC13716,3,0,3,214,21,3,246,1022,304,1568
SSC13717,467,63,531,1729,759,32,2519,5529,523,8570
SSC13718,55,9,67,548,199,18,762,1683,137,2587
SSC13719,0,0,0,4,3,0,8,17,3,27
SSC13720,0,0,0,4,0,0,4,16,4,26
SSC13721,0,0,0,10,5,0,15,31,10,53
SSC13722,8,4,14,280,59,11,353,640,82,1071
SSC13723,0,0,4,49,17,5,70,282,35,388
SSC13724,3,0,6,107,64,3,173,306,24,497
SSC13725,0,0,0,39,18,3,54,147,10,210
SSC13726,0,0,0,4,3,0,10,7,0,16
SSC13727,57,12,71,842,299,39,1183,2413,381,3973
SSC13728,3,0,3,24,17,0,37,126,23,185
SSC13729,0,0,0,0,0,0,0,21,5,30
SSC13730,3,3,3,23,11,0,32,139,33,210
SSC13731,0,0,0,23,7,0,24,70,35,135
SSC13732,3,0,3,22,17,0,43,77,24,143
SSC13733,0,0,0,116,45,6,164,447,46,657
SSC13734,0,0,0,0,0,0,0,0,0,0
SSC13735,0,0,0,5,0,0,5,24,11,37
SSC13736,0,0,0,10,3,0,16,42,3,64
SSC13737,7,0,8,92,36,0,129,447,26,609
SSC13738,0,0,3,7,3,0,14,34,6,53
SSC13739,0,0,0,16,3,0,23,51,15,93
SSC13740,0,0,0,13,8,0,24,45,12,83
SSC13741,11,0,14,234,64,9,303,885,203,1386
SSC13742,3,0,6,6,9,0,15,41,29,86
SSC13743,5,0,3,21,4,0,25,98,34,160
SSC13744,0,0,0,0,0,0,3,29,7,36
SSC13745,3,0,3,6,7,0,15,25,3,44
SSC13746,7,4,4,21,15,0,38,94,18,156
SSC13747,0,0,0,19,3,0,23,51,5,72
SSC13748,71,20,97,429,198,28,661,1672,224,2557
SSC13749,3,0,4,18,10,5,28,92,16,139
SSC13750,0,0,3,7,11,0,16,36,8,55
SSC13751,0,0,0,11,4,0,13,10,3,34
SSC13752,0,0,0,0,0,0,0,0,0,0
SSC13753,0,0,0,23,5,3,29,69,19,126
SSC13754,0,0,0,3,3,0,3,18,0,24
SSC13755,3,3,3,76,53,3,140,337,45,524
SSC13756,0,0,0,3,7,0,10,10,3,20
SSC13757,4,0,4,7,3,0,6,14,0,25
SSC13758,3,0,3,63,32,3,95,199,44,339
SSC13759,11,0,11,51,34,3,89,231,56,385
SSC13760,0,0,0,29,11,0,46,76,18,129
SSC13761,0,0,0,0,0,0,0,9,0,8
SSC13762,3,0,3,29,11,0,41,99,5,153
SSC13763,3,3,12,58,25,4,87,239,47,372
SSC13764,532,169,706,2108,922,73,3110,8877,1285,13274
SSC13765,6,0,6,32,22,5,58,194,26,274
SSC13766,231,44,279,197,96,5,302,1108,114,1525
SSC13767,0,0,0,28,7,0,37,92,13,144
SSC13768,4,0,4,46,26,0,71,197,20,287
SSC13769,140,19,155,273,152,22,449,1224,93,1766
SSC13770,3,0,3,22,10,0,31,47,7,85
SSC13771,24,12,37,209,155,16,387,879,114,1373
SSC13772,21,3,26,251,108,11,369,890,76,1331
SSC13773,0,0,0,36,10,0,46,105,16,166
SSC13774,37,12,52,206,127,0,333,976,142,1452
SSC13775,52,0,51,548,153,22,721,1167,81,1970
SSC13776,0,0,0,17,3,0,20,93,16,124
SSC13777,0,0,0,17,5,0,25,61,13,95
SSC13778,0,0,0,3,0,0,6,46,8,57
SSC13779,135,13,141,209,200,4,413,2028,203,2647
SSC13780,51,10,62,403,142,22,565,1169,135,1862
SSC13781,5,0,8,92,31,0,127,327,56,507
SSC13782,78,4,89,931,260,24,1213,2941,300,4462
SSC13783,3,0,3,32,4,0,40,147,27,205
SSC13784,173,17,192,639,261,27,925,2600,301,3830
SSC13785,39,8,52,626,169,27,821,1911,168,2895
SSC13786,0,0,0,0,0,0,0,0,0,0
SSC13787,25,5,29,457,227,25,708,1476,145,2327
SSC13788,0,0,0,11,4,0,18,34,4,52
SSC13789,0,3,3,53,39,0,85,219,16,323
SSC13790,23,0,19,206,70,3,280,635,76,995
SSC13791,0,0,0,4,3,0,5,20,0,29
SSC13792,73,64,135,459,212,15,684,2258,466,3414
SSC13793,26,76,101,213,133,19,362,816,170,1352
SSC13794,0,0,0,26,14,3,49,95,5,154
SSC13795,5,0,5,20,33,0,56,134,17,208
SSC13796,0,0,0,15,3,0,11,27,0,39
SSC13797,3,0,3,31,11,3,48,150,22,217
SSC13798,0,0,0,0,0,0,0,11,0,14
SSC13799,0,0,0,10,3,0,8,28,3,40
SSC13800,0,0,0,10,0,0,9,42,16,66
SSC13801,4,0,4,57,10,0,73,120,15,207
SSC13802,34,0,34,525,200,36,758,1416,115,2288
SSC13803,0,0,0,0,0,0,0,3,4,7
SSC13804,97,5,107,568,215,27,805,1464,157,2424
SSC13805,157,25,191,1807,887,88,2786,6036,529,9350
SSC13806,0,0,0,15,4,0,14,32,9,62
SSC13807,0,0,3,52,14,0,68,141,34,235
SSC13808,0,0,0,10,5,0,16,49,4,76
SSC13809,0,0,0,9,3,0,12,13,4,30
SSC13810,7,0,7,28,9,0,41,93,9,143
SSC13811,5,0,5,63,23,3,85,223,94,398
SSC13812,0,0,0,8,6,6,27,38,5,72
SSC13813,7,0,7,9,5,0,17,42,0,54
SSC13814,0,0,0,14,7,0,17,46,5,70
SSC13815,0,0,0,4,0,0,10,9,8,29
SSC13816,0,0,0,57,25,8,90,197,21,303
SSC13817,0,0,0,0,0,0,0,0,0,0
SSC13818,93,36,134,441,253,22,725,2288,420,3433
SSC13819,24,7,34,204,100,5,308,821,118,1246
SSC13820,0,0,0,0,0,0,3,3,0,7
SSC13821,0,0,0,0,0,0,0,0,0,0
SSC13822,0,0,0,8,4,0,8,29,9,55
SSC13823,0,0,0,0,0,0,0,5,0,4
SSC13824,0,0,0,0,0,0,0,0,0,0
SSC13825,0,0,0,4,6,0,11,25,9,42
SSC13826,12,8,20,216,121,11,346,1286,113,1740
SSC13827,19,3,27,146,67,11,222,619,67,903
SSC13828,3,0,3,42,14,0,56,97,13,171
SSC13829,0,0,0,10,3,0,14,26,8,42
SSC13830,0,0,0,3,0,0,3,3,0,5
SSC13831,19,9,32,448,192,11,653,1168,138,1961
SSC13832,0,0,0,0,0,0,0,0,0,0
SSC13833,0,0,0,7,3,0,6,62,4,72
SSC13834,0,0,0,39,14,4,56,130,24,212
SSC13835,29,3,35,3113,506,84,3702,4201,387,8293
SSC13836,3,0,3,20,14,0,37,103,6,143
SSC13837,0,0,0,9,0,0,14,34,0,52
SSC13838,36,4,40,192,87,7,285,615,101,999
SSC13839,3,0,3,14,0,0,16,34,4,48
SSC13840,3,5,10,57,30,0,88,407,238,733
SSC13841,0,0,0,0,0,0,0,3,0,0
SSC13842,0,0,3,51,30,3,78,173,27,278
SSC13843,0,0,0,25,4,0,31,72,3,105
SSC13844,0,0,0,14,3,0,15,33,6,58
SSC13845,7,0,8,79,50,0,133,274,34,444
SSC13846,0,0,0,0,0,0,0,3,3,5
SSC13847,64,89,154,663,260,28,949,1902,386,3235
SSC13848,116,18,136,1150,479,54,1686,2860,295,4842
SSC13849,3,0,3,43,24,5,78,145,42,261
SSC13850,129,8,138,1765,512,50,2321,4066,273,6660
SSC13851,30,5,39,1648,586,80,2306,3659,250,6221
SSC13852,0,0,0,91,15,10,111,177,14,307
SSC13853,0,0,0,17,8,0,26,67,5,101
SSC13854,0,0,4,7,3,0,10,11,3,25
SSC13855,0,0,0,0,0,0,0,16,12,23
SSC13856,78,16,93,1771,523,84,2371,3847,373,6590
SSC13857,0,0,0,4,0,0,4,9,0,14
SSC13858,0,0,0,0,0,0,0,0,0,0
SSC13859,0,0,0,0,3,0,6,16,0,21
SSC13860,3,0,3,14,4,0,20,82,12,111
SSC13861,0,0,0,10,7,0,14,30,21,65
SSC13862,0,0,0,0,0,0,0,0,0,4
SSC13863,30,3,33,285,85,18,387,852,122,1368
SSC13864,0,0,0,11,0,0,14,62,3,79
SSC13865,0,0,0,5,3,3,12,29,11,44
SSC13866,0,0,0,0,0,0,0,0,0,0
SSC13867,0,0,0,5,3,0,11,20,12,39
SSC13868,0,0,0,8,3,0,18,4,0,22
SSC13869,0,0,0,0,0,0,0,9,0,9
SSC13870,0,0,0,30,10,4,49,61,5,116
SSC13871,0,0,0,8,3,0,12,17,10,43
SSC13872,0,0,0,0,3,0,6,18,4,27
SSC13873,0,0,0,4,6,0,10,27,20,59
SSC13874,12,4,17,89,54,0,145,422,99,673
SSC13875,25,5,32,394,168,10,575,992,119,1677
SSC13876,14,0,10,146,89,11,247,566,89,898
SSC13877,0,0,0,0,0,0,0,4,3,9
SSC13878,5,0,5,133,48,4,194,394,72,658
SSC13879,5,0,5,70,30,0,99,190,17,310
SSC13880,0,0,0,0,0,0,0,0,0,0
SSC13881,0,0,0,10,0,0,10,16,3,27
SSC13882,0,0,0,0,0,0,0,0,0,0
SSC13883,3,0,3,36,9,3,46,124,25,191
SSC13884,0,0,0,3,3,0,8,11,0,14
SSC13885,0,0,0,3,3,0,3,38,0,48
SSC13886,76,26,102,316,145,9,473,1503,261,2245
SSC13887,47,12,63,512,226,16,750,1659,236,2645
SSC13888,0,0,0,0,0,0,0,0,0,0
SSC13889,5,0,9,17,20,0,37,177,49,262
SSC13890,23,10,29,110,47,6,163,599,121,877
SSC13891,0,0,0,3,0,0,3,8,0,16
SSC13892,0,0,0,0,0,0,0,13,0,14
SSC13893,0,0,0,0,0,0,0,21,7,32
SSC13894,9,0,15,165,52,12,229,550,68,856
SSC13895,0,0,0,23,3,0,26,49,9,87
SSC13896,3,0,6,51,12,0,66,143,34,250
SSC13897,4,0,4,9,0,0,17,33,11,56
SSC13898,0,0,0,8,0,0,4,28,7,33
SSC13899,0,0,0,10,3,0,19,28,0,48
SSC13900,0,0,0,16,3,0,19,75,3,92
SSC13901,0,3,3,13,6,0,24,28,14,67
SSC13902,4,4,11,44,8,0,48,142,41,238
SSC13903,3,0,3,14,9,0,21,76,21,112
SSC13904,0,0,0,7,0,0,4,13,0,18
SSC13905,0,0,0,10,3,0,14,7,8,35
SSC13906,0,0,0,17,3,0,25,56,12,86
SSC13907,137,17,161,2631,780,60,3478,7186,763,11421
SSC13908,0,0,0,7,3,0,12,34,0,46
SSC13909,0,0,0,6,0,0,6,21,4,31
SSC13910,0,0,0,3,0,0,3,3,0,4
SSC13911,0,0,0,37,11,3,50,128,24,195
SSC13912,217,77,297,869,378,33,1283,3308,448,5035
SSC13913,0,0,0,3,4,0,9,38,3,49
SSC13914,0,0,0,22,13,3,39,88,14,137
SSC13915,0,0,0,11,3,0,21,23,6,49
SSC13916,13,6,22,45,40,0,84,322,56,464
SSC13917,0,0,0,7,3,0,12,26,3,41
SSC13918,197,135,332,721,399,33,1159,3108,477,4735
SSC13919,0,0,0,9,3,0,9,44,13,71
SSC13920,0,0,0,17,9,0,22,93,4,122
SSC13921,0,0,0,5,3,0,14,20,0,29
SSC13922,0,0,0,3,0,0,4,21,3,32
SSC13923,11,6,13,48,20,0,66,233,74,378
SSC13924,0,0,0,0,0,0,0,0,0,0
SSC13925,162,74,235,550,263,29,839,2479,559,3879
SSC13926,0,0,0,0,0,0,0,0,0,0
SSC13927,0,0,0,35,11,0,43,131,15,196
SSC13928,8,7,22,148,42,7,199,438,73,708
SSC13929,102,15,123,525,242,18,786,1628,150,2575
SSC13930,3,0,4,33,10,0,42,86,11,141
SSC13931,0,0,0,0,0,0,0,8,0,8
SSC13932,31,13,46,136,58,9,202,626,144,975
SSC13933,5,0,6,77,37,0,113,239,19,374
SSC13934,19,3,31,467,207,22,692,1742,417,2852
SSC13935,3,0,3,8,6,0,13,47,7,75
SSC13936,0,0,0,7,6,0,17,28,9,61
SSC13937,0,0,0,4,0,0,4,24,11,32
SSC13938,0,0,0,5,0,0,5,5,4,12
SSC13939,0,0,0,7,0,0,8,35,0,46
SSC13940,14,7,26,77,41,8,126,359,83,563
SSC13941,0,0,0,11,9,0,23,30,6,57
SSC13942,0,0,0,16,14,0,33,50,17,99
SSC13943,0,0,0,0,0,0,0,8,0,15
SSC13944,0,0,0,17,4,0,20,28,8,62
SSC13945,3,0,3,38,30,0,64,219,38,322
SSC13946,0,0,3,16,23,0,37,75,17,137
SSC13947,4,0,4,49,18,0,71,122,3,194
SSC13948,7,0,7,14,13,3,35,41,3,74
SSC13949,6,0,6,0,0,0,0,45,13,58
SSC13950,13,0,12,167,58,3,228,470,44,740
SSC13951,20,5,24,199,95,8,303,638,90,1036
SSC13952,0,0,0,7,11,3,19,28,13,63
SSC13953,0,0,0,13,3,0,22,30,5,57
SSC13954,14,3,13,56,25,3,77,234,47,358
SSC13955,0,0,0,0,0,0,0,0,0,0
SSC13956,8,0,3,43,22,0,73,142,15,228
SSC13957,4,3,4,36,22,0,56,101,27,184
SSC13958,3,0,3,135,52,6,195,185,24,401
SSC13959,0,0,0,10,3,0,12,23,4,39
SSC13960,0,0,0,19,5,0,28,68,14,110
SSC13961,51,17,68,250,124,11,384,981,174,1537
SSC13962,121,26,142,797,371,42,1215,2612,324,4147
SSC13963,8,0,8,37,10,0,47,84,19,150
SSC13964,5,0,3,59,28,5,91,207,31,331
SSC13965,0,0,0,6,0,0,10,7,5,21
SSC13966,133,90,228,906,385,34,1327,3007,711,5039
SSC13967,0,0,0,9,4,3,16,21,0,43
SSC13968,0,0,0,6,12,0,19,39,8,65
SSC13969,362,86,447,514,287,20,817,4127,623,5570
SSC13970,0,0,0,0,0,0,3,21,0,27
SSC13971,0,0,0,25,12,3,40,104,16,156
SSC13972,0,0,0,0,0,0,0,12,3,9
SSC13973,113,27,133,353,160,18,536,1981,220,2736
SSC13974,0,0,0,10,0,0,7,62,16,91
SSC13975,3,0,3,16,9,0,27,108,10,142
SSC13976,3,0,3,22,9,0,29,76,15,125
SSC13977,0,0,0,9,3,0,11,54,4,69
SSC13978,0,0,0,3,0,0,3,3,4,12
SSC13979,59,14,74,201,100,3,308,1571,145,2024
SSC13980,364,36,407,2347,742,56,3136,5975,388,9500
SSC13981,0,0,0,7,9,0,19,45,6,66
SSC13982,23,4,22,392,108,4,503,1439,131,2077
SSC13983,70,10,81,580,184,29,791,1668,171,2627
SSC13984,464,112,575,826,513,37,1365,5080,885,7332
SSC13985,393,68,462,875,374,30,1282,4653,646,6572
SSC13986,253,94,356,761,324,27,1107,3597,638,5341
SSC13987,0,0,0,3,0,0,3,19,3,23
SSC13988,3,0,3,6,9,0,18,93,29,147
SSC13989,0,0,0,0,0,0,0,0,0,0
SSC13990,0,0,0,0,0,0,0,0,0,0
SSC13991,0,0,0,7,4,0,11,19,3,31
SSC13992,0,0,0,15,3,0,16,44,14,74
SSC13993,0,0,0,18,4,0,27,91,16,137
SSC13994,0,0,0,88,16,0,108,264,54,429
SSC13995,0,0,0,10,10,0,16,59,18,92
SSC13996,3,0,0,16,15,0,33,48,12,97
SSC13997,0,3,6,19,10,0,29,88,29,150
SSC13998,0,0,0,14,5,0,16,53,6,75
SSC13999,0,0,0,3,0,0,8,16,13,38
SSC14000,5,4,6,103,39,4,151,344,84,583
SSC14001,5,0,7,26,14,0,38,111,30,178
SSC14002,0,0,0,3,0,0,6,35,14,55
SSC14003,178,61,240,800,377,27,1201,3831,536,5568
SSC14004,34,3,34,104,45,8,159,435,60,656
SSC14005,0,3,4,38,4,0,44,99,45,182
SSC14006,36,9,42,413,130,10,549,6856,1068,8469
SSC14007,410,221,636,2580,1141,143,3860,8604,1268,13732
SSC14008,221,109,333,771,412,37,1224,2735,532,4493
SSC14009,0,0,0,4,0,0,4,20,0,25
SSC14010,0,0,0,3,0,0,3,11,0,13
SSC14011,11,5,14,70,37,3,118,265,55,440
SSC14012,0,3,4,3,0,0,7,17,3,20
SSC14013,0,0,0,3,0,0,3,3,0,6
SSC14014,0,0,0,4,0,0,3,17,3,27
SSC14015,4,0,4,26,24,0,50,148,31,230
SSC14016,0,0,0,0,0,0,0,4,0,4
SSC14017,0,0,0,13,3,0,13,21,11,48
SSC14018,0,0,0,9,7,0,13,28,7,50
SSC14019,0,0,0,12,3,0,9,56,8,76
SSC14020,6,0,6,22,5,0,29,88,16,130
SSC14021,0,0,0,22,10,4,39,117,5,157
SSC14022,3,0,3,18,9,0,23,80,11,116
SSC14023,0,0,0,0,3,0,3,0,0,6
SSC14024,0,0,0,20,6,0,29,43,14,77
SSC14025,0,0,0,3,0,0,8,28,5,41
SSC14026,0,0,0,3,0,0,3,18,4,24
SSC14027,0,0,0,3,0,0,3,4,0,5
SSC14028,0,0,0,17,10,0,24,57,13,91
SSC14029,3,0,3,34,5,0,40,63,18,123
SSC14030,0,0,0,15,11,0,28,59,10,99
SSC14031,0,0,0,0,0,0,0,0,0,0
SSC14032,0,0,0,0,0,0,0,6,0,6
SSC14033,9,0,9,65,45,0,105,318,42,472
SSC14034,0,0,0,3,0,0,6,15,4,30
SSC14035,0,0,0,29,12,0,39,120,45,199
SSC14036,0,0,0,0,0,0,0,0,0,0
SSC14037,0,0,0,12,7,0,21,67,21,107
SSC14038,0,0,0,0,0,0,0,16,3,21
SSC14039,0,0,0,3,0,0,3,19,0,23
SSC14040,0,0,0,0,0,0,0,5,0,8
SSC14041,3,0,6,135,41,7,183,390,86,659
SSC14042,0,0,0,6,7,0,14,21,8,45
SSC14043,0,0,0,18,7,0,29,63,9,104
SSC14044,4,0,4,9,3,0,14,47,8,65
SSC14045,3,0,4,21,5,0,24,71,8,106
SSC14046,0,0,0,14,0,0,11,12,4,29
SSC14047,0,0,0,0,0,0,0,3,3,8
SSC14048,0,0,0,17,3,0,19,21,11,52
SSC14049,0,0,0,26,3,0,25,50,14,95
SSC14050,0,0,0,27,18,0,42,131,16,187
SSC14051,65,4,72,410,170,10,594,1453,194,2243
SSC14052,4,8,14,38,18,0,61,192,72,325
SSC14053,0,0,0,6,0,3,6,0,0,12
SSC14054,0,0,0,3,0,0,3,14,0,12
SSC14055,7,3,13,160,58,12,226,401,70,697
SSC14056,0,0,0,0,0,0,0,12,0,12
SSC14057,4,9,13,35,17,0,50,145,69,271
SSC14058,0,0,0,7,0,0,7,10,0,16
SSC14059,0,0,0,18,3,0,20,64,30,113
SSC14060,0,0,0,21,19,0,46,111,16,168
SSC14061,72,26,100,332,190,25,539,1787,281,2609
SSC14062,3,3,6,33,11,0,41,85,5,133
SSC14063,7,3,14,134,43,7,187,278,16,486
SSC14064,4,0,4,78,35,6,112,223,48,391
SSC14065,80,9,85,968,579,41,1588,2732,182,4509
SSC14066,3,0,4,27,7,0,37,68,5,108
SSC14067,4,0,4,147,63,0,212,476,76,762
SSC14068,12,6,19,187,79,4,270,747,84,1104
SSC14069,16,3,19,206,95,16,316,596,42,957
SSC14070,6,0,6,9,9,3,28,61,11,102
SSC14071,217,21,247,1796,509,48,2354,4451,516,7325
SSC14072,3,0,3,29,14,0,47,123,22,192
SSC14073,0,0,0,38,24,0,62,162,21,244
SSC14074,87,22,106,729,206,18,952,2970,889,4819
SSC14075,95,25,127,461,231,24,717,1845,242,2805
SSC14076,23,12,29,146,86,8,242,589,133,966
SSC14077,0,0,0,0,0,0,0,0,0,0
SSC14078,0,0,0,3,0,0,3,50,4,60
SSC14079,3,0,3,342,75,17,434,811,48,1290
SSC14080,14,0,16,624,151,27,801,1182,107,2089
SSC14081,0,0,0,0,0,0,0,0,0,0
SSC14082,0,0,0,20,8,3,23,108,16,149
SSC14083,236,61,296,844,396,25,1270,4339,579,6191
SSC14084,7,0,5,32,17,3,45,121,13,182
SSC14085,609,69,678,3274,1028,79,4381,8775,781,13939
SSC14086,152,31,188,1300,247,10,1558,2895,303,4759
SSC14087,0,0,0,12,3,0,16,48,22,89
SSC14088,6,0,3,23,11,0,32,70,14,114
SSC14089,59,5,66,622,280,11,912,2737,204,3856
SSC14090,5,0,6,46,19,0,63,170,16,251
SSC14091,0,0,0,21,11,0,30,24,14,74
SSC14092,0,0,0,30,10,0,40,74,9,120
SSC14093,54,37,88,372,133,13,514,1297,289,2097
SSC14094,0,0,0,7,3,0,11,27,7,45
SSC14095,0,0,0,3,0,0,8,13,0,23
SSC14096,15,0,21,249,76,8,336,1010,266,1612
SSC14097,7,9,17,123,50,4,178,422,62,663
SSC14098,8,0,14,59,16,0,75,244,37,353
SSC14099,3,0,4,134,51,12,193,316,19,528
SSC14100,0,0,0,0,0,0,0,7,0,7
SSC14101,13,0,17,261,123,16,400,794,109,1307
SSC14102,12,0,12,38,22,0,62,389,43,498
SSC14103,4,0,4,95,30,5,127,238,56,425
SSC14104,6,0,7,223,73,7,301,433,51,789
SSC14105,0,0,0,32,0,0,35,45,12,87
SSC14106,0,0,0,7,5,0,15,46,3,69
SSC14107,0,0,0,15,7,0,21,42,12,76
SSC14108,0,0,0,4,9,0,14,11,0,27
SSC14109,7,3,10,42,32,0,73,175,39,283
SSC14110,0,0,0,3,0,0,5,9,0,14
SSC14111,4,0,4,26,6,0,30,103,12,142
SSC14112,3,0,3,110,58,0,162,362,66,590
SSC14113,3,0,5,39,17,0,52,154,15,218
SSC14114,24,8,32,308,124,11,438,900,203,1539
SSC14115,3,0,3,10,3,0,15,32,10,51
SSC14116,0,0,0,0,0,0,0,0,0,0
SSC14117,0,0,0,0,0,0,0,0,0,0
SSC14118,335,158,497,1740,859,68,2670,7031,743,10441
SSC14119,0,3,3,0,0,0,3,27,3,34
SSC14120,0,0,0,11,3,0,13,58,4,78
SSC14121,4,0,4,15,3,0,20,34,15,68
SSC14122,105,18,121,1243,501,66,1814,2985,280,5080
SSC14123,6,0,6,276,105,14,397,842,142,1377
SSC14124,0,0,0,4,3,0,7,12,9,27
SSC14125,0,0,0,10,0,0,10,21,3,38
SSC14126,0,0,0,25,3,0,25,36,44,105
SSC14127,3,0,3,50,26,0,78,165,22,270
SSC14128,0,0,0,13,17,0,27,92,10,129
SSC14129,0,0,0,0,0,0,0,12,4,17
SSC14130,0,0,0,3,3,0,6,25,4,35
SSC14131,3,0,3,14,4,0,15,56,8,78
SSC14132,0,0,0,3,12,0,11,41,21,82
SSC14133,0,0,0,12,8,0,15,37,15,69
SSC14134,0,0,0,9,0,0,11,23,3,37
SSC14135,53,11,70,373,249,12,630,1571,159,2360
SSC14136,0,0,0,22,9,0,35,93,23,149
SSC14137,0,0,0,16,0,0,16,24,12,52
SSC14138,0,0,0,9,0,0,9,16,3,29
SSC14139,0,0,0,5,7,0,14,52,0,63
SSC14140,45,77,117,273,155,3,436,1087,200,1728
SSC14141,83,270,352,612,250,24,890,2390,608,3886
SSC14142,59,67,119,392,168,16,580,1748,235,2566
SSC14143,0,0,0,14,5,0,18,46,14,76
SSC14144,6,0,8,101,39,6,145,396,135,676
