SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC11486,0,0,0,9,13,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,0,3,16,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,17,0,0,0,0,0,0,11,3,17,0,0,3,30,20,50
SSC11487,0,0,4,120,109,225,0,0,0,8,12,20,0,0,0,111,80,195,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,3,13,14,33,0,0,3,0,0,3,13,13,26,10,8,22,0,0,0,283,254,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,160,125,286,0,0,0,3,3,3,162,128,291,46,46,90,497,436,935
SSC11488,0,3,3,17,24,41,0,0,0,0,0,0,0,0,0,19,14,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,4,7,9,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,52,55,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,77,0,0,0,0,0,0,35,35,79,13,20,40,106,116,215
SSC11489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,8,11,19
SSC11490,0,0,0,28,22,58,0,0,0,3,5,3,0,0,0,35,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,83,73,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,58,0,0,0,0,0,0,26,31,58,3,0,3,114,101,218
SSC11491,7,15,25,313,403,720,4,0,4,11,22,32,5,4,11,579,628,1209,6,3,7,120,90,213,0,4,8,4,4,6,12,12,30,3,3,6,3,3,9,40,46,82,41,63,99,11,9,17,3,0,5,56,76,135,99,94,191,0,0,0,1316,1470,2784,0,0,4,13,19,37,0,0,0,0,0,0,0,0,0,5,4,11,5,4,11,534,495,1035,0,7,6,4,7,8,543,503,1050,135,147,290,2028,2165,4198
SSC11492,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,15,28
SSC11493,0,5,7,0,8,8,0,0,0,0,0,0,0,0,0,10,13,26,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,30,18,47,0,0,0,0,0,0,30,19,49,5,7,13,63,62,124
SSC11494,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,3,7,0,0,0,5,9,14
SSC11495,7,3,12,62,80,145,0,0,0,7,11,23,0,0,0,60,54,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,4,8,12,0,3,3,4,3,3,11,13,25,7,12,15,0,0,3,163,186,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,6,95,80,178,0,0,3,0,4,4,95,82,182,31,18,53,297,300,601
SSC11496,8,16,31,336,397,736,0,0,0,77,93,167,3,6,5,383,413,792,0,0,0,20,17,38,0,5,3,0,0,0,4,11,14,3,0,7,5,4,6,31,25,56,67,71,136,3,8,13,4,6,9,55,72,133,78,82,158,3,6,5,1071,1209,2281,3,3,9,3,3,3,3,0,3,0,0,0,0,0,0,6,6,19,6,8,19,737,666,1400,13,16,29,3,10,11,754,686,1440,117,122,243,1969,2060,4025
SSC11497,0,0,0,19,19,30,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,27,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,23,0,0,0,0,0,0,11,8,24,4,0,9,43,37,77
SSC11498,0,0,0,6,15,19,0,0,0,0,0,0,0,0,0,26,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,6,0,0,0,0,0,0,8,10,21,0,0,3,0,0,0,52,56,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,21,0,0,0,0,0,0,7,11,21,15,9,19,75,74,154
SSC11499,16,17,32,19,22,38,0,0,0,0,0,0,0,0,0,32,39,70,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,0,0,0,0,0,0,3,8,7,5,12,0,0,3,67,83,149,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,4,5,5,4,5,5,186,182,371,0,4,3,0,4,3,184,192,379,53,58,119,340,351,688
SSC11500,8,3,10,168,201,364,0,0,0,17,18,39,0,0,0,123,157,283,0,3,3,3,0,8,6,6,13,0,0,0,0,0,0,0,0,0,9,3,8,13,17,30,22,17,42,3,7,9,0,3,3,48,62,115,26,27,48,0,0,0,441,528,963,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6,3,3,4,276,233,510,3,3,7,0,3,3,282,240,514,52,59,113,782,831,1613
SSC11501,19,13,27,353,369,723,0,0,0,39,42,78,0,0,0,284,309,587,0,0,3,12,6,12,3,3,6,3,5,9,3,5,5,0,0,0,3,0,3,14,18,38,36,66,103,6,3,12,0,3,0,64,74,135,34,50,78,0,0,3,857,950,1802,3,0,7,0,0,4,0,0,0,0,0,0,0,0,0,4,3,4,4,3,4,388,331,717,3,3,6,3,0,3,392,339,730,99,94,193,1368,1398,2763
SSC11502,0,0,0,11,7,12,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,5,0,7,13,14,26,31,27,64
SSC11503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,4,0,8,7,8,13
SSC11504,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,0,0,0,0,0,0,4,6,14,3,3,3,21,18,37
SSC11505,0,0,0,13,10,26,0,0,0,0,0,0,0,0,0,14,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,8,3,11,0,0,0,0,3,3,9,6,15,8,4,7,0,0,0,47,53,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28,0,0,0,0,0,0,16,12,28,0,0,3,68,64,133
SSC11506,0,0,0,16,15,25,0,0,0,0,0,3,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,4,0,0,0,21,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,30,17,46,0,0,0,0,0,0,30,17,46,4,11,10,60,54,111
SSC11507,3,3,6,96,114,209,0,0,0,0,4,4,0,0,0,146,155,305,0,0,0,13,10,23,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,4,3,19,14,32,0,4,3,0,0,0,19,25,46,19,25,36,0,0,0,321,351,668,3,0,3,20,15,34,0,4,4,0,0,0,0,0,0,0,8,12,0,8,12,126,97,217,5,4,6,0,0,3,128,106,227,34,35,69,503,522,1023
SSC11508,3,4,4,18,21,45,0,0,0,0,0,0,0,0,0,21,27,50,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,3,5,0,5,4,50,67,113,3,0,3,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,58,58,123,0,0,0,0,0,0,58,58,123,21,27,42,137,162,297
SSC11509,6,3,8,22,36,55,0,0,0,3,3,3,0,0,0,22,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,0,0,0,0,0,11,10,16,3,7,9,0,0,0,61,77,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,92,74,164,3,0,4,0,3,4,92,79,172,23,17,39,184,177,369
SSC11510,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,5,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,16,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,0,0,0,0,0,0,10,4,8,0,0,5,22,25,48
SSC11511,4,5,6,37,27,60,0,0,0,0,0,0,0,0,0,27,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,3,7,0,4,4,4,7,10,0,0,0,72,67,137,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,4,3,4,5,40,27,69,0,0,0,0,0,0,45,31,74,23,18,40,145,119,265
SSC11512,0,0,0,11,10,19,0,0,0,0,0,0,0,0,0,11,3,14,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,4,5,4,11,0,0,0,26,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,19,0,0,0,0,0,0,6,14,19,4,8,13,46,44,83
SSC11513,0,0,0,28,25,52,0,0,0,0,0,0,0,0,0,27,23,49,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,7,11,18,0,0,5,0,0,0,70,68,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,37,79,0,0,0,0,0,0,46,34,84,4,3,5,122,112,233
SSC11514,0,0,0,11,13,27,0,0,0,0,0,0,0,0,0,21,24,44,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,43,48,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,19,0,0,0,0,0,0,15,11,19,11,5,18,64,60,129
SSC11515,51,58,110,972,1131,2100,0,0,0,47,52,98,29,25,54,1388,1528,2917,17,20,36,440,400,844,14,24,33,15,15,31,22,25,48,5,11,12,23,22,43,39,64,100,129,151,280,18,22,45,3,8,12,191,242,429,209,211,425,3,8,11,3569,3961,7526,46,50,100,108,107,214,3,3,6,0,4,3,3,5,5,13,24,40,21,31,49,1496,1269,2765,12,15,25,7,8,18,1521,1290,2807,402,347,745,5712,5844,11564
SSC11516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,0,0,0,0,0,0,5,10,21,0,0,0,9,14,28
SSC11517,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
SSC11518,8,10,19,193,216,413,0,0,0,12,19,33,0,0,0,178,183,362,0,0,0,5,10,16,0,0,0,0,0,0,3,4,11,0,0,0,3,0,3,3,3,7,23,33,61,3,3,5,0,0,0,31,41,71,8,20,31,0,0,0,460,541,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,4,8,175,156,328,0,0,0,0,3,3,175,164,335,121,129,251,769,843,1614
SSC11519,3,4,4,37,25,63,0,0,0,9,6,15,0,0,0,50,61,114,0,0,0,0,0,0,11,4,13,0,0,0,0,0,0,0,0,0,0,0,0,9,6,19,3,3,7,0,0,0,6,0,3,5,14,17,10,8,20,0,0,0,140,134,273,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,100,202,0,4,4,0,0,0,102,109,209,48,48,97,297,299,592
SSC11520,0,0,3,215,249,463,0,0,0,3,0,3,0,0,0,310,291,598,0,0,0,0,3,3,0,0,0,31,45,69,7,4,6,0,0,0,4,6,12,6,9,19,106,123,231,3,3,9,0,0,0,76,106,176,34,35,71,3,0,3,801,874,1680,8,3,12,3,3,9,0,0,0,0,0,0,0,3,3,4,0,4,4,3,3,272,247,522,0,0,3,3,0,4,276,251,529,145,145,289,1237,1280,2519
SSC11521,0,0,0,32,45,70,0,0,0,0,0,0,0,0,0,34,25,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,0,0,0,0,0,0,0,8,10,4,3,7,0,0,0,74,82,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,45,44,88,0,0,0,0,0,0,45,44,88,11,14,25,132,140,272
SSC11522,0,0,0,8,12,21,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,22,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,9,16,0,0,0,0,0,0,9,9,21,0,3,4,28,34,63
SSC11523,3,0,3,44,36,82,0,0,0,3,0,4,0,0,0,37,38,80,0,0,0,0,0,0,3,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,12,12,0,0,3,0,0,0,7,8,21,7,6,12,0,0,0,107,111,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,71,154,0,0,0,0,0,0,83,72,153,52,40,95,250,225,477
SSC11524,0,0,0,23,15,42,0,0,0,0,0,0,0,0,0,12,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,8,0,7,0,4,4,0,0,0,49,33,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,47,0,0,0,0,0,0,28,20,48,15,12,19,87,67,157
SSC11525,0,0,0,8,7,11,0,0,0,0,0,0,0,0,0,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,16,19,36
SSC11526,5,4,6,124,136,256,0,0,0,8,16,22,0,0,0,99,124,225,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,3,4,7,3,6,7,12,19,26,0,0,0,3,3,9,21,24,47,14,9,21,4,4,8,306,343,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,173,129,302,3,0,4,0,0,4,172,135,314,38,27,70,525,515,1039
SSC11527,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,11,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,20,0,0,0,0,0,0,7,10,20,3,7,7,27,29,54
SSC11528,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11
SSC11529,0,3,3,27,32,58,0,0,0,0,0,0,0,0,0,19,11,32,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,12,0,0,0,0,0,0,0,4,9,3,0,6,0,6,4,62,63,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,67,0,0,0,0,0,0,33,33,67,15,15,29,106,114,216
SSC11530,72,124,200,316,406,720,0,0,0,26,28,54,3,0,3,1885,2153,4042,0,0,0,206,205,412,11,27,32,4,4,10,6,10,15,12,16,25,15,16,35,37,40,74,52,94,150,5,3,8,4,7,11,50,64,111,46,72,117,0,0,5,2680,3139,5823,35,32,68,44,50,98,14,15,27,0,0,0,0,0,0,14,25,35,20,25,39,1141,1040,2180,16,14,29,3,15,19,1166,1067,2227,416,458,873,4441,4915,9356
SSC11531,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,11,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,18,12,30
SSC11532,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,3,6,8,0,0,3,14,16,25
SSC11533,23,47,69,520,556,1073,0,0,0,68,79,144,7,3,14,589,610,1202,0,0,0,54,44,91,11,14,24,4,6,10,6,4,13,3,4,7,7,4,13,40,29,68,57,49,99,23,38,59,6,7,13,100,133,229,70,90,158,0,0,0,1556,1677,3233,56,63,123,55,52,106,0,0,0,0,0,0,6,3,12,3,10,11,11,18,27,697,564,1258,10,6,17,4,0,6,705,571,1275,147,154,306,2555,2578,5136
SSC11534,22,44,61,532,657,1187,0,0,0,20,21,42,0,0,0,1005,1058,2072,5,4,8,256,276,530,27,22,50,3,7,14,7,5,12,4,4,9,10,12,15,29,32,69,47,49,97,0,5,3,0,3,3,83,112,188,134,136,272,0,4,3,2159,2407,4570,18,18,34,41,48,95,0,0,0,0,0,0,0,0,0,3,9,16,3,9,16,791,632,1425,14,11,20,0,0,0,798,646,1451,244,212,456,3293,3387,6679
SSC11535,8,13,19,227,245,470,0,0,0,17,17,42,0,0,0,164,169,332,0,0,0,4,8,16,0,3,4,0,0,0,7,3,5,0,0,0,4,4,7,26,25,43,31,38,63,3,4,14,4,0,4,65,87,155,30,19,46,3,3,3,579,628,1203,12,5,13,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,242,507,3,3,10,0,0,0,268,245,516,53,45,93,923,935,1856
SSC11536,20,11,25,1005,1073,2082,0,0,0,73,76,153,4,3,6,1475,1491,2964,0,0,0,6,12,20,9,12,14,0,0,0,17,13,37,0,0,0,8,7,16,32,34,62,161,175,337,16,19,32,3,6,8,161,197,361,34,61,97,0,0,3,3004,3187,6189,9,4,10,8,10,16,0,0,0,7,0,7,3,3,8,4,3,7,10,8,22,694,610,1303,6,0,12,3,0,3,700,610,1314,433,424,856,4183,4244,8432
SSC11537,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,36,0,0,0,0,0,0,17,22,38,5,3,8,34,31,68
SSC11538,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,6,3,13
SSC11539,0,0,0,39,28,60,0,0,0,11,6,22,0,0,0,10,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,3,4,5,0,10,0,0,0,68,63,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,28,0,0,0,0,0,0,12,11,28,13,11,21,96,83,180
SSC11540,0,0,0,15,10,19,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,5,8,14,27,29,54
SSC11541,3,0,3,14,15,27,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,26,44,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,19,0,0,0,0,0,0,11,12,19,9,7,21,46,44,92
SSC11542,0,0,0,5,5,8,0,0,0,0,0,0,0,0,0,11,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,3,0,0,0,27,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,11,0,0,0,0,0,0,11,5,11,0,3,0,40,29,65
SSC11543,0,0,0,9,6,19,0,0,0,0,0,0,0,0,0,19,24,40,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,41,40,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,0,0,0,0,0,0,7,6,14,7,0,11,56,45,104
