SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC12723,954,2154,287,432,48,128,333,561,4,8,5,5,12,20,0,0,17,33,0,0,0,4,0,0,3,3,3,11,9,13,1319,2777,174,..,1498,2777
SSC12724,228,676,9,15,3,11,16,28,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,244,712,41,..,283,712
SSC12725,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,14,..,27,16
SSC12726,29,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,78,3,..,32,78
SSC12727,431,1084,131,211,5,9,131,224,12,15,0,0,0,0,0,0,12,15,0,0,0,0,0,0,6,15,6,15,6,8,590,1345,62,..,650,1345
SSC12728,1617,4913,219,475,385,1232,605,1709,193,388,353,722,968,2089,0,0,1513,3196,0,0,0,0,0,0,5,22,5,22,9,32,3753,9871,274,..,4019,9871
SSC12729,45,120,6,13,77,193,83,211,34,83,128,295,101,238,0,0,261,619,0,0,0,0,0,0,3,6,3,6,4,3,390,954,50,..,445,954
SSC12730,68,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,71,176,20,..,89,176
SSC12731,97,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,252,4,..,100,252
SSC12732,225,550,10,25,0,0,10,25,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,242,578,30,..,267,578
SSC12733,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66,20,..,50,66
SSC12734,1439,3316,29,35,9,11,36,46,103,154,0,0,0,0,0,0,103,154,30,59,3,6,0,0,3,11,34,71,14,44,1632,3636,184,..,1818,3636
SSC12735,321,755,5,17,40,76,50,90,17,34,0,0,0,0,0,0,17,34,0,0,0,0,0,0,0,0,0,0,4,7,387,883,139,..,519,883
SSC12736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12737,48,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,50,128,11,..,59,128
SSC12738,3901,12079,719,1868,620,1524,1337,3397,1468,2910,2611,4716,1579,2636,43,91,5699,10354,0,0,4,8,0,0,45,109,53,121,33,67,11022,26010,1372,..,12398,26010
SSC12739,2716,6933,274,411,31,76,302,485,79,126,0,0,0,0,0,0,83,127,43,57,0,0,0,0,11,19,51,78,28,53,3193,7672,353,..,3542,7672
SSC12740,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,3,..,13,32
SSC12741,210,489,0,3,3,3,0,3,8,9,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,4,220,513,195,..,415,513
SSC12742,42,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,113,5,..,44,113
SSC12743,174,389,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,7,0,0,0,0,0,3,0,3,4,4,5,14,192,421,84,..,274,421
SSC12744,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,5,..,16,21
SSC12745,3332,11077,45,87,92,208,131,302,4,3,0,0,0,3,0,0,3,7,0,0,0,6,0,0,0,0,0,6,0,11,3470,11401,118,..,3588,11401
SSC12746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12747,55,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,0,0,57,141,10,..,63,141
SSC12748,1406,3354,59,79,7,10,68,88,64,76,0,0,0,0,0,0,60,76,0,0,0,0,0,0,3,12,3,12,0,0,1533,3533,168,..,1697,3533
SSC12749,86,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,3,0,0,9,9,0,3,96,200,10,..,106,200
SSC12750,2149,6620,17,44,75,193,88,232,4,13,0,0,0,0,3,4,7,14,0,0,0,0,0,0,0,5,0,5,10,16,2257,6889,126,..,2381,6889
SSC12751,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,..,5,9
SSC12752,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC12753,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,3,..,19,18
SSC12754,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,17,..,31,35
SSC12755,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,..,4,6
SSC12756,2231,7963,635,1982,766,2892,1400,4872,22,36,364,891,884,2261,0,3,1274,3186,0,0,0,0,11,37,7,23,18,59,14,42,4936,16128,313,..,5248,16128
SSC12757,50,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,146,3,..,49,146
SSC12758,74,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,76,199,13,..,86,199
SSC12759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12760,42,94,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,42,106,0,..,42,106
SSC12761,109,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,261,13,..,119,261
SSC12762,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,..,9,15
SSC12763,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,3,..,9,21
SSC12764,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,5,..,17,26
SSC12765,201,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,203,677,16,..,226,677
SSC12766,993,2561,241,384,54,115,292,504,65,118,0,0,0,0,0,0,65,118,0,5,0,5,0,0,3,4,7,15,3,4,1361,3199,106,..,1467,3199
SSC12767,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,14,..,23,15
SSC12768,505,1498,3,12,7,17,9,28,30,54,0,0,0,0,0,0,30,54,0,3,0,0,0,0,3,3,3,4,0,0,551,1576,46,..,598,1576
SSC12769,319,968,3,4,0,4,3,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,13,332,995,16,..,344,995
SSC12770,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,..,0,8
SSC12771,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,8,..,19,37
SSC12772,518,1555,18,49,7,23,32,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,555,1635,32,..,580,1635
SSC12773,26,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,68,3,..,31,68
SSC12774,302,1011,10,18,34,133,44,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,346,1161,22,..,364,1161
SSC12775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12776,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,54,3,..,27,54
SSC12777,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,0,6
SSC12778,34,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,10,0,0,36,79,19,..,55,79
SSC12779,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,3,..,25,44
SSC12780,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,..,6,16
SSC12781,51,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,129,7,..,58,129
SSC12782,527,1500,13,30,3,3,16,34,10,27,0,0,0,0,0,0,10,27,0,0,0,0,0,0,0,0,0,0,3,5,555,1565,42,..,595,1565
SSC12783,31,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,88,3,..,34,88
SSC12784,451,1297,0,0,0,0,0,0,4,12,0,4,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,457,1311,27,..,484,1311
SSC12785,2539,8656,74,130,223,532,293,665,43,90,7,16,10,9,3,4,64,122,0,0,0,0,0,3,6,24,7,24,6,17,2909,9480,185,..,3094,9480
SSC12786,112,330,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,117,330,22,..,138,330
SSC12787,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,3,..,26,43
SSC12788,1029,2952,3,8,0,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,2967,57,..,1096,2967
SSC12789,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,..,6,19
SSC12790,35,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,83,5,..,39,83
SSC12791,502,1310,9,20,22,50,39,73,11,21,0,0,0,0,0,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,551,1406,39,..,589,1406
SSC12792,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,..,12,13
SSC12793,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,19,0,..,9,19
SSC12794,23,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,63,0,..,24,63
SSC12795,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,57,8,..,40,57
SSC12796,295,1075,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,12,0,0,0,0,0,0,0,0,0,0,0,11,301,1099,10,..,308,1099
SSC12797,387,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,396,870,158,..,556,870
SSC12798,31,77,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,85,19,..,56,85
SSC12799,118,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,349,6,..,129,349
SSC12800,24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,11,12,0,0,0,0,20,23,4,5,47,80,3,..,48,80
SSC12801,1648,4525,7,9,29,47,30,50,11,16,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,5,0,5,3,7,1697,4605,120,..,1817,4605
SSC12802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12803,47,107,0,0,0,0,0,0,14,21,0,0,0,0,0,0,14,21,0,0,22,29,0,0,0,0,20,30,3,0,83,158,11,..,90,158
SSC12804,33,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,58,38,..,67,58
SSC12805,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51,5,..,28,51
SSC12806,35,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,81,11,..,45,81
SSC12807,22,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,50,5,..,28,50
SSC12808,60,165,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,169,0,..,61,169
SSC12809,31,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,63,6,..,38,63
SSC12810,23,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,83,0,..,23,83
SSC12811,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,45,17,..,40,45
SSC12812,3437,8831,268,444,17,29,290,474,181,281,10,9,0,0,0,0,187,288,24,31,31,39,0,0,4,6,60,81,19,43,3988,9710,525,..,4511,9710
SSC12813,195,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201,559,16,..,210,559
SSC12814,524,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,534,1745,48,..,582,1745
SSC12815,19,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,85,3,..,31,85
SSC12816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12817,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,53,14,..,32,53
SSC12818,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,..,7,12
SSC12819,28,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,77,0,..,35,77
SSC12820,63,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,63,158,12,..,72,158
SSC12821,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,56,10,..,34,56
SSC12822,170,473,3,5,0,0,5,9,6,16,0,0,0,0,0,0,6,16,9,14,3,8,0,0,0,9,18,24,0,0,193,524,26,..,225,524
SSC12823,44,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,118,9,..,51,118
SSC12824,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43,6,..,23,43
SSC12825,30,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,79,7,..,39,79
SSC12826,159,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,500,9,..,170,500
SSC12827,44,118,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,43,120,12,..,51,120
SSC12828,1184,2917,31,63,7,14,40,76,78,117,0,0,0,0,0,0,79,118,17,20,7,23,0,0,3,3,23,45,10,13,1338,3173,150,..,1491,3173
SSC12829,168,442,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,3,4,0,0,0,0,4,11,0,0,179,458,8,..,192,458
SSC12830,710,1658,42,65,0,4,43,70,100,145,0,0,0,0,0,0,100,145,4,4,7,16,0,0,3,11,16,34,7,8,875,1913,331,..,1206,1913
SSC12831,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,57,8,..,30,57
SSC12832,101,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,5,10,0,3,105,235,35,..,140,235
SSC12833,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,0,..,15,30
SSC12834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12835,37,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,42,106,6,..,45,106
SSC12836,34,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,89,7,..,38,89
SSC12837,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,56,4,..,26,56
SSC12838,29,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,83,3,..,30,83
SSC12839,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,3,..,23,40
SSC12840,67,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,196,11,..,77,196
SSC12841,46,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,110,9,..,55,110
SSC12842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12843,204,486,11,17,0,0,11,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,4,3,7,0,0,223,505,98,..,319,505
SSC12844,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,3,3
SSC12845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12846,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,11,..,26,30
SSC12847,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,3,..,23,49
SSC12848,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,56,3,..,29,56
SSC12849,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,42,17,..,41,42
SSC12850,72,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,79,224,17,..,93,224
SSC12851,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SSC12852,77,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,79,207,24,..,105,207
SSC12853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12854,206,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,596,29,..,232,596
SSC12855,58,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,140,28,..,86,140
SSC12856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12857,18,74,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,23,74,0,..,24,74
SSC12858,145,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,142,350,40,..,183,350
SSC12859,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,3,..,16,37
SSC12860,987,3028,3,3,0,0,3,3,3,10,0,0,0,0,0,0,3,10,0,0,0,0,4,0,0,0,3,3,3,7,1002,3052,79,..,1075,3052
SSC12861,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,..,0,6
SSC12862,24,60,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,31,72,11,..,47,72
SSC12863,40,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,102,4,..,46,102
SSC12864,392,865,0,3,0,0,0,3,13,14,0,0,0,0,0,0,13,14,0,0,0,0,0,3,0,0,3,3,4,10,406,896,84,..,487,896
SSC12865,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,..,7,7
SSC12866,2041,5486,171,280,56,105,226,384,352,495,24,27,0,0,0,0,376,520,0,3,0,0,0,0,0,0,4,8,13,50,2664,6440,202,..,2865,6440
SSC12867,93,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,91,299,4,..,101,299
SSC12868,3811,10033,367,638,148,246,517,890,23,38,4,14,0,0,0,0,28,52,6,12,0,0,0,0,3,9,14,23,21,34,4395,11028,794,..,5189,11028
SSC12869,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,3,..,11,31
SSC12870,37,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,93,7,..,41,93
SSC12871,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,30,0,..,15,30
SSC12872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12873,55,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,171,3,..,62,171
SSC12874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,3,0
SSC12875,112,255,0,0,3,11,3,11,11,21,0,0,0,0,0,0,11,21,6,5,20,24,0,0,0,0,21,34,0,0,147,316,58,..,207,316
SSC12876,31,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,72,8,..,37,72
SSC12877,328,815,0,3,0,0,0,3,0,10,0,0,0,0,0,7,4,12,5,16,11,30,0,0,0,0,15,44,10,24,358,896,53,..,411,896
SSC12878,29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,8,0,0,0,0,11,14,4,3,39,77,34,..,78,77
SSC12879,27,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,79,5,..,38,79
SSC12880,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,41,3,..,27,41
SSC12881,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,4,..,14,36
SSC12882,22,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,67,18,..,42,67
SSC12883,79,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,168,54,..,135,168
SSC12884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,9,0,..,0,9
SSC12885,442,1147,0,6,0,0,0,6,0,3,3,0,0,0,0,0,7,5,3,3,0,0,3,12,0,0,7,17,0,0,453,1179,42,..,496,1179
SSC12886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC12887,1956,4398,157,218,27,67,188,291,313,509,48,82,24,34,0,0,382,631,54,88,183,250,0,0,17,33,250,372,11,16,2791,5706,387,..,3178,5706
SSC12888,22,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,53,18,..,36,53
