SA2_MAINCODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
117031333,31,22,8,10,0,0,72,34,13,3,0,0,0,54,183,197,80,38,18,8,515,215,206,81,38,17,8,565,103,56,8,0,0,0,169,758,333,57,20,6,0,1170,3416,2015,242,76,18,3,5763,21,5,0,0,0,0,27,4295,2415,306,95,18,5,7125,7,0,0,0,0,0,5,124,0,0,0,0,0,124,4,3,3,0,0,0,8,134,3,3,0,0,0,136,12,3,3,3,0,0,23,4688,2652,399,139,35,13,7926,15,12,9,10,4,0,44,20,11,3,0,0,0,36,185,209,72,44,13,6,524,206,220,76,48,13,6,560,80,62,7,4,0,0,149,669,363,79,21,3,0,1137,4143,2510,394,117,17,0,7180,7,0,0,0,0,0,9,4899,2934,480,141,22,0,8475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,3,0
117031334,3,3,3,0,0,0,13,12,24,8,5,3,0,50,97,156,79,51,21,11,409,109,180,86,59,23,11,463,42,40,14,8,3,0,102,130,124,34,14,4,3,316,1625,2233,647,323,78,39,4950,0,0,0,0,0,0,0,1793,2400,699,350,87,41,5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,3,0,0,0,6,0,0,0,0,0,0,0,1911,2588,784,405,108,44,5846,6,12,6,10,0,3,31,30,39,14,18,3,0,108,136,209,95,65,27,12,543,172,242,108,84,34,8,646,76,96,44,15,6,3,242,285,291,97,49,12,6,745,1993,2531,786,431,105,38,5886,0,4,0,0,0,0,5,2355,2925,931,498,125,47,6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,12,8,4
117031335,30,28,11,16,4,0,90,136,213,64,41,14,0,465,342,608,279,159,58,39,1487,479,818,340,206,69,41,1953,126,79,31,13,0,3,246,543,332,83,29,15,3,1011,1331,1119,267,111,34,15,2873,4,0,3,0,0,0,11,2006,1540,384,154,47,17,4138,0,0,0,0,0,0,0,45,0,0,0,0,0,45,16,18,3,5,0,0,47,64,18,3,5,0,0,90,3,3,0,0,0,0,14,2578,2409,745,380,116,59,6281,133,158,95,55,11,4,442,32,81,30,17,6,0,160,374,599,314,214,75,39,1608,400,682,338,234,77,39,1766,139,81,29,12,3,0,260,504,438,104,45,6,3,1107,1720,1359,379,137,32,21,3649,5,11,3,4,0,0,21,2378,1886,516,192,43,27,5033,0,3,0,0,0,0,4,0,0,0,0,0,0,0,14,10,3,0,0,0,31,14,12,4,0,0,0,31,11,8,0,0
117031336,24,38,8,5,4,0,76,32,59,17,7,0,0,115,403,602,236,164,65,28,1492,433,658,252,167,65,28,1610,121,89,14,9,3,5,245,411,319,66,24,9,0,830,1546,1354,151,63,11,7,3122,0,0,0,0,0,0,0,2084,1763,238,100,17,8,4202,0,0,0,0,0,0,0,52,0,0,0,0,0,60,13,10,3,3,0,0,32,67,12,3,4,0,0,91,0,0,0,0,0,0,0,2609,2466,504,273,86,39,5980,32,40,10,3,0,0,96,35,43,18,9,0,0,101,451,743,339,196,59,34,1823,481,792,350,206,58,35,1923,134,115,18,8,3,0,272,370,301,74,16,12,6,785,1923,1554,220,80,15,3,3788,0,0,0,0,0,0,3,2427,1970,310,107,26,14,4849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,11,4,0,0,64,17,24,11,4,0,0,64,14,4,3,0
117031337,60,64,40,43,16,8,228,20,15,0,0,0,0,31,126,84,42,34,10,3,302,140,99,43,39,10,3,335,132,183,83,69,19,10,494,42,28,8,5,0,0,87,1543,1752,607,484,126,51,4573,7,4,3,4,0,0,22,1723,1969,707,564,152,64,5176,0,0,0,3,0,0,10,58,0,0,0,0,0,59,8,0,4,3,0,0,18,66,3,3,9,0,0,90,0,11,7,4,0,0,20,1990,2144,804,658,176,73,5851,79,87,31,31,6,9,235,69,23,3,4,0,0,108,49,34,8,8,0,3,105,127,56,18,10,0,4,215,52,30,5,3,0,0,93,3,0,0,0,0,0,8,2610,2873,1043,870,214,99,7708,4,0,0,0,0,0,8,2667,2907,1047,872,215,99,7808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,19,7,7,3
117031338,170,321,211,180,83,53,1016,83,95,36,33,11,3,260,93,163,101,62,26,13,455,176,261,135,96,35,15,713,177,67,13,7,3,0,267,459,333,65,15,3,0,883,1559,1551,603,251,51,14,4026,0,0,0,0,0,0,4,2191,1954,681,277,56,16,5176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,31,19,9,0,0,0,0,31,0,3,0,0,0,0,3,2558,2550,1028,555,172,81,6943,170,275,183,148,86,44,906,211,287,143,86,27,7,759,89,82,50,35,15,0,275,297,372,195,125,41,14,1035,175,137,23,14,0,0,349,315,198,63,27,5,3,610,1907,2288,835,432,88,35,5579,24,3,0,0,0,0,32,2424,2626,924,470,94,36,6573,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,3,0,0,8,202,84,12,10
118011339,360,433,275,350,158,50,1625,115,172,107,86,23,8,508,56,103,56,65,25,6,308,175,276,162,149,41,12,813,323,381,94,49,19,0,862,666,730,181,73,17,5,1674,496,572,138,47,20,4,1271,4,4,4,3,0,0,14,1491,1681,420,174,50,12,3824,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25,35,16,9,4,4,92,25,34,16,9,6,4,97,0,0,0,0,0,0,0,2048,2426,874,677,264,70,6353,196,376,253,327,180,70,1405,119,195,128,111,45,16,624,48,104,67,79,19,5,335,169,303,194,191,63,27,953,317,420,161,68,12,3,979,557,643,180,56,13,0,1448,723,870,280,95,12,5,1989,0,3,0,0,0,0,7,1609,1933,627,211,38,11,4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,7,10,3,3,70,17,26,7,10,3,3,70,3,3,6,0
118011340,199,302,173,268,96,32,1073,185,282,166,134,36,5,819,64,125,83,119,38,10,434,249,406,255,254,76,19,1254,594,741,239,106,24,4,1717,834,877,203,75,7,0,1993,426,356,78,26,5,0,886,0,3,0,0,0,0,9,1858,1973,514,202,38,4,4597,0,0,0,0,0,0,0,20,0,0,0,0,0,20,10,8,0,0,0,0,16,28,8,0,0,0,0,37,0,4,0,0,0,0,4,2341,2694,941,735,211,58,6968,165,286,224,297,136,34,1140,177,259,144,149,53,5,785,105,154,108,128,57,15,567,279,415,257,279,113,15,1349,479,633,220,102,21,4,1465,1006,1170,333,117,18,0,2647,547,501,121,35,4,0,1208,0,0,0,0,0,0,3,2034,2304,673,256,44,7,5316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,4,3,3,0,43,25,15,4,3,3,0,43,0,3,3,0
118011341,231,351,195,241,84,44,1148,191,245,121,121,32,11,725,182,281,173,144,38,11,824,370,524,293,267,72,25,1549,303,256,65,29,8,0,658,333,293,71,29,0,0,738,782,672,168,89,16,4,1731,13,14,3,0,0,0,34,1436,1237,304,146,25,11,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,6,0,0,0,32,7,14,6,0,0,0,32,0,0,0,0,0,0,0,2048,2118,792,654,183,73,5875,193,288,195,233,85,32,1035,161,235,118,125,28,6,676,220,356,213,210,65,22,1082,380,593,332,334,94,25,1761,215,191,58,18,9,0,495,352,329,104,43,3,3,837,880,748,216,108,28,5,1978,3,0,0,0,0,0,4,1451,1272,371,176,40,7,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,8,6,3,0,37,17,12,8,6,3,0,39,3,4,7,4
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,304,626,317,464,268,107,2094,40,52,21,33,0,0,152,134,202,97,74,29,7,548,173,253,124,103,36,7,699,327,404,166,83,24,6,1014,602,805,217,106,12,5,1751,1632,1378,261,116,18,5,3408,4,3,0,0,0,0,6,2567,2591,643,304,59,11,6180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,4,4,0,0,0,0,8,15,5,3,5,0,0,23,3063,3482,1085,876,358,131,9001,324,556,305,504,285,114,2089,44,50,27,28,11,0,161,141,252,121,78,33,6,634,188,306,141,106,43,6,795,179,225,99,53,18,4,575,721,963,285,114,25,7,2108,1723,1573,361,159,30,9,3853,3,5,0,0,0,0,5,2624,2760,743,328,74,14,6544,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,3,0,0
118011344,209,401,239,384,175,34,1442,34,69,35,45,10,9,196,53,96,42,60,18,3,279,92,158,80,102,31,8,469,120,85,23,23,0,3,253,337,307,99,46,8,5,793,235,248,85,46,14,3,637,0,0,0,0,0,0,0,691,644,206,111,30,9,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,989,1203,523,602,236,53,3608,158,381,221,347,208,51,1365,40,63,30,44,10,0,189,78,135,75,84,43,7,423,118,204,106,125,52,9,609,136,100,44,26,5,0,322,294,352,105,66,17,9,835,326,306,96,74,14,3,816,0,0,0,0,0,0,3,761,754,248,164,30,12,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,3,0,0
118011345,47,71,30,48,17,14,219,76,85,17,11,4,0,190,728,1252,581,440,104,22,3132,806,1340,600,454,109,22,3328,187,128,28,15,3,3,367,292,158,27,6,0,0,478,1016,437,76,16,3,0,1552,3,0,0,0,0,0,4,1499,722,127,44,6,3,2404,0,0,0,0,0,0,0,14,0,0,0,0,0,14,27,21,6,3,0,0,61,39,21,6,3,0,0,71,7,8,0,0,0,0,15,2397,2157,765,544,138,36,6033,107,141,60,75,22,10,422,74,93,54,32,3,0,251,695,1131,592,455,106,11,2987,769,1227,646,484,105,11,3238,154,96,13,3,3,0,273,351,256,42,9,0,0,653,937,448,75,13,0,3,1481,0,0,0,0,0,0,4,1439,804,129,26,4,3,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,7,0,0,31,8,15,0,7,0,0,31,15,14,4,4
118011346,266,533,299,437,280,88,1894,22,36,8,27,8,0,108,30,60,30,42,11,4,170,54,91,41,71,20,4,280,153,174,65,50,17,4,466,239,287,74,49,10,0,658,98,92,27,13,4,0,238,3,0,0,0,0,0,3,491,549,172,116,30,8,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,7,8,0,0,41,8,19,7,10,0,0,40,6,3,0,3,0,0,10,821,1199,523,629,329,97,3594,250,540,330,489,307,105,2025,34,44,27,23,10,3,148,32,62,39,44,14,0,197,71,102,73,71,30,0,344,163,236,105,70,19,3,590,219,296,114,43,7,0,672,101,101,28,22,6,0,252,0,0,0,0,0,0,0,480,629,248,129,30,5,1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,0,18,4,4,3,4,0,0,18,0,0,0,0
118011347,167,265,139,135,74,20,803,58,56,26,16,5,0,162,123,200,93,63,22,3,507,185,253,117,77,32,7,667,193,110,26,14,3,0,359,228,188,31,26,0,0,466,326,210,47,20,4,0,598,0,0,0,0,0,0,3,746,507,106,55,7,0,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,3,3,0,0,0,0,12,0,0,0,0,0,0,4,1094,1039,372,276,103,27,2906,83,166,68,112,55,16,501,92,100,34,27,11,0,267,201,299,168,134,42,8,840,294,401,204,160,47,7,1110,99,76,32,10,5,0,215,253,239,41,11,3,0,552,368,234,65,19,8,0,696,0,0,0,0,0,0,0,722,557,134,37,13,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0
118021348,318,648,402,533,242,77,2217,138,185,106,106,31,10,574,95,179,72,96,28,11,472,228,358,173,200,59,25,1043,507,624,215,97,18,0,1464,1263,1215,307,129,21,4,2946,588,662,184,69,12,0,1513,9,7,0,3,0,0,17,2369,2514,706,299,46,5,5939,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,18,10,5,0,0,38,7,19,10,5,0,0,42,3,0,0,0,0,0,5,2924,3548,1293,1035,346,108,9250,296,561,349,554,241,74,2068,148,196,121,149,45,8,662,138,188,158,138,44,6,675,288,385,273,287,85,18,1338,446,535,209,117,17,3,1328,1078,1092,364,151,25,3,2720,774,943,259,110,13,0,2101,3,3,3,0,0,0,12,2307,2572,832,378,60,5,6155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,3,3,0,0,0,6,0,3,3,0
118021350,594,1084,702,856,388,190,3813,125,105,48,37,34,3,359,167,257,215,249,86,33,1019,294,365,263,291,124,35,1373,343,69,21,8,5,0,444,224,159,55,19,9,0,467,58,33,7,7,0,0,99,3,5,0,0,0,0,8,627,262,91,28,16,5,1017,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,0,0,0,17,5,3,5,0,0,3,20,0,5,3,0,0,0,10,1526,1717,1059,1174,523,234,6237,612,1125,717,979,442,203,4079,95,68,40,45,17,3,271,153,254,213,251,102,33,1007,257,319,255,293,115,42,1278,288,73,20,4,5,0,393,358,199,68,33,12,0,671,150,113,49,25,4,3,338,0,4,0,0,0,0,6,795,395,130,62,25,5,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,7,7,4,3,41,10,15,7,7,4,3,43,9,7,0,3
118021564,223,406,252,255,132,66,1340,13,35,18,23,0,0,82,30,41,23,15,0,3,115,44,72,41,36,6,3,201,115,133,75,32,6,7,372,351,376,134,72,14,6,954,269,344,115,53,25,10,813,5,5,0,0,0,0,10,744,861,331,162,45,19,2153,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,15,5,9,3,0,0,3,18,0,0,0,0,0,0,0,1016,1343,621,454,181,82,3705,142,261,174,260,120,54,1004,24,40,39,21,5,0,123,17,28,15,13,3,3,81,36,66,50,38,13,7,210,135,142,64,34,7,0,379,226,295,134,82,13,3,758,516,691,254,127,33,12,1630,0,3,0,0,0,0,6,874,1132,446,247,58,10,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6,3,0,0,32,14,8,6,3,0,0,32,3,0,0,0
118021565,310,539,421,402,190,71,1937,80,131,101,82,23,6,419,31,48,42,34,9,3,161,115,174,138,121,27,11,578,145,132,64,53,6,3,398,251,289,140,72,12,8,766,275,391,216,107,21,7,1015,6,4,0,3,0,0,11,674,816,419,231,35,16,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,3,0,0,0,27,5,13,3,0,0,0,27,0,0,0,0,0,0,7,1097,1544,989,759,260,98,4743,302,524,355,441,202,74,1900,54,91,68,84,18,5,319,43,70,80,59,21,9,273,98,162,148,135,35,13,596,107,103,71,48,11,4,352,352,452,216,127,31,7,1178,289,328,229,126,31,10,1017,5,0,3,0,0,0,13,753,883,521,305,75,20,2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,3,0,0,23,12,6,0,3,0,0,23,3,7,0,0
118021566,211,367,253,324,160,67,1380,110,170,85,95,20,5,471,40,56,38,43,19,3,193,151,218,124,135,31,4,667,156,168,53,23,4,0,401,142,96,31,14,3,0,285,120,167,50,19,4,0,353,0,0,3,0,0,0,3,419,433,130,52,8,3,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,3,3,3,0,35,8,14,3,3,3,0,35,0,0,0,0,0,0,0,785,1026,512,519,204,72,3125,214,400,259,352,155,87,1460,115,152,87,113,31,7,501,22,40,28,43,13,4,156,136,197,116,154,37,17,652,60,82,33,18,9,0,203,183,147,48,20,3,0,403,165,217,72,33,10,3,497,0,3,0,0,0,0,3,406,446,149,76,19,3,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,3,0,25,5,8,5,3,3,0,25,0,0,0,0
118021567,176,366,183,193,101,39,1056,98,142,78,82,20,3,426,86,141,102,87,29,7,452,186,283,184,167,47,13,880,287,236,87,39,12,3,665,362,291,70,30,3,3,763,297,236,76,26,7,0,643,0,0,0,0,0,0,0,944,759,239,99,22,7,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,7,4,0,0,42,13,17,7,4,0,0,42,0,0,0,0,0,0,0,1316,1433,610,463,172,58,4049,208,301,173,223,105,38,1041,74,96,43,53,20,5,287,150,237,163,118,42,16,730,221,328,210,172,64,23,1016,271,243,135,51,18,3,720,381,260,108,59,10,5,820,276,282,91,40,9,3,687,0,0,0,0,0,0,0,932,778,329,143,34,7,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
118021568,214,397,248,278,106,71,1308,123,150,94,105,27,7,508,9,17,20,21,6,3,71,129,166,115,128,32,11,584,92,110,32,15,3,0,251,95,84,46,28,3,3,254,178,316,140,79,19,3,735,0,0,0,0,0,0,0,367,508,217,118,23,9,1245,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,4,0,0,0,9,0,0,0,0,0,0,0,709,1073,579,525,167,87,3143,186,296,219,241,117,66,1119,102,155,99,101,27,8,490,19,47,36,53,21,3,177,116,207,139,145,47,8,668,34,46,20,8,0,0,105,120,91,44,21,7,0,289,368,485,270,122,40,8,1298,0,0,0,0,0,0,0,528,617,335,154,42,8,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
118021569,124,209,165,211,93,35,839,140,180,130,142,36,4,635,57,103,70,64,18,6,318,200,283,199,201,56,12,952,337,358,116,39,4,4,865,876,1020,302,129,42,3,2374,581,572,150,44,7,3,1353,8,4,3,0,0,0,17,1808,1956,569,210,58,9,4611,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,20,4,0,3,3,47,23,20,4,0,3,3,43,4,14,3,0,3,0,22,2158,2476,938,620,208,57,6470,153,246,171,213,107,40,935,139,164,124,148,33,3,616,71,116,58,61,14,4,330,207,281,189,209,46,12,946,311,309,128,67,11,3,820,898,1118,413,195,46,14,2697,477,488,145,58,15,0,1184,6,3,0,0,0,0,8,1693,1921,689,321,70,16,4712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,3,0,0,0,0,6,0,0,0,0
118021570,189,354,203,251,89,39,1120,60,83,52,69,16,3,286,28,57,52,31,12,0,174,91,133,101,96,27,3,459,187,221,80,50,11,4,553,413,554,166,84,15,4,1238,238,309,102,32,3,0,683,0,3,0,0,0,0,6,837,1083,356,165,30,13,2483,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,19,4,0,0,0,48,25,19,4,0,0,0,49,3,5,0,3,0,0,9,1139,1594,671,518,147,53,4122,140,263,167,233,98,37,941,105,110,86,109,20,0,432,47,95,54,58,21,3,280,154,204,145,161,44,9,710,159,204,87,42,8,3,514,390,502,213,80,19,7,1218,315,386,168,74,16,0,957,10,5,5,0,0,0,26,878,1104,475,195,45,14,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,12,5,0,3,57,15,20,12,5,0,3,57,6,7,3,3
