LGA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
LGA17550,..,4,0,9,0,9,..,224,93,316,8,319,..,22,3,21,0,21,..,238,11,252,0,255,..,305,7,309,6,314,..,72,0,78,4,75,..,9,5,13,0,13,..,26,0,26,0,26,..,80,0,79,0,79,..,51,0,57,0,56,..,269,33,307,0,311,..,15,0,13,0,13,..,9,3,9,0,9,..,7,0,12,0,12,..,471,44,518,4,520,..,201,20,229,0,230,..,263,41,304,4,308,..,0,0,0,0,5,..,24,13,35,3,41,..,5,0,5,0,5,..,114,5,122,0,118,..,15,4,17,0,17,..,62,4,67,0,67,..,448,11,462,10,470,..,55,0,55,0,55,..,29,0,29,0,29,..,17,5,19,0,19,..,152,4,157,3,156,..,52,6,58,0,58,..,162,3,164,0,165,..,45,0,45,0,45,..,411,19,421,7,427,..,308,17,329,7,333,..,30
LGA17620,..,3,0,8,0,8,..,68,70,135,6,138,..,0,0,0,0,0,..,12,5,20,0,22,..,21,0,18,0,18,..,0,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,15,0,15,..,4,4,6,0,6,..,0,0,0,0,0,..,13,0,13,0,13,..,5,0,5,0,5,..,48,3,50,0,50,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,0,3,6,0,6,..,0,0,0,0,0,..,11,0,16,0,16,..,0,0,0,0,0,..,9,0,9,0,9,..,17,4,21,0,23,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,36,0,38,0,38,..,0,0,0,0,0,..,17,0,17,0,17,..,0,0,3,0,3,..,70,3,70,0,70,..,16,0,15,0,15,..,14
LGA17640,..,0,0,0,0,0,..,17,0,18,0,18,..,4,0,4,0,4,..,13,0,13,0,13,..,16,0,16,0,16,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,16,0,16,..,13,3,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,13,0,13,..,4
LGA17650,..,0,0,0,0,3,..,15,0,14,0,14,..,0,0,0,0,0,..,5,0,5,0,5,..,19,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,12,0,12,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,0
LGA17750,..,3,4,10,0,10,..,310,158,469,9,479,..,19,0,20,0,20,..,43,0,44,0,42,..,53,5,55,0,55,..,85,7,92,0,92,..,91,9,97,5,100,..,81,12,91,4,89,..,131,3,137,0,137,..,169,11,180,0,177,..,244,19,261,0,265,..,95,4,99,0,99,..,118,6,119,0,119,..,41,0,42,0,40,..,962,61,1025,8,1034,..,72,8,85,0,89,..,19,0,19,0,19,..,0,0,0,0,0,..,23,3,32,0,30,..,5,0,5,0,5,..,504,49,550,5,554,..,59,7,67,3,64,..,15,0,15,0,15,..,18,3,22,0,22,..,21,0,21,0,21,..,58,6,62,5,73,..,22,0,25,0,23,..,189,3,193,4,192,..,22,0,22,0,22,..,148,8,159,0,156,..,48,3,51,0,51,..,409,12,426,4,428,..,102,7,108,0,109,..,105
LGA17850,..,0,0,0,0,0,..,6,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA17900,..,0,0,0,0,0,..,11,8,18,0,18,..,13,5,13,0,13,..,5,0,5,0,4,..,20,0,20,0,20,..,3,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,34,0,34,0,34,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,5,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,0,0,0,..,0,0,0,0,0,..,19,10,32,0,32,..,13,0,13,0,15,..,0,0,0,0,0,..,17,0,15,0,15,..,0,0,0,0,0,..,27,0,27,0,29,..,3,0,3,0,3,..,0
LGA17950,..,0,0,0,0,0,..,6,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,12,0,12,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,20,0,22,0,22,..,0,0,0,0,0,..,0
LGA18020,..,3,0,3,0,3,..,13,0,12,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,22,0,22,0,22,..,6,0,6,0,5,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,7,0,13,0,13,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,16,0,16,..,0,0,0,0,0,..,15,0,15,0,15,..,5,0,5,0,5,..,27,0,29,0,29,..,8,0,8,0,8,..,0
LGA18050,..,33,11,49,0,49,..,1095,257,1354,12,1366,..,85,6,91,0,88,..,1229,41,1268,7,1276,..,546,17,558,4,561,..,661,73,730,7,736,..,41,6,45,0,45,..,16,0,16,0,16,..,89,4,98,0,96,..,33,0,33,0,33,..,32,0,30,0,30,..,24,0,25,0,25,..,21,0,21,0,19,..,8,0,8,0,8,..,271,10,279,0,282,..,1005,63,1076,15,1091,..,238,25,262,0,265,..,0,0,0,0,0,..,143,20,160,0,167,..,40,0,43,0,43,..,0,0,0,0,0,..,100,4,105,0,105,..,194,5,201,0,201,..,1168,72,1242,8,1252,..,1166,162,1331,3,1335,..,9,0,9,0,9,..,119,8,121,0,121,..,115,5,124,0,124,..,125,13,136,0,136,..,187,7,197,0,198,..,29,0,29,0,29,..,460,26,487,0,489,..,1840,110,1954,14,1967,..,19
LGA18100,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0
LGA18200,..,0,0,0,0,0,..,11,5,12,0,12,..,5,0,6,0,6,..,6,0,6,0,7,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,3,13,0,13,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,28,3,27,0,27,..,47,6,50,0,50,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,4,0,4,0,4,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,4,4,7,0,7,..,15,4,19,0,23,..,29,5,35,0,34,..,3,0,3,0,3,..,3
LGA18250,..,280,86,361,0,361,..,12453,3428,15883,95,15976,..,337,44,384,0,389,..,373,11,383,5,386,..,255,8,261,0,259,..,351,39,392,0,394,..,141,14,150,0,154,..,86,3,91,0,91,..,1028,27,1060,8,1071,..,446,33,472,7,477,..,126,3,130,0,130,..,75,0,74,0,76,..,152,6,160,0,160,..,215,12,227,6,230,..,2271,98,2368,22,2386,..,503,89,586,4,593,..,1457,313,1771,17,1789,..,25,3,30,0,30,..,1295,448,1743,10,1755,..,67,12,79,0,79,..,139,0,138,0,141,..,428,47,476,6,484,..,122,6,132,0,129,..,232,14,249,6,256,..,211,23,231,0,234,..,11,0,12,0,12,..,109,3,110,0,115,..,309,8,313,0,317,..,505,45,552,6,557,..,411,14,423,6,425,..,91,0,91,0,91,..,1312,66,1385,9,1394,..,561,42,602,3,604,..,237
LGA18350,..,8,5,17,0,17,..,258,77,333,9,339,..,56,3,55,0,55,..,129,0,134,0,136,..,196,3,199,0,199,..,145,17,160,5,168,..,18,6,23,0,23,..,53,4,59,0,58,..,75,4,84,3,86,..,412,23,435,4,440,..,116,14,131,0,131,..,15,0,15,0,14,..,25,0,28,0,30,..,9,0,9,0,9,..,731,51,779,10,791,..,245,15,259,0,262,..,42,0,47,0,46,..,12,5,14,0,14,..,28,11,42,0,41,..,52,0,57,0,57,..,74,6,78,0,78,..,28,4,33,0,33,..,42,10,50,0,50,..,41,0,45,0,45,..,23,0,23,0,22,..,5,0,5,0,5,..,44,0,45,0,45,..,77,5,76,0,76,..,24,6,25,0,25,..,103,0,103,0,103,..,28,3,27,0,27,..,231,9,241,0,238,..,165,10,177,5,180,..,15
LGA18400,..,8,0,8,0,8,..,153,54,214,3,218,..,157,18,173,0,174,..,28,0,28,0,28,..,73,0,73,0,77,..,128,9,138,0,138,..,10,3,12,0,12,..,0,5,3,0,3,..,34,4,38,0,41,..,12,0,12,0,12,..,36,4,40,0,40,..,19,0,17,0,17,..,19,0,19,0,19,..,11,0,11,0,11,..,136,11,151,0,157,..,337,21,361,0,359,..,8,0,8,0,8,..,24,7,31,0,27,..,18,0,18,0,18,..,41,7,47,0,47,..,0,0,0,0,0,..,21,0,19,0,21,..,36,0,38,0,38,..,29,10,33,0,33,..,26,5,29,0,29,..,20,3,28,0,28,..,92,6,95,0,95,..,20,0,20,0,20,..,10,0,10,0,10,..,42,3,48,0,48,..,13,0,15,0,15,..,89,7,99,0,99,..,247,21,266,0,266,..,3
LGA18450,..,80,24,103,0,105,..,2328,591,2921,34,2956,..,577,94,667,6,670,..,343,13,362,0,362,..,530,13,542,4,542,..,1331,201,1534,9,1541,..,267,14,279,4,283,..,107,4,109,0,108,..,509,18,532,3,529,..,320,13,333,0,333,..,275,19,291,0,296,..,218,7,224,0,224,..,507,41,546,5,555,..,148,8,156,0,155,..,2346,126,2464,16,2489,..,2418,469,2885,14,2898,..,241,19,261,0,262,..,27,16,37,0,37,..,225,80,303,3,305,..,3546,963,4505,30,4535,..,738,44,781,11,784,..,267,38,306,4,307,..,275,54,331,3,335,..,753,248,1002,6,1003,..,185,21,209,0,214,..,82,0,82,0,90,..,1227,287,1515,15,1533,..,306,18,323,3,321,..,221,11,238,0,236,..,499,38,531,3,537,..,114,0,123,0,118,..,1145,67,1209,10,1217,..,1448,208,1655,15,1674,..,204
LGA18500,..,55,7,59,0,59,..,1717,304,2018,13,2035,..,54,4,64,0,66,..,558,16,573,6,579,..,281,6,292,4,299,..,600,31,626,6,628,..,23,5,24,0,24,..,16,4,18,0,18,..,100,3,99,0,103,..,13,0,13,0,13,..,19,0,19,0,19,..,19,0,19,0,19,..,14,0,14,0,14,..,8,0,8,0,8,..,198,12,209,0,209,..,499,7,503,8,513,..,149,15,162,0,165,..,6,0,6,0,6,..,104,10,108,0,108,..,25,0,25,0,28,..,0,0,0,0,0,..,115,4,124,0,122,..,103,0,106,0,109,..,289,24,313,8,317,..,400,39,444,8,445,..,9,0,9,0,9,..,76,3,82,0,82,..,65,0,63,0,63,..,87,12,97,3,101,..,83,4,91,3,92,..,28,0,28,0,27,..,263,16,274,4,278,..,568,30,595,10,608,..,30
LGA18710,..,6,0,6,0,6,..,40,6,47,0,47,..,28,4,30,0,34,..,20,0,23,0,23,..,51,0,54,0,54,..,26,3,31,0,31,..,13,0,13,0,13,..,0,0,0,0,0,..,15,0,15,0,15,..,8,0,8,0,14,..,19,3,26,0,26,..,8,0,10,0,10,..,9,0,9,0,9,..,0,0,0,0,0,..,74,3,80,5,84,..,31,4,37,0,37,..,9,0,9,0,9,..,9,0,9,0,9,..,6,3,9,0,9,..,5,0,5,0,5,..,14,0,12,0,17,..,6,0,5,0,7,..,22,0,25,0,25,..,11,4,11,0,11,..,9,0,9,0,9,..,4,0,4,0,4,..,8,0,8,0,8,..,9,6,10,0,10,..,4,0,4,0,4,..,13,0,13,0,13,..,4,0,4,0,4,..,35,3,41,0,41,..,28,0,31,0,31,..,5
LGA19399,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,7,0,7,..,0
LGA19499,..,8,0,7,0,7,..,153,55,210,0,213,..,10,0,12,0,12,..,68,3,71,4,72,..,22,0,22,0,22,..,35,4,37,0,37,..,4,0,4,0,4,..,4,0,4,0,4,..,30,0,30,0,30,..,14,0,14,0,14,..,15,0,12,0,12,..,3,3,8,0,8,..,10,0,10,0,10,..,7,0,7,0,7,..,79,7,88,0,88,..,24,4,28,0,25,..,9,6,12,0,12,..,0,0,0,0,0,..,12,7,20,0,24,..,12,0,12,0,12,..,5,0,5,0,5,..,17,6,20,0,20,..,14,0,15,0,15,..,18,0,18,0,18,..,8,5,16,0,15,..,10,0,13,0,13,..,6,0,6,4,12,..,14,0,14,0,14,..,30,3,31,0,31,..,14,0,14,0,14,..,28,0,28,0,30,..,83,3,84,0,84,..,62,5,67,0,67,..,13
LGA19799,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
