UCL_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
UCL115058,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,7,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,4,4,3,10,23,3,9,0,54,0,0,0,0,5,0,0,0,0,8,3,3,0,0,4,5,0,4,0,15,7,13,11,0,3,8,0,0,0,36,4,8,0,0,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,4,0,3,0,3,0,0,17,0,0,0,3,4,0,0,0,0,12,4,0,0,3,3,3,4,0,0,17,0,0,0,3,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8,0,0,0,0,0,4,0,0,6,12
UCL115059,0,5,6,8,9,16,13,11,0,68,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,10,0,0,0,28,0,0,0,0,4,7,0,0,0,14,0,3,3,3,3,6,0,14,0,41,0,7,0,0,0,5,0,8,0,18,0,3,0,0,0,0,0,6,0,16,0,8,0,0,0,7,0,5,0,24,3,3,10,0,6,8,0,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,10,0,4,0,0,5,3,0,3,0,20,5,3,5,3,10,0,0,5,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,3,0,19,5,5,0,0,0,3,4,0,4,21
UCL115060,0,0,5,0,6,0,0,0,0,10,0,0,0,0,0,0,0,4,0,8,0,0,0,0,31,20,8,7,0,75,0,0,0,0,0,5,0,0,0,8,0,0,5,0,18,16,11,11,0,67,0,0,0,0,0,8,0,0,0,12,0,3,7,3,9,12,0,5,0,31,0,11,4,4,3,5,0,3,0,28,4,3,0,0,14,17,4,17,0,59,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,0,5,0,5,0,0,0,0,14,4,6,0,5,76,120,80,102,5,397,0,0,0,0,10,3,0,0,0,26,0,0,4,6,7,5,0,3,0,24,0,0,0,0,0,0,0,3,0,4,0,0,3,0,10,18,4,9,0,34,4,0,0,0,13,6,4,8,14,55
UCL115061,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,0,24,0,0,0,0,4,0,0,0,0,4,3,0,0,0,3,8,3,8,0,21,0,0,0,0,0,0,0,3,0,6,0,4,0,5,9,12,0,0,0,27,0,7,4,0,9,0,0,0,0,20,0,5,0,0,0,4,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,18,0,0,0,0,6,0,0,0,0,6,0,0,0,3,6,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,8
UCL115062,0,0,3,0,0,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4,4,0,31,0,0,0,0,0,0,0,0,0,5,6,7,9,7,9,28,10,14,4,88,0,0,0,0,4,9,0,3,0,18,0,5,0,0,3,4,0,0,0,27,4,5,0,0,0,0,0,0,0,10,0,0,3,0,3,0,4,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,5,0,0,4,0,0,0,0,8,0,20,0,4,0,0,0,0,0,0,0,15,0,0,0,0,7,5,0,0,0,20,0,0,4,0,4,7,0,0,0,16,0,0,5,0,3,0,0,0,0,9,4,0,3,0,0,0,0,0,0,8,0,3,5,0,3,11,0,5,0,31,0,0,0,0,4,3,0,6,0,18
UCL115063,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,11,12,3,0,12,28,3,16,0,80,0,4,0,0,4,7,4,5,0,15,3,0,4,0,3,6,0,3,0,14,0,3,0,0,0,0,0,3,0,8,3,0,0,0,0,6,5,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,9,4,9,0,28,0,0,0,0,0,3,0,0,0,7,0,0,0,0,6,0,0,3,0,15,0,0,4,0,3,0,4,7,0,11,0,4,0,0,5,0,0,4,0,15,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,4,0,0,0,16,0,3,0,0,0,3,0,0,3,17
UCL115064,0,3,0,0,0,0,0,5,0,7,6,0,0,0,5,3,0,5,0,17,6,6,0,0,9,16,6,15,3,66,0,0,0,0,5,6,3,3,0,19,9,15,9,4,46,67,14,52,0,223,3,0,0,0,5,6,0,3,0,20,0,13,4,3,4,11,7,3,0,47,17,33,14,0,11,5,3,3,0,88,0,3,0,0,6,9,4,9,0,35,0,0,0,0,3,4,0,3,0,15,0,0,0,0,3,7,0,11,0,28,0,0,0,3,4,3,6,0,0,10,0,5,10,6,18,19,12,9,0,83,4,10,4,7,0,3,0,9,0,28,7,3,0,5,32,39,18,18,0,122,0,10,8,7,21,17,3,16,0,79,6,8,9,9,16,16,3,6,0,82,0,0,3,4,0,3,0,3,0,15,0,5,0,0,6,5,4,7,0,32,0,4,3,3,0,9,3,6,5,31
UCL115065,6,3,0,6,10,12,0,12,0,46,0,0,0,0,0,0,0,3,0,6,0,0,0,0,8,4,5,0,0,16,0,0,0,0,0,9,0,0,0,11,8,3,3,0,9,19,5,18,0,58,0,0,0,0,0,8,0,0,0,9,0,9,0,3,8,6,3,4,0,34,0,5,0,0,9,0,0,5,0,18,0,0,0,0,0,10,0,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,0,0,0,0,7,5,0,0,0,23,22,0,5,0,50,0,0,0,0,0,5,0,3,0,9,3,9,4,7,6,3,0,6,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,7,0,3,0,21,0,0,0,0,6,10,0,3,9,26
UCL115066,0,0,0,0,0,3,0,15,0,22,0,0,0,0,0,3,0,3,0,9,6,0,0,0,19,18,8,14,0,57,0,0,0,0,0,6,6,0,0,19,36,29,17,9,24,65,8,28,6,225,0,3,0,4,10,6,5,4,0,29,0,5,0,0,14,8,3,6,0,40,0,10,4,0,0,0,0,0,0,15,3,3,3,5,3,5,0,11,6,39,3,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,5,0,0,0,12,0,0,0,0,5,7,0,0,0,17,0,3,0,0,0,0,0,0,0,17,7,0,0,0,17,16,5,8,0,39,0,0,3,0,3,9,0,3,0,19,0,4,0,6,10,0,0,0,0,19,0,0,0,0,4,0,0,0,0,9,0,5,6,0,6,18,4,12,0,56,9,0,5,0,5,9,0,7,10,38
UCL115067,0,5,0,4,3,10,0,8,0,30,0,0,0,0,0,4,5,8,0,22,0,0,0,3,18,17,0,0,0,43,0,0,0,0,0,0,0,0,0,6,0,12,4,4,11,14,4,7,4,70,0,0,0,0,0,0,0,0,0,3,3,3,5,0,5,3,0,9,0,41,5,4,6,0,0,10,0,0,0,26,0,6,4,0,4,3,0,10,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,10,0,0,0,5,0,3,0,0,0,11,0,0,0,0,20,10,0,0,0,27,0,0,0,3,4,0,0,5,0,9,0,5,6,0,8,5,0,0,0,26,0,0,0,0,10,3,0,0,3,9,0,0,0,0,7,8,5,9,0,21,0,3,3,0,8,5,0,3,12,28
UCL115068,0,3,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,5,9,6,0,3,0,21,0,0,0,0,0,4,0,0,0,5,4,4,0,3,14,10,0,7,0,44,0,0,0,0,4,3,0,0,0,12,0,6,3,3,3,3,0,4,0,28,3,7,3,4,3,0,0,3,0,29,4,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,0,6,0,0,6,6,0,0,0,10,0,0,0,0,10,4,4,0,0,23,0,0,0,0,3,3,0,0,0,3,0,0,3,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,3,0,4,0,17
UCL115069,0,0,3,6,11,25,5,6,0,56,0,0,0,0,0,0,0,8,0,12,0,0,0,0,3,14,0,5,0,29,0,0,0,0,0,0,0,0,0,9,0,0,6,3,7,16,5,15,0,56,0,0,0,0,5,4,3,0,0,13,6,8,9,0,4,4,0,0,0,28,0,5,4,3,3,0,0,4,0,18,0,7,8,0,0,3,4,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,4,0,0,35,0,3,0,0,0,4,3,0,0,13,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,5,0,14,0,0,5,0,5,9,0,0,5,22
UCL115070,0,0,0,0,4,0,0,4,0,14,12,5,11,0,28,41,16,83,3,200,0,3,5,0,25,20,3,4,0,69,0,0,0,0,3,3,3,7,0,17,7,0,6,5,24,33,16,32,3,134,0,0,0,0,6,10,7,14,0,34,0,8,3,7,9,9,0,0,0,51,4,7,8,4,6,5,0,5,0,41,9,0,0,6,12,15,6,15,0,65,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,4,7,9,0,0,0,21,0,0,0,5,4,6,0,14,0,32,0,5,0,0,12,8,4,0,0,30,0,3,0,0,5,4,0,3,0,15,0,5,3,4,6,0,0,5,0,23,0,0,0,0,0,0,0,0,0,8,4,4,0,7,11,11,0,7,0,49,0,0,0,0,13,9,0,13,7,48
UCL115071,0,0,0,3,0,3,0,0,0,13,9,0,4,0,12,45,18,66,3,151,0,0,0,0,6,8,0,3,0,27,0,0,0,0,9,3,3,0,0,12,0,3,4,3,8,15,5,11,0,50,0,0,0,0,0,0,0,4,0,4,0,9,3,0,5,4,3,7,0,26,6,7,8,0,8,3,6,4,0,35,0,3,3,0,0,3,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,7,4,0,0,0,10,0,0,0,0,3,3,0,5,0,11,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,4,0,3,0,23,0,4,0,5,4,4,3,3,4,24
UCL115072,0,0,0,0,0,6,0,6,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,8,6,0,39,0,0,0,0,7,3,0,9,0,14,3,9,8,3,11,24,3,16,0,70,0,0,0,0,3,4,0,3,0,13,0,6,5,4,7,3,0,6,0,31,0,11,3,5,0,3,0,8,0,26,0,0,4,4,3,0,0,7,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,0,11,0,3,0,0,6,3,0,4,0,13,0,0,0,0,19,9,0,4,0,43,0,3,0,8,0,5,0,0,0,21,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,8,20
UCL115073,3,7,6,0,5,12,0,5,0,32,0,0,0,0,0,0,0,0,0,3,3,8,3,16,36,21,15,12,0,114,0,0,0,0,0,9,0,0,0,8,3,10,0,0,17,16,3,22,0,77,0,0,0,0,0,0,0,0,0,4,4,4,0,3,3,0,0,3,0,18,3,9,4,4,5,4,6,0,0,36,0,0,4,0,0,4,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,9,4,0,0,0,14,3,3,6,0,29,0,3,0,0,3,5,0,5,0,20,0,3,6,0,3,0,0,0,0,13,0,0,0,0,5,0,0,0,0,4,0,4,0,0,0,0,0,3,0,10,0,0,3,0,3,7,0,7,0,21
UCL115074,4,17,8,0,65,27,14,19,3,152,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,5,0,6,0,25,0,0,0,0,0,0,0,0,0,3,4,0,0,0,14,9,7,8,3,52,0,3,0,0,0,0,0,3,0,11,0,6,5,0,6,6,0,0,0,26,0,0,0,0,0,0,0,0,0,8,0,4,0,0,4,0,6,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,4,0,0,0,0,0,0,17,3,3,0,0,10,13,0,3,4,39,0,0,0,3,5,3,0,0,0,13,0,0,0,0,3,4,0,3,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,4,0,0,0,17,4,6,3,3,0,0,3,6,10,26
UCL115075,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,6,0,12,18,0,4,4,41,0,0,0,0,0,0,0,0,0,3,0,6,6,3,0,3,0,3,0,19,0,7,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,3,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,3,0,10
UCL115076,0,3,3,4,12,9,4,11,0,44,0,0,0,0,0,7,0,4,0,4,0,0,0,0,3,4,0,4,0,16,0,0,0,0,5,5,0,0,0,10,0,7,6,3,11,6,4,16,0,39,0,0,0,0,0,0,0,0,0,3,0,0,5,0,10,4,0,4,0,24,3,0,0,0,4,0,0,0,0,13,0,5,0,5,5,7,5,9,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,0,4,0,0,21,11,5,0,0,49,0,0,0,4,4,0,3,0,0,12,0,0,0,0,4,3,3,0,0,13,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,3,0,4,0,16,0,0,0,0,0,8,0,8,0,21
UCL115077,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,7,0,12,0,0,4,0,9,3,6,6,0,27,0,0,0,0,0,3,0,5,0,9,5,5,0,8,13,27,6,12,0,70,0,0,0,0,0,0,0,0,0,4,0,13,4,4,4,4,0,6,0,39,3,16,8,3,8,3,0,4,0,47,3,4,3,0,7,0,0,0,0,25,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,5,0,0,0,15,0,4,0,0,3,5,0,6,0,15,0,0,0,4,7,3,4,3,0,23,0,0,3,4,0,0,3,8,0,21,0,5,4,7,3,5,0,0,0,26,0,3,0,0,0,0,0,0,0,11,0,0,0,0,3,6,0,4,0,15,0,3,0,0,7,9,0,0,3,22
UCL115078,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,3,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,15,0,9,5,47,0,0,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,0,0,17,0,9,8,3,4,0,0,0,0,32,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,6,0,0,3,0,4,0,0,0,0,0,0,0,14,0,6,0,0,0,3,0,0,0,13,0,5,0,0,3,0,0,3,0,15,0,4,0,0,0,0,0,0,0,9,3,5,3,5,0,7,0,4,0,17,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,3,23
UCL115079,0,5,0,12,8,26,0,34,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,0,24,0,0,0,0,0,0,0,0,0,7,7,3,0,0,16,28,10,22,0,80,0,0,0,0,3,0,0,4,0,10,0,12,9,0,8,5,8,12,0,52,0,6,3,0,0,6,0,8,0,29,0,5,0,4,7,10,0,5,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,4,0,0,0,0,0,0,0,8,0,0,6,3,0,0,0,0,0,9,0,0,4,0,18,12,0,11,0,46,0,0,0,4,5,0,4,0,0,21,0,0,0,0,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,8,0,19,3,3,0,3,3,5,4,3,11,41
UCL115080,0,0,0,0,3,0,0,0,0,10,0,0,0,0,5,5,0,0,0,15,0,0,0,4,21,31,10,14,0,79,0,3,0,0,6,9,0,0,0,15,14,12,10,3,25,35,14,21,6,138,0,0,0,4,8,4,3,6,0,17,3,8,6,5,11,13,0,5,0,49,4,4,4,0,3,0,4,6,0,20,4,0,0,7,8,9,11,22,0,63,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,3,0,20,0,0,8,0,4,0,0,3,0,14,3,0,0,0,7,11,0,0,0,25,0,5,3,0,0,7,0,4,0,23,0,4,4,3,5,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,9,5,4,0,38,0,0,3,4,7,6,0,8,12,36
UCL115081,0,5,5,0,18,16,11,41,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,5,3,6,18,0,37,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,3,0,14,0,0,0,0,0,0,4,8,0,14,0,5,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,18,0,0,0,0,12,11,0,0,0,23,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,12,0,3,0,0,3,3,3,11,0,24
UCL115082,0,4,0,0,4,7,4,8,0,28,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,4,3,0,0,21,0,0,0,0,5,0,0,3,0,7,6,0,0,0,10,12,3,8,0,37,0,0,0,0,0,6,0,0,0,8,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,8,0,13,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,6,0,4,0,0,10,4,0,6,0,30,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,5,10
UCL115083,0,4,5,0,3,8,3,6,0,38,0,0,0,0,0,0,0,0,0,3,3,10,5,8,32,30,14,15,0,121,0,0,0,0,0,0,0,0,0,5,5,0,5,5,20,42,10,20,0,106,0,0,0,0,4,9,0,3,0,16,0,9,7,3,11,9,0,3,0,42,0,8,0,0,0,5,0,8,0,20,4,3,3,4,7,11,9,23,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,8,0,0,0,6,0,0,5,0,4,6,0,0,0,11,3,0,0,0,10,13,0,4,0,35,0,5,3,3,5,0,0,0,0,18,0,0,4,3,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,3,0,4,0,21,3,3,3,0,7,9,3,6,4,38
UCL115084,0,5,0,0,3,0,3,3,0,20,0,0,0,0,0,0,0,3,0,4,0,3,5,0,0,7,4,6,0,23,0,0,0,0,0,0,0,0,0,4,6,5,3,5,7,16,0,9,0,46,0,0,0,0,0,5,3,0,0,8,0,10,0,0,4,8,3,4,0,26,0,4,3,0,4,0,0,0,0,17,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,6,0,0,4,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,6,0,0,0,3,4,0,0,0,4,0,0,4,5,17
UCL115085,0,0,5,0,0,0,0,0,0,8,0,0,0,0,3,3,0,3,0,10,4,0,0,4,3,14,9,3,0,36,0,0,0,0,0,0,0,0,0,7,5,5,4,4,16,14,3,5,0,62,0,0,0,0,0,0,0,3,0,3,0,9,0,3,0,0,0,3,0,23,3,7,0,0,5,0,0,0,0,17,0,0,0,0,0,6,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,8,0,4,0,0,3,3,5,0,0,21,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,6,0,0,0,20,0,3,0,0,5,6,0,4,0,23,0,0,3,5,6,3,0,0,0,15,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,7,0,9,0,0,0,0,0,6,0,0,0,4
