UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL121023,0,0,0,8,6,19,0,0,0,0,0,0,8,6,19,10,15,24,0,0,0,0,0,0,10,15,24,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,13,0,0,3,0,0,0,0,0,0,0,0,3,22,21,44,53,47,98
UCL121024,8,3,13,34,27,65,0,4,4,0,0,0,39,27,68,17,21,36,0,0,3,0,4,4,21,28,45,0,0,0,0,3,5,0,0,0,0,7,11,0,0,0,5,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,15,19,0,0,0,0,0,0,0,0,0,0,0,0,17,23,37,89,99,186
UCL121025,3,6,11,20,16,41,3,4,9,0,0,5,28,22,52,24,23,48,6,4,16,0,0,0,33,28,66,0,4,3,0,0,0,0,0,6,0,4,9,0,0,0,6,8,18,8,6,18,3,0,3,0,0,0,3,5,7,0,0,0,14,12,28,19,25,42,0,0,0,0,0,0,0,0,0,0,6,6,3,6,11,88,92,188
UCL121026,8,8,21,21,27,47,0,3,4,4,0,3,32,31,59,7,7,20,3,0,3,10,5,9,18,16,35,0,3,0,0,0,5,3,4,5,4,0,11,0,0,0,12,15,18,0,0,4,4,5,3,0,0,0,0,6,5,0,0,0,7,13,21,17,25,39,0,0,0,0,4,4,0,0,0,0,4,4,29,39,69,104,123,225
UCL121027,8,8,14,31,21,54,4,4,9,0,0,3,40,28,67,17,13,25,3,8,9,0,5,4,17,20,42,0,0,0,4,4,4,0,0,0,0,5,5,0,0,0,11,4,14,3,4,11,0,0,0,0,0,3,3,9,9,0,0,0,13,13,25,20,23,38,0,0,0,0,5,6,0,0,0,0,0,7,19,17,37,98,101,200
UCL121028,6,8,17,20,11,32,0,0,0,0,0,4,16,15,33,5,6,10,0,0,0,0,0,0,4,6,13,0,0,0,0,0,0,4,0,6,0,4,8,0,0,0,7,5,15,4,4,10,0,3,6,0,0,0,0,6,5,0,0,0,6,11,13,11,13,32,0,6,6,0,3,0,0,0,0,0,4,9,21,19,41,67,68,136
UCL121029,6,8,8,21,21,44,3,3,10,4,0,4,33,24,55,7,7,15,3,10,11,4,0,4,12,19,29,0,0,0,0,4,3,0,7,5,0,7,13,0,0,0,6,11,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,18,27,0,0,0,0,0,0,0,0,0,0,0,0,19,14,31,79,81,160
UCL121030,13,6,18,25,19,40,0,0,0,0,0,6,26,20,47,18,13,34,3,0,4,0,0,0,20,18,41,0,0,0,4,0,4,3,4,9,0,7,7,0,0,0,10,8,21,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,10,24,29,0,0,0,0,0,0,0,0,0,0,0,0,54,55,106,120,127,246
UCL121031,13,5,19,32,52,81,3,0,3,6,8,3,39,52,88,30,18,44,0,0,3,0,0,10,36,25,57,0,3,3,0,0,6,5,5,4,10,4,11,0,0,0,13,16,27,0,3,3,0,3,3,0,0,0,0,10,12,0,0,0,0,15,17,13,26,39,0,0,0,3,3,10,0,0,0,3,0,5,26,40,62,129,147,278
UCL121032,11,6,13,20,8,35,4,6,8,0,0,0,19,18,42,10,26,40,0,0,0,0,0,0,10,29,42,0,0,0,0,0,0,3,0,3,4,5,3,0,0,0,6,5,10,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,10,10,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,40,36,76,90,99,190
UCL121033,5,10,18,16,20,43,7,3,12,5,5,9,32,29,62,8,3,11,11,13,19,0,0,4,16,18,31,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,8,7,8,5,0,5,4,0,4,0,0,0,3,3,7,0,0,0,9,7,13,18,9,27,0,0,0,0,4,4,0,0,0,0,4,4,33,29,64,98,103,207
UCL121034,7,8,12,20,31,53,4,0,4,15,5,19,33,36,72,24,15,42,7,0,4,12,24,36,42,42,83,0,0,4,0,5,5,9,0,9,5,3,8,0,0,0,11,10,22,5,8,12,6,5,6,0,4,4,3,11,16,0,0,0,12,26,38,21,35,60,0,0,0,0,0,0,0,0,0,0,0,3,33,33,64,142,155,295
UCL121035,15,13,28,43,44,89,7,7,20,11,6,17,67,57,120,27,31,57,5,3,13,5,9,15,36,46,87,3,3,3,0,0,3,3,4,12,0,13,12,0,0,0,11,20,36,3,8,15,0,0,0,0,0,0,7,9,16,0,0,0,16,14,34,23,39,60,4,0,4,0,3,5,0,0,0,6,3,5,33,19,56,182,176,356
UCL121036,24,33,57,48,55,107,21,22,40,14,10,22,89,86,175,48,40,90,11,15,24,14,11,26,68,64,138,4,0,3,0,6,6,8,3,8,5,9,16,0,0,0,18,17,32,3,7,10,0,4,4,0,0,0,5,12,20,0,0,0,15,26,37,30,43,73,0,0,0,0,0,6,0,0,0,3,5,4,26,26,49,240,256,493
UCL121037,11,3,13,13,23,40,0,0,0,7,3,7,25,29,49,13,16,27,11,10,19,0,0,3,24,22,42,0,0,0,0,0,0,8,0,7,0,5,14,0,0,0,9,7,18,0,4,7,0,3,3,0,0,0,3,9,12,0,0,0,5,20,21,12,26,39,0,0,0,0,0,0,0,0,0,0,3,3,17,10,30,83,96,181
UCL121038,3,9,10,8,8,19,6,8,11,0,0,0,18,18,34,15,10,21,0,5,5,0,0,0,15,12,22,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,5,12,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,3,3,6,10,18,3,0,3,0,0,0,0,0,0,3,0,3,55,39,88,95,76,173
UCL121039,7,10,19,19,3,23,4,10,11,4,12,18,26,26,52,9,3,13,4,3,7,10,14,23,21,21,45,0,0,0,0,0,0,0,4,7,0,3,7,0,0,0,10,5,10,0,0,3,0,0,0,0,0,0,0,10,10,0,0,0,4,16,17,8,19,24,0,0,0,5,8,11,0,0,0,6,8,9,42,46,89,117,131,243
UCL121040,11,10,19,11,7,20,7,9,17,4,4,8,20,15,42,5,7,15,16,11,24,10,6,20,36,21,60,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,7,3,12,0,5,4,0,3,3,0,0,0,3,3,8,0,0,0,4,10,9,8,14,22,0,0,0,0,0,0,0,0,0,0,0,0,12,18,23,86,79,164
UCL121041,3,5,8,16,12,24,6,11,15,0,0,0,15,23,38,13,7,21,0,3,5,0,5,3,13,17,24,0,0,4,0,4,4,7,3,10,3,10,9,0,0,0,9,18,25,3,3,6,0,0,0,0,0,0,0,5,3,0,0,0,0,8,10,16,17,33,5,9,11,0,0,9,0,0,0,10,8,16,21,19,46,79,92,172
UCL121042,4,9,9,8,14,20,0,0,0,3,0,3,10,14,25,5,6,11,5,0,5,5,3,3,11,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,11,4,0,3,0,0,0,0,3,6,0,0,0,10,13,22,18,13,31,0,0,0,0,0,0,0,0,0,0,0,0,14,22,41,56,64,122
UCL121043,8,16,24,37,32,66,0,8,7,9,6,12,41,41,82,17,9,20,6,3,17,8,7,9,28,22,49,0,0,0,0,0,0,4,0,4,0,4,6,0,0,0,7,3,13,11,8,15,0,0,0,0,0,3,12,3,9,0,0,0,18,10,31,32,15,49,0,6,5,0,0,0,0,0,0,0,6,5,5,4,8,115,109,217
UCL121044,11,11,18,16,19,41,0,4,5,4,0,6,22,25,46,6,15,21,6,0,6,4,4,4,12,11,30,0,0,0,4,4,7,0,0,0,0,5,5,0,0,0,4,11,12,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,4,0,7,7,13,19,0,0,0,0,3,3,0,0,0,0,0,0,42,45,80,89,108,197
UCL121045,4,5,7,9,11,24,0,8,9,0,0,0,9,18,31,14,9,22,0,0,0,0,0,0,14,6,24,0,0,0,0,5,8,0,0,5,5,7,8,0,0,0,8,6,12,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,4,9,11,23,0,0,0,4,4,5,0,0,0,4,4,5,14,13,27,55,63,122
UCL121046,4,9,17,25,24,50,3,6,6,0,0,0,32,31,56,21,11,31,3,8,7,0,3,3,26,18,47,0,0,0,0,0,0,0,0,0,4,8,14,0,0,0,5,8,14,0,9,8,0,0,4,0,0,0,7,13,14,0,0,0,8,20,25,18,25,39,0,0,0,4,0,5,0,0,0,4,5,6,8,3,6,88,92,181
UCL121047,11,6,19,33,28,66,4,3,9,0,0,0,37,35,67,8,14,18,3,0,3,0,0,0,12,16,25,0,0,0,4,0,4,6,0,6,4,9,8,0,0,3,11,7,23,0,0,0,0,0,3,0,0,0,6,5,9,0,0,0,6,7,14,14,16,33,0,0,0,0,3,3,0,0,0,0,4,4,13,15,27,85,92,174
UCL121048,3,3,13,19,15,34,0,0,3,0,4,10,20,22,50,19,11,32,0,0,0,0,0,0,17,11,28,0,0,0,0,0,0,5,3,3,0,3,0,0,0,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,4,11,18,0,0,0,0,0,5,0,0,0,0,0,5,5,7,13,59,58,120
UCL121049,4,8,15,22,13,32,3,3,13,0,5,5,30,22,43,12,11,22,18,13,27,0,0,0,26,21,49,0,0,0,0,0,0,10,3,13,4,0,6,0,0,0,11,10,18,0,0,3,3,0,3,0,6,3,0,4,4,0,0,0,4,3,14,21,17,30,0,0,0,0,0,4,0,0,0,0,0,4,47,35,83,123,106,228
UCL121050,0,0,0,7,4,13,3,0,6,0,0,0,6,10,13,6,8,10,4,0,3,0,0,0,7,3,13,0,4,4,0,3,3,0,0,0,6,3,12,0,0,0,6,8,12,0,4,4,0,3,3,0,0,0,0,0,3,0,0,0,0,4,10,7,12,23,0,0,0,0,0,0,0,0,0,0,0,0,38,41,79,65,71,128
UCL121051,5,4,13,25,24,49,0,0,0,9,6,11,40,32,74,29,16,49,0,0,0,8,6,14,35,24,60,0,0,0,0,0,0,4,5,4,4,4,9,0,0,0,5,7,13,0,0,0,0,4,4,0,0,6,9,10,15,0,0,0,4,13,18,8,23,37,0,0,0,0,3,5,0,0,0,0,3,5,31,33,62,126,120,246
UCL121052,6,7,14,21,14,37,0,0,0,0,0,4,27,16,39,5,4,11,4,3,7,0,0,0,5,12,15,0,0,0,0,4,4,4,0,7,8,6,8,0,0,0,12,6,22,0,4,4,3,8,4,0,0,0,3,0,4,0,0,0,4,9,20,21,18,42,0,0,0,0,4,4,0,0,0,0,4,4,31,34,68,87,88,176
UCL121053,0,14,19,13,5,20,15,16,27,0,0,4,30,25,50,14,15,27,0,0,0,0,0,0,14,23,29,0,0,0,0,4,6,0,0,0,0,4,3,0,0,0,4,10,13,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,5,6,8,7,17,25,0,0,0,0,0,0,0,0,0,0,0,0,49,42,90,95,116,217
UCL121054,10,9,20,10,3,17,6,10,18,20,17,38,36,31,71,10,13,23,7,5,11,19,15,32,31,37,69,0,0,0,0,0,0,12,9,14,0,3,7,0,0,0,16,10,26,4,21,26,0,6,3,0,0,4,4,12,14,0,0,0,9,36,39,26,42,70,0,0,0,0,0,0,0,0,0,0,0,5,6,5,9,107,132,244
UCL121055,5,8,14,34,17,48,7,3,5,0,10,11,40,27,69,12,7,21,5,12,18,7,0,3,16,21,40,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,9,15,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,10,14,17,0,0,0,0,0,0,0,0,0,0,0,3,23,21,40,92,93,181
UCL121056,18,5,25,41,36,72,7,5,14,0,0,0,46,38,89,16,23,45,9,6,17,3,3,0,29,27,60,0,0,0,0,4,3,4,0,8,4,9,13,0,0,0,11,13,27,0,0,4,3,0,3,0,5,4,7,5,5,0,0,0,9,10,16,16,24,40,3,0,3,0,0,7,0,0,0,4,0,6,14,16,27,126,124,247
UCL121057,6,4,14,24,18,44,3,8,13,4,4,5,29,29,59,24,16,45,0,0,7,0,0,4,29,22,48,0,0,0,0,0,0,8,3,8,0,3,4,0,0,0,8,8,16,0,0,3,0,4,4,0,0,7,0,3,3,0,0,0,0,17,20,9,22,35,0,5,5,0,0,0,0,0,0,0,5,3,4,9,8,83,87,178
UCL121058,22,15,36,29,29,58,37,29,67,25,25,47,93,76,169,15,15,31,46,47,95,26,22,48,91,89,175,0,0,3,0,4,4,13,3,16,7,9,16,0,0,0,21,17,41,9,9,15,0,9,9,0,0,4,3,17,20,0,0,0,14,34,47,31,50,87,4,5,7,8,6,15,0,0,0,9,11,24,32,21,52,282,265,546
UCL121059,7,5,17,17,20,41,4,0,4,0,0,0,27,17,45,18,21,39,0,0,0,0,0,0,18,25,36,0,0,0,0,0,0,0,0,0,5,5,12,0,0,0,9,5,12,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,6,8,12,14,22,5,0,3,0,3,3,0,0,0,5,0,10,11,13,26,73,83,152
UCL121060,12,14,26,33,26,59,10,10,12,4,3,10,43,36,81,36,15,54,13,13,34,9,6,10,53,36,93,0,0,0,0,0,0,3,5,6,4,12,14,0,0,0,12,15,20,3,12,15,0,0,3,0,0,0,0,7,7,0,0,0,8,22,27,12,38,49,0,0,0,0,0,5,0,0,0,0,0,5,15,10,30,143,136,286
UCL121061,7,7,15,30,32,57,9,3,13,0,4,4,32,35,70,16,22,41,0,0,4,10,0,14,28,24,53,0,0,3,0,0,0,6,6,9,5,6,5,0,0,0,9,5,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,9,11,11,27,0,0,0,0,0,0,0,0,0,0,0,0,15,11,24,93,93,191
UCL121062,12,12,24,36,37,69,0,0,7,11,13,14,45,48,89,24,19,48,3,3,6,0,9,7,32,30,65,0,0,0,0,0,0,0,0,3,3,7,12,0,0,0,13,10,24,0,9,13,0,9,7,4,3,6,5,13,12,0,0,0,6,25,35,15,40,60,0,0,0,0,0,0,0,0,0,0,0,0,12,6,13,117,138,254
UCL121063,6,3,6,8,8,15,0,0,0,0,0,0,8,8,15,9,9,9,0,0,0,0,0,0,10,9,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,20,23,38,41,43,84
UCL121064,3,7,11,26,18,38,4,3,3,0,0,0,27,18,42,25,16,41,0,0,0,0,0,0,25,16,41,0,0,0,0,0,0,0,0,5,4,9,7,0,0,0,7,10,13,0,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,5,8,10,11,25,0,0,0,0,0,0,0,0,0,0,0,0,19,26,46,87,83,165
UCL121065,8,8,10,19,19,40,3,0,6,3,3,6,33,28,60,10,14,23,10,0,3,5,8,8,21,16,43,0,0,0,0,4,4,0,7,6,3,3,10,0,0,0,9,14,22,0,3,3,0,5,0,0,0,0,4,6,9,0,0,0,3,9,14,13,23,37,0,0,0,0,0,0,0,0,0,0,0,0,32,31,68,101,110,214
UCL121066,7,5,12,17,13,26,9,8,22,0,0,0,28,21,44,7,8,8,6,5,11,0,0,0,11,12,25,4,0,4,0,0,0,0,6,6,0,8,6,0,0,0,3,9,16,0,8,7,0,3,3,0,0,0,0,3,4,0,0,0,0,10,10,9,20,27,0,0,0,0,0,3,0,0,0,0,0,3,22,11,39,82,71,151
UCL121067,6,5,14,9,18,29,11,8,18,0,5,5,21,35,49,16,6,25,0,3,9,0,4,5,18,13,36,0,6,6,0,0,0,5,7,9,0,3,5,0,0,0,6,15,17,0,0,4,0,0,0,0,4,5,0,0,0,0,0,0,3,8,8,9,18,26,0,0,0,0,5,5,0,0,0,0,5,4,29,28,50,81,101,185
UCL121068,16,20,34,60,64,119,28,22,49,4,0,10,90,86,180,36,48,80,15,21,40,8,13,21,60,73,133,0,0,4,0,3,3,11,4,9,7,16,21,0,0,0,15,21,41,0,4,8,0,7,14,0,0,0,3,15,17,0,0,0,13,26,37,27,53,78,0,0,9,0,7,12,0,0,0,7,11,18,60,48,113,251,299,554
UCL121069,10,7,21,17,21,40,21,13,32,9,10,18,44,46,91,17,7,25,18,19,31,16,12,27,47,39,83,0,0,0,0,0,0,7,0,14,0,9,9,0,0,0,9,5,16,11,13,21,0,3,3,0,3,3,3,9,11,0,0,0,19,25,44,30,33,64,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,141,126,264
UCL121070,11,3,16,17,17,31,0,4,3,0,0,0,19,25,42,11,18,28,5,0,5,0,0,0,16,19,38,0,0,0,0,0,0,6,0,6,3,7,6,0,0,0,7,5,15,0,6,11,0,0,0,0,0,0,0,6,9,0,0,0,4,18,18,15,21,38,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,62,84,150
UCL121071,4,3,9,31,25,52,3,5,8,0,0,0,34,27,59,13,12,20,0,0,0,0,0,0,16,12,21,0,0,6,0,0,0,0,3,3,0,5,4,0,0,0,4,7,15,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,12,14,0,0,0,0,0,4,0,0,0,0,0,4,16,13,33,76,67,142
UCL121072,8,18,26,33,31,62,3,0,7,0,0,0,36,32,65,12,14,26,5,0,3,0,0,0,21,18,38,0,0,0,0,0,0,0,0,0,8,9,15,0,0,0,8,10,16,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,19,26,0,0,0,4,0,8,0,0,0,4,0,8,44,42,84,114,128,245
UCL121073,3,5,11,18,20,35,0,0,0,0,0,0,17,22,40,18,12,31,10,0,8,0,0,0,24,21,39,0,0,0,0,0,0,3,0,6,0,3,4,0,0,0,7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,34,29,64,91,80,168
UCL121074,3,0,4,10,0,7,0,0,0,5,7,12,12,11,23,15,11,21,0,3,3,4,3,6,18,11,33,0,0,0,0,0,4,0,0,4,0,6,3,0,0,0,5,11,10,10,3,12,4,3,7,0,0,0,0,12,9,0,0,0,12,14,29,20,23,43,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23,60,55,123
UCL121075,3,6,14,4,0,6,4,9,4,3,0,3,9,8,17,8,4,11,0,4,8,0,4,4,10,10,22,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,10,4,0,3,0,0,3,0,0,0,3,7,9,0,0,0,4,11,15,10,15,22,0,0,0,0,0,0,0,0,0,0,0,0,40,96,137,69,133,205
UCL121076,18,17,39,42,36,75,0,3,10,8,10,14,46,53,102,20,13,32,5,3,6,13,9,16,33,29,61,0,0,3,0,3,3,4,5,5,3,4,10,0,0,0,6,16,25,0,9,13,0,5,5,0,0,3,0,14,16,0,0,0,6,20,27,12,37,49,0,0,0,3,0,0,0,0,0,3,0,0,52,41,94,164,175,342
UCL121077,10,13,25,32,50,78,0,3,3,0,0,0,31,47,81,10,8,18,11,10,24,3,10,12,23,38,58,0,0,0,0,0,0,5,0,8,0,9,13,0,0,0,7,7,14,3,0,5,0,0,3,0,0,0,6,13,16,0,0,0,12,18,27,19,23,42,0,4,4,0,5,5,0,0,0,0,4,4,38,35,70,122,161,286
UCL121078,4,15,16,30,22,52,3,7,16,3,8,13,43,37,76,14,18,33,0,0,3,3,0,3,18,19,44,0,3,3,0,0,0,8,0,7,0,8,8,0,0,0,8,9,17,6,10,12,0,3,3,0,0,5,0,6,6,0,0,0,8,19,29,17,27,46,0,0,0,0,0,0,0,0,0,0,5,5,9,7,18,92,106,201
UCL121079,0,0,0,14,20,39,0,0,0,3,3,10,23,29,47,7,14,16,10,12,27,0,0,0,18,26,46,0,0,0,0,0,0,4,6,9,0,3,8,0,0,0,7,12,15,5,0,5,0,0,0,0,0,0,4,10,7,0,0,0,11,12,19,17,20,34,0,0,0,0,0,0,0,0,0,0,0,0,6,10,13,65,83,147
UCL121080,11,11,24,31,26,59,13,11,20,7,10,14,49,48,97,17,8,23,4,10,10,4,12,19,21,29,58,0,0,0,0,4,3,8,7,9,6,12,11,0,0,0,13,20,34,0,5,5,0,4,4,0,0,0,4,8,14,0,0,0,9,16,21,21,34,54,0,0,0,0,0,8,0,0,0,0,0,9,9,12,18,118,140,260
UCL121081,6,8,12,27,22,48,3,3,6,4,3,8,31,30,62,22,21,42,4,8,10,9,8,21,35,36,77,0,0,0,0,0,0,3,3,5,7,3,5,0,0,0,8,3,14,0,4,4,0,3,3,0,0,0,0,6,8,0,0,0,0,15,11,5,19,23,0,0,0,0,0,0,0,0,0,0,0,0,11,10,22,97,104,201
UCL121082,14,6,12,20,19,35,20,12,34,9,0,12,43,39,83,11,18,27,12,8,18,8,3,13,34,25,58,0,0,0,0,0,0,3,5,7,9,7,13,0,0,0,14,10,29,3,0,3,0,0,0,0,0,6,5,10,18,0,0,0,8,11,21,22,28,52,0,0,0,0,6,0,0,0,0,0,6,3,66,66,132,177,165,342
UCL121083,12,5,22,25,19,40,0,0,0,5,0,12,30,20,50,20,23,44,0,0,3,3,7,9,23,32,58,3,0,6,7,4,9,0,0,6,12,7,17,0,0,0,19,15,34,9,3,11,5,4,13,0,0,0,10,9,15,0,0,0,14,24,36,33,40,76,0,0,5,0,5,6,0,0,0,0,9,9,14,6,20,114,105,222
UCL121084,15,4,17,17,21,38,9,13,20,19,10,26,44,41,86,8,4,13,12,11,26,16,25,42,36,41,81,0,7,0,0,0,0,10,7,9,0,4,7,0,0,0,11,16,23,9,9,17,0,0,3,0,0,0,0,0,0,0,0,0,5,15,22,19,26,44,0,0,0,0,3,5,0,0,0,0,3,5,11,10,17,123,135,259
UCL121085,15,12,25,40,35,79,21,21,47,10,0,7,71,58,132,19,15,32,8,12,18,12,5,12,35,26,59,0,0,0,0,0,0,3,0,3,0,5,11,0,0,0,7,3,14,7,7,9,0,4,6,0,0,0,0,12,15,0,0,0,11,27,31,15,29,43,4,0,4,0,3,3,0,0,0,4,7,11,16,16,30,151,146,299
UCL121086,7,4,6,23,15,43,0,4,4,0,0,0,23,18,40,11,17,29,0,3,3,0,4,3,16,18,37,0,0,0,3,3,10,6,5,9,0,8,6,0,0,0,9,16,27,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,9,21,27,4,0,4,0,0,0,0,0,0,4,0,4,30,27,55,87,85,176
UCL121087,4,8,11,29,39,62,3,0,3,0,3,3,27,42,66,12,17,26,6,6,6,0,0,3,24,21,44,0,0,0,0,0,3,0,4,5,0,3,5,0,0,0,11,10,17,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,10,10,11,16,22,0,0,0,0,0,0,0,0,0,0,0,0,11,18,30,74,96,173
UCL121088,12,7,13,20,23,47,0,3,5,0,0,7,24,28,54,12,10,22,0,6,6,0,0,0,12,17,33,0,0,0,0,0,0,9,3,16,3,9,14,0,0,0,11,17,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,9,13,23,37,0,0,5,0,0,0,0,0,0,0,0,5,18,24,44,82,108,184
UCL121089,13,12,25,39,40,81,0,4,3,0,0,6,43,48,91,26,18,48,6,4,5,6,3,4,36,23,58,0,0,0,0,0,0,11,0,10,5,9,11,0,0,0,12,9,21,0,3,3,0,3,3,0,0,0,0,8,13,0,0,0,4,20,19,17,25,45,0,0,0,0,0,3,0,0,0,3,0,3,7,18,22,110,134,247
UCL121090,7,5,11,20,17,40,3,6,12,0,8,8,28,32,59,21,29,47,14,12,26,9,0,12,45,45,85,0,0,0,0,4,4,7,0,10,0,0,0,0,0,0,7,8,13,4,5,9,0,0,0,0,3,3,0,4,4,0,0,0,5,18,18,14,22,31,6,0,8,0,4,4,0,0,0,6,5,8,3,12,16,97,116,215
UCL121091,3,3,7,3,3,10,10,12,18,6,4,6,20,22,36,11,7,19,12,17,23,11,7,13,20,29,56,0,5,5,0,0,4,6,0,5,4,4,4,0,0,0,5,8,15,0,4,8,0,0,0,0,0,0,0,6,4,0,0,0,3,10,15,11,18,34,0,0,0,0,0,0,0,0,0,0,0,0,25,23,54,86,94,182
UCL121092,22,7,25,54,47,95,7,4,15,0,0,5,61,56,119,27,28,58,7,11,13,8,9,15,43,44,86,0,0,0,0,0,0,7,3,13,9,9,18,0,0,0,19,18,36,3,8,13,0,6,6,0,4,6,3,7,14,0,0,0,10,30,38,26,48,71,0,0,0,0,0,3,0,0,0,0,0,4,30,42,76,189,191,382
UCL121093,16,13,34,49,55,104,14,13,21,0,8,6,67,68,138,34,28,66,10,6,13,3,0,9,46,36,82,0,0,0,0,0,0,5,3,9,4,15,23,0,0,0,13,24,36,0,9,9,0,4,4,0,0,0,0,5,5,0,0,0,0,17,21,15,38,56,4,0,4,0,0,6,0,0,0,5,0,7,21,18,41,173,176,353
