SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
115011294,53,52,13,19,53,10,4,3,3,207,39,39,15,26,57,20,0,0,3,206,96,33,154,31,51,27,16,25,14,439,7,3,0,5,9,3,0,0,0,32,7,5,0,4,20,13,0,0,0,69,6,9,0,3,6,3,0,3,0,29,8,6,4,5,7,3,3,0,8,44,497,727,227,140,328,148,32,52,34,2175
115011296,95,92,20,20,70,21,9,9,3,343,61,63,31,34,90,28,5,11,0,318,88,61,203,42,80,52,14,27,6,571,6,11,4,0,17,10,0,4,0,47,28,15,6,9,51,27,7,3,4,152,17,25,11,7,20,7,0,3,3,80,12,17,9,8,14,8,3,3,11,80,1056,2101,386,226,725,282,53,82,80,4986
115011553,46,53,25,36,37,16,3,9,3,227,35,52,25,41,47,24,10,15,0,255,61,44,172,38,57,37,17,29,9,457,5,6,3,8,9,8,0,3,0,39,11,10,8,16,19,5,4,3,0,86,8,6,3,3,7,5,0,0,0,39,11,16,4,7,12,4,0,0,0,63,532,1084,306,222,400,176,55,83,34,2897
115011554,25,24,9,10,25,10,0,3,0,105,26,23,8,11,29,8,0,3,0,107,38,9,68,17,26,29,5,9,0,203,0,3,0,0,3,0,0,0,0,11,6,3,0,9,12,5,0,0,0,43,0,13,0,0,10,0,0,0,0,22,3,3,3,0,5,3,0,0,7,21,338,634,136,94,230,106,20,27,14,1602
115011555,77,119,23,30,61,23,4,12,8,364,68,76,30,51,97,36,0,6,0,375,124,60,254,50,98,54,24,34,8,708,13,3,3,5,16,6,0,4,0,50,33,12,14,13,39,19,9,9,0,140,6,18,9,0,14,12,0,3,0,62,16,20,8,5,16,10,0,9,8,94,929,1641,437,264,593,302,57,97,62,4383
115011556,72,81,26,32,47,21,6,11,3,300,65,56,39,35,56,32,7,8,4,295,91,44,191,59,54,35,27,27,10,534,0,0,3,4,11,8,0,3,0,33,24,15,6,15,40,17,7,0,4,116,9,18,4,6,9,6,0,3,3,72,3,12,5,7,11,0,6,4,14,52,720,1362,354,255,479,221,79,89,67,3613
115011557,43,54,16,13,35,10,0,0,6,164,25,43,11,9,27,16,3,4,3,152,58,19,88,27,38,22,8,13,7,284,3,0,3,0,8,3,0,3,0,17,9,3,3,8,26,4,0,3,0,63,11,13,4,4,3,0,3,0,0,35,7,3,0,3,7,3,3,3,5,46,435,805,151,105,298,120,39,40,40,2025
115011558,114,180,45,50,123,41,15,12,7,582,89,104,36,73,109,41,4,15,4,473,129,59,269,93,113,61,26,46,6,812,4,5,4,5,17,9,0,3,0,58,22,19,17,23,64,22,4,15,0,175,25,42,8,6,16,5,0,0,3,112,11,23,13,7,14,15,4,7,12,102,1383,3033,548,423,1122,379,113,164,91,7250
115011559,156,198,51,70,153,56,26,26,10,732,183,164,65,114,167,77,15,18,8,819,252,116,606,183,230,138,82,88,37,1731,17,14,0,11,40,24,10,8,0,123,38,38,20,35,80,42,17,20,11,293,19,40,11,7,37,14,3,4,9,143,20,33,11,12,32,14,5,13,23,173,1604,3089,935,640,1348,571,203,263,159,8813
115021297,150,161,49,62,126,28,13,14,3,612,130,88,66,103,141,59,15,26,9,639,421,105,848,141,202,141,121,151,30,2163,14,4,7,14,31,18,0,7,3,100,66,27,29,26,89,36,8,23,4,306,27,21,12,3,38,7,0,4,7,120,32,30,26,15,41,8,18,15,26,217,1549,2065,1145,494,1017,445,194,281,113,7297
115021298,40,54,18,13,35,14,0,3,3,180,42,23,10,26,38,15,0,6,6,172,89,25,237,38,52,38,31,37,14,566,3,3,0,7,12,4,0,5,0,37,17,10,8,3,26,8,4,3,3,70,4,9,0,0,7,0,0,0,0,29,9,3,3,4,4,4,0,0,0,28,351,527,304,142,252,115,40,72,26,1836
115031299,13,11,7,3,6,4,0,5,3,50,25,18,11,15,10,3,5,5,0,92,59,21,156,30,24,11,25,34,5,360,3,0,0,4,6,0,0,3,0,22,5,4,3,9,9,3,0,3,0,42,0,0,0,0,0,0,0,0,0,3,3,3,10,4,6,4,8,10,0,43,155,178,200,83,65,28,42,75,17,839
115031300,116,162,57,80,103,29,14,19,0,587,140,107,94,172,168,52,9,42,9,792,425,154,1422,281,367,193,286,262,67,3445,24,6,19,20,57,19,10,16,0,170,37,15,38,39,74,31,12,25,3,279,12,18,5,9,23,8,3,16,0,100,17,25,21,19,39,20,15,31,35,218,1145,1674,1726,766,1025,408,363,434,129,7671
115041301,52,44,19,23,53,9,4,10,3,223,74,54,25,63,92,38,6,14,0,370,254,53,732,128,177,75,152,109,29,1704,14,4,3,10,28,8,6,8,0,74,23,9,13,15,60,11,12,11,0,151,7,3,7,3,11,4,3,3,0,39,15,11,18,18,12,7,5,6,12,108,625,615,849,301,527,174,184,174,53,3506
115041302,152,163,54,66,163,58,14,12,6,681,175,184,75,127,189,68,11,18,15,859,324,125,728,173,249,160,94,106,33,1989,21,10,9,17,39,17,7,3,0,116,40,34,23,30,77,27,7,15,3,255,21,30,12,8,31,10,6,11,7,136,29,17,16,21,40,15,10,22,23,187,1595,2751,1031,629,1299,550,202,236,145,8442
116011303,44,72,49,47,63,24,53,29,3,382,71,63,75,106,92,51,64,49,11,582,93,61,434,161,161,71,121,128,22,1250,14,4,3,9,28,5,3,13,3,93,8,5,14,29,28,13,22,24,3,145,7,20,16,9,10,11,12,17,5,107,19,12,17,14,16,11,19,21,26,149,505,1410,779,600,766,362,482,469,91,5465
116011304,36,57,47,46,39,21,31,26,8,320,73,74,67,119,100,44,28,47,13,568,133,66,579,176,178,84,158,144,27,1548,6,0,10,10,27,9,12,13,0,93,16,10,16,32,46,25,19,26,0,191,5,17,16,15,4,3,10,8,0,77,9,17,27,23,20,11,13,26,16,157,515,1090,866,630,755,306,396,409,91,5062
116011306,38,78,57,49,82,25,50,33,11,433,64,94,88,115,115,55,56,32,9,636,104,97,469,200,192,75,165,133,29,1470,12,4,9,16,29,23,14,16,4,119,13,10,18,30,31,18,30,20,5,181,12,27,16,9,26,11,17,9,3,133,12,23,18,28,30,11,31,33,25,209,602,1840,906,709,1220,418,543,435,139,6808
116011307,99,130,58,64,106,32,24,12,3,522,125,141,99,130,187,66,36,45,9,840,259,135,892,263,303,145,167,149,42,2357,19,12,14,24,38,17,11,21,0,151,33,20,23,45,90,31,23,27,6,306,8,21,23,11,36,14,16,11,5,136,13,32,25,27,41,20,31,22,43,250,1027,2215,1289,760,1187,453,375,374,156,7839
116011308,59,126,67,64,106,31,37,37,3,537,91,109,103,138,145,53,44,44,10,748,156,81,667,230,245,102,187,155,22,1850,5,7,6,11,26,13,8,15,0,100,24,18,21,28,65,19,19,19,4,217,16,25,8,6,25,11,12,12,0,114,16,24,18,22,30,16,26,45,31,230,772,2032,1124,729,1211,430,467,473,133,7370
116011560,36,33,48,35,39,15,25,26,3,252,37,45,55,78,77,33,35,17,5,387,84,37,353,112,103,46,86,93,13,939,3,0,6,15,17,8,6,15,0,60,8,20,7,27,24,6,12,16,0,114,4,9,4,9,7,0,9,11,0,58,7,15,16,13,18,11,16,10,8,111,327,787,579,416,537,202,279,271,62,3463
116011561,35,51,49,51,53,32,36,30,3,328,51,60,49,103,97,53,56,30,8,505,86,62,437,163,155,73,145,137,28,1278,9,3,4,8,20,14,13,11,0,85,20,9,15,26,43,14,18,16,9,166,7,22,7,9,14,0,19,6,3,94,11,14,25,18,33,15,18,21,25,174,422,1061,728,567,692,315,427,356,106,4676
116021309,81,109,42,52,83,27,21,20,8,448,92,100,47,102,103,41,35,22,7,543,138,75,358,132,135,78,68,65,19,1067,11,7,0,11,25,6,9,8,0,66,24,17,18,25,45,19,14,12,4,175,14,26,11,5,24,14,5,7,5,118,12,31,11,26,26,13,12,17,17,153,939,2033,636,538,937,344,275,227,89,6016
116021310,171,206,92,104,166,71,36,32,11,889,221,245,113,198,215,100,44,42,16,1191,291,160,792,222,312,176,124,123,39,2234,15,10,5,10,46,20,12,11,0,136,46,32,21,31,85,40,25,18,0,296,20,52,17,7,34,5,10,13,3,161,23,52,13,31,40,14,18,17,21,220,2002,4263,1357,944,1829,715,434,353,173,12065
116021312,52,74,34,35,76,28,13,15,0,325,81,105,53,111,114,43,23,20,5,566,209,74,683,151,193,101,179,132,31,1751,10,9,12,13,25,13,12,13,3,112,23,24,17,28,58,25,17,23,0,211,7,20,4,3,16,9,12,9,3,88,14,10,19,9,19,6,32,15,14,145,750,1569,947,499,808,316,354,281,81,5613
116021562,15,18,12,21,17,4,8,6,3,108,17,28,16,19,26,16,5,3,0,140,39,17,125,39,47,27,22,19,3,344,0,3,0,0,0,3,0,3,0,16,3,5,4,3,10,3,7,3,0,40,7,9,3,7,3,0,0,0,0,29,3,5,8,0,10,7,0,0,0,32,195,453,210,141,239,90,84,53,16,1486
116021563,82,133,61,69,121,41,29,17,6,562,126,171,93,168,183,75,45,28,9,898,213,120,743,229,290,131,178,148,33,2081,12,9,8,22,48,29,16,11,0,154,27,28,24,44,68,36,26,28,4,278,14,27,3,14,21,3,4,8,4,109,10,30,12,24,31,16,16,11,23,172,972,2428,1133,833,1373,536,452,357,136,8227
116031313,11,30,20,24,21,10,23,19,3,149,26,46,25,71,59,24,22,20,6,304,61,53,340,167,114,61,182,129,24,1128,3,6,9,13,24,11,20,19,6,113,6,3,4,36,32,14,29,26,4,161,3,3,8,9,12,0,4,12,3,56,9,9,28,12,13,7,33,47,13,168,153,407,483,396,360,166,335,302,80,2678
116031314,26,29,28,24,24,11,26,9,0,166,27,28,44,68,60,24,22,15,3,289,55,42,281,81,110,49,90,59,22,784,3,3,0,6,18,3,4,10,0,59,4,7,8,16,13,3,18,12,0,75,10,6,9,4,12,3,4,5,0,48,3,5,5,12,12,3,15,11,5,72,191,502,413,308,408,145,273,156,43,2444
116031315,38,77,69,52,69,26,50,35,9,416,67,88,56,161,141,53,53,36,12,668,101,89,662,230,210,99,254,155,25,1818,12,10,5,19,40,19,22,25,0,155,21,8,17,33,61,18,41,30,0,231,11,13,6,12,18,4,21,13,0,95,6,16,27,22,32,20,28,37,27,218,439,1273,999,719,975,348,610,441,102,5913
116031316,24,34,16,37,34,13,15,9,0,191,44,60,41,100,81,49,27,30,10,440,82,70,364,205,173,75,207,133,23,1334,3,3,7,16,29,21,21,16,4,120,3,6,15,35,30,11,32,22,3,157,10,9,8,4,10,3,9,3,0,56,5,11,18,17,19,20,45,50,28,217,303,777,542,529,574,261,431,310,84,3818
116031317,27,23,52,57,38,17,40,28,3,294,39,50,72,120,104,47,54,46,8,536,62,53,427,210,176,64,187,165,38,1372,4,7,7,14,24,22,23,22,0,115,10,12,13,41,37,25,40,42,0,216,3,23,9,14,19,4,21,15,0,111,10,11,16,15,19,11,33,33,29,179,292,870,756,697,748,314,534,471,104,4787
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,7
116031319,36,78,70,45,63,28,31,25,6,384,73,86,79,127,112,65,61,45,5,651,119,83,620,246,241,105,221,142,28,1799,5,6,5,17,45,9,22,6,0,116,17,22,13,39,69,25,47,24,5,266,14,16,6,11,18,11,15,12,3,114,17,23,20,19,30,15,23,41,22,214,506,1438,1001,741,1007,395,562,423,115,6186
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10
117011321,56,72,29,54,59,37,7,19,3,333,74,63,34,70,79,41,4,15,3,394,126,46,394,105,138,56,72,60,14,1015,4,3,4,8,20,6,9,4,0,56,18,7,12,21,37,7,5,14,0,122,9,16,3,3,21,6,3,0,0,68,9,11,6,18,20,3,3,10,14,97,623,1081,549,389,581,262,132,167,56,3845
117011322,111,110,79,72,66,55,30,32,6,564,129,135,103,122,144,88,29,47,12,808,148,91,575,204,179,89,104,132,28,1550,8,3,3,16,37,16,3,13,0,103,25,15,20,42,64,28,14,30,4,242,13,32,13,14,33,15,6,12,3,134,17,26,23,27,32,15,11,22,20,203,1183,2608,1068,864,1179,662,369,513,144,8592
117011323,38,45,29,28,37,26,12,14,0,236,50,43,41,65,54,32,13,9,8,320,80,41,307,105,85,48,85,51,9,803,3,7,3,13,8,6,5,5,0,48,14,6,9,18,23,18,9,16,0,121,8,4,3,3,5,6,3,3,0,48,17,8,16,15,18,8,10,19,9,128,463,956,493,370,451,258,194,180,52,3421
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,15
117021326,91,196,79,64,73,48,20,29,5,605,130,207,112,132,156,78,17,41,9,890,128,125,541,173,189,111,77,109,30,1477,12,15,13,7,22,20,3,11,0,106,30,39,14,29,42,18,16,33,0,225,12,28,20,11,18,9,4,14,5,116,11,32,19,20,16,20,12,28,29,195,1495,4373,1090,893,1250,619,223,421,149,10519
117021327,106,171,50,66,68,47,7,18,8,538,116,178,79,101,142,63,10,26,9,723,124,104,388,124,137,61,57,64,22,1084,13,8,8,15,16,9,0,6,0,70,27,32,17,27,57,19,5,12,0,184,11,30,16,3,14,4,7,0,0,95,8,26,12,17,11,10,12,0,19,112,1508,4503,788,657,1111,477,130,222,141,9540
117021328,49,65,25,27,40,22,3,9,0,237,60,49,29,55,53,18,4,18,3,293,64,57,193,47,84,39,37,35,5,563,5,3,3,5,8,3,0,0,0,36,8,10,12,6,16,3,6,9,0,75,3,6,5,4,3,5,0,7,0,32,5,9,11,7,9,3,7,5,12,64,540,1263,360,275,442,181,87,140,37,3339
117031329,64,83,36,51,40,27,0,6,3,313,65,93,43,64,59,41,4,23,0,390,66,42,156,42,37,34,9,30,0,419,5,3,6,0,8,9,3,0,0,37,8,30,4,11,20,11,3,0,6,90,12,22,12,7,4,3,0,5,0,69,23,28,8,14,4,9,0,4,9,88,1145,2811,386,401,557,332,46,178,93,5943
117031330,95,165,39,59,64,46,4,13,3,490,124,176,60,76,123,66,11,18,10,666,135,109,317,80,112,67,32,41,13,900,15,19,6,16,16,8,0,4,0,76,34,24,13,20,40,14,0,4,0,149,9,25,9,11,22,3,8,5,0,90,18,34,4,9,10,7,4,10,21,111,1708,4299,622,542,1041,526,87,149,118,9096
117031331,83,128,48,41,55,49,8,16,6,439,88,150,63,74,98,58,7,21,7,562,107,77,214,93,85,40,13,47,13,688,8,5,6,14,14,12,0,4,0,61,15,24,15,15,23,8,3,8,0,105,19,27,3,11,5,6,3,7,5,90,16,29,3,17,12,7,4,9,15,113,1511,4319,562,535,910,451,75,184,122,8671
117031332,95,196,46,46,70,46,8,18,3,529,117,209,64,122,100,68,12,28,8,725,128,124,371,113,125,69,44,52,18,1037,5,11,3,16,26,7,3,7,0,84,29,35,10,21,43,21,0,3,3,156,12,36,6,14,10,8,0,11,3,105,17,34,8,15,19,5,7,12,19,132,1806,5676,774,805,1200,542,110,245,160,11310
117031333,131,159,60,61,95,56,14,12,7,590,123,125,82,111,83,70,13,35,9,654,121,93,406,158,80,75,13,57,13,1019,13,13,10,15,15,5,0,7,0,75,47,20,10,28,28,20,4,10,3,176,17,34,13,9,13,11,4,10,5,115,29,39,19,18,13,7,7,7,19,159,1981,4500,761,739,934,587,77,260,141,9975
117031334,100,103,60,71,64,50,8,28,9,489,108,94,132,137,78,66,9,49,10,692,104,54,243,106,78,53,25,44,11,714,6,7,4,8,16,12,0,6,0,55,25,22,7,26,24,21,5,18,3,151,19,36,25,24,13,11,0,18,3,138,26,30,24,23,13,16,12,22,34,199,1650,3403,758,906,942,580,122,442,168,8962
117031335,75,122,53,61,51,52,0,35,0,452,98,129,107,113,81,74,10,43,6,661,95,102,256,114,78,56,25,37,11,762,4,11,7,5,3,14,3,0,0,54,31,28,11,26,28,26,0,9,3,168,15,31,14,9,16,15,3,12,0,113,16,28,22,12,8,9,12,10,31,143,1429,4284,732,763,955,615,111,364,129,9383
117031336,78,153,54,60,55,36,12,22,5,470,101,129,76,98,67,53,3,52,9,607,108,71,210,70,60,42,19,43,11,628,7,4,4,12,13,5,0,6,0,48,33,30,3,18,28,15,3,6,3,142,10,43,6,17,10,6,0,7,0,102,13,25,13,18,6,13,0,15,14,128,1587,3911,537,625,758,500,67,299,140,8420
117031337,111,89,148,164,48,114,17,111,16,814,140,92,240,297,77,127,13,209,34,1226,67,55,251,105,46,52,8,96,12,687,10,5,14,14,3,11,0,9,0,76,30,22,15,31,16,24,4,26,3,171,30,46,20,24,16,13,3,21,9,183,34,41,49,60,9,25,4,68,70,368,1786,3496,1213,1670,1023,852,124,1093,277,11535
117031338,170,162,75,100,96,73,23,24,10,738,205,213,119,185,154,110,16,36,15,1055,230,131,635,165,196,125,61,71,36,1655,17,7,10,25,26,12,0,3,0,104,38,36,12,31,46,30,14,18,8,239,28,49,21,15,35,21,0,5,3,174,29,34,25,28,15,24,13,20,36,219,2376,5398,1211,1010,1630,999,212,368,222,13426
118011339,116,159,39,47,69,35,7,12,5,485,111,127,81,84,93,55,15,34,11,610,115,63,353,96,73,47,18,59,10,851,15,15,4,8,11,3,0,3,0,60,29,30,12,29,40,23,3,16,3,179,15,49,7,17,21,7,6,14,3,134,25,41,18,19,11,14,7,18,22,169,1737,3690,685,604,814,476,110,269,146,8531
118011340,127,187,47,66,64,53,9,10,5,557,128,154,84,104,85,72,3,15,9,655,119,64,371,107,69,62,24,52,13,884,8,8,9,11,5,3,4,4,0,50,31,51,11,40,30,26,5,7,0,211,17,48,9,15,13,15,3,11,4,136,31,56,17,31,9,29,4,13,28,212,2037,4281,716,747,780,667,77,220,164,9686
118011341,80,114,26,52,51,38,14,9,5,385,94,106,49,85,51,52,15,20,16,490,84,53,226,83,52,39,27,42,3,615,6,3,0,3,14,7,0,3,0,42,20,23,9,19,28,23,0,11,3,134,18,38,5,5,20,11,0,6,3,118,14,34,11,13,13,10,8,10,19,133,1335,3146,459,539,667,420,88,221,124,6999
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,168,204,31,60,110,70,4,16,12,659,126,123,43,76,80,59,3,10,9,531,137,67,216,78,68,82,12,39,7,704,13,11,3,10,18,16,3,0,0,74,51,35,5,27,48,28,0,8,5,223,30,67,4,7,26,15,0,9,7,159,39,58,11,17,38,14,0,13,33,223,2421,4956,441,509,1101,702,54,151,221,10560
118011344,89,90,16,38,52,36,3,13,5,335,81,54,27,41,63,33,3,10,3,313,61,31,182,54,41,32,15,24,4,449,4,3,3,0,4,3,0,0,0,20,22,24,4,18,29,9,5,6,0,116,26,13,0,3,14,7,0,5,3,72,22,33,9,10,11,11,0,4,10,108,989,1854,299,276,525,275,46,89,79,4426
118011345,96,127,25,28,52,35,0,10,13,373,82,85,36,54,73,44,0,9,0,388,72,54,187,60,59,35,12,15,0,499,5,0,0,5,9,6,0,0,0,35,27,20,8,21,21,23,0,7,0,128,12,44,3,5,9,13,0,0,0,85,23,30,9,10,13,3,0,10,18,114,1587,3745,373,409,744,442,35,88,106,7532
118011346,92,93,13,23,45,34,0,8,6,311,50,38,14,34,37,23,0,17,3,216,69,28,78,36,30,23,10,17,10,296,5,0,0,0,5,3,0,0,0,24,24,16,6,14,21,19,4,4,0,103,24,30,3,6,6,9,0,0,7,87,25,25,3,8,13,19,0,3,5,100,1105,1797,162,239,457,283,22,61,94,4222
118011347,29,56,3,18,19,29,3,4,4,164,36,46,11,17,16,20,0,0,4,152,41,23,58,15,27,26,10,12,0,198,0,0,0,0,0,3,0,0,0,6,9,10,3,3,17,6,0,3,0,58,4,8,3,4,12,4,0,0,3,39,5,28,3,3,6,3,0,0,0,51,733,1699,123,151,312,213,23,38,48,3348
118021348,140,234,56,90,92,65,9,9,9,695,164,183,61,113,134,66,8,26,8,765,176,97,582,157,144,75,25,73,32,1361,10,3,4,14,25,7,0,5,0,73,35,30,8,27,57,33,10,15,7,222,27,41,15,9,18,14,3,5,7,150,22,41,10,16,24,21,3,9,23,168,2230,5186,894,784,1200,628,95,204,181,11412
118021350,110,121,39,65,123,62,14,11,5,551,119,114,64,102,167,40,16,19,9,645,213,94,684,192,218,92,119,148,30,1782,9,6,9,19,34,8,3,9,0,93,29,23,14,50,76,29,10,16,3,248,13,29,12,8,25,7,3,5,3,108,18,35,20,30,39,22,19,14,30,222,1221,2258,938,635,1048,425,230,267,122,7136
118021564,39,67,40,34,48,19,4,9,8,259,49,54,37,46,48,36,3,24,4,305,67,46,198,69,52,29,19,28,8,511,0,7,7,10,13,11,0,0,3,50,10,15,7,25,22,12,8,9,0,99,3,18,3,5,6,4,5,5,3,61,8,18,6,9,10,8,0,7,8,68,682,1994,409,417,557,310,84,166,67,4677
118021565,34,65,21,39,44,37,12,22,3,278,39,44,24,61,78,29,7,34,7,325,67,30,214,69,67,29,29,49,13,569,3,3,0,4,11,3,3,8,0,41,11,13,11,12,38,11,4,6,4,114,10,23,0,7,20,12,4,3,0,81,4,12,8,13,10,13,8,10,12,89,586,1959,438,419,606,333,116,256,87,4807
118021566,41,66,23,31,38,29,6,6,6,247,43,70,33,46,57,21,10,6,5,284,87,37,212,46,55,27,25,32,8,539,0,0,0,7,8,8,4,0,0,34,8,17,10,19,34,19,3,5,0,100,11,24,7,9,5,6,0,5,0,73,5,11,4,13,13,6,4,0,14,71,621,1594,347,277,474,231,69,90,76,3780
118021567,41,65,29,28,40,13,7,5,3,235,61,58,34,56,62,25,9,10,5,314,60,35,272,83,61,52,30,49,12,651,7,4,4,3,11,4,0,3,0,27,11,12,5,16,22,15,0,8,0,89,10,16,12,5,13,3,0,6,0,60,5,15,8,13,16,3,3,15,13,93,614,1469,445,353,433,217,79,133,56,3805
118021568,45,59,24,29,51,13,4,7,3,229,55,43,26,53,51,28,5,19,0,290,60,34,193,53,61,38,26,35,16,514,0,0,3,3,7,3,6,3,0,29,13,11,12,12,26,13,3,9,0,99,8,10,3,6,11,3,3,0,0,48,8,12,3,9,4,9,7,8,8,72,564,1334,329,288,483,243,69,141,66,3515
118021569,87,150,42,53,68,40,7,8,0,451,81,138,52,105,103,38,8,23,6,552,118,62,429,109,94,46,49,70,8,993,8,3,0,7,11,4,3,8,0,47,17,34,21,27,38,23,7,8,3,177,14,28,9,4,12,9,5,3,3,90,17,34,17,17,19,10,8,10,7,129,1405,3493,711,599,841,369,125,191,91,7829
118021570,51,102,28,50,50,26,9,11,3,329,75,84,32,61,66,25,8,15,3,369,66,40,304,71,56,25,23,47,12,641,9,4,3,6,14,3,0,3,0,39,13,16,9,5,22,9,0,9,3,84,10,24,11,6,13,3,3,0,0,77,13,25,18,15,13,3,3,11,12,104,888,2573,511,411,639,287,89,164,77,5637
119011354,44,82,30,33,68,24,11,19,3,319,75,100,38,119,115,63,28,23,6,569,141,60,579,154,137,86,121,115,35,1424,3,7,13,12,17,12,8,4,3,75,25,10,17,35,61,17,23,17,3,208,10,13,9,12,17,7,12,7,3,81,10,19,32,18,32,18,12,16,17,181,538,1150,776,499,657,326,237,230,92,4513
119011355,4,0,0,5,0,3,7,0,0,12,7,0,6,5,9,4,4,0,4,42,12,3,15,0,4,4,3,8,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,10,46,107,28,26,38,31,10,20,9,317
119011356,25,26,20,27,37,15,3,11,5,184,41,38,40,55,69,25,10,15,3,297,77,26,287,76,70,37,49,79,15,721,9,4,3,3,17,6,3,3,0,51,12,3,9,19,27,11,19,6,0,101,10,17,11,3,8,0,0,3,0,58,6,16,12,10,11,15,12,5,20,95,328,671,433,242,369,177,132,137,56,2546
119011357,42,42,40,54,83,33,32,13,6,342,72,80,65,134,117,76,25,29,11,611,135,51,598,130,151,75,102,126,25,1396,6,5,8,17,17,14,3,3,4,81,13,10,17,31,53,35,21,16,3,209,16,29,19,19,19,14,13,14,4,139,18,40,40,18,26,17,30,16,29,237,594,1382,879,554,757,414,321,263,127,5289
