SA2_MAINCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
114021289,0,10,55,74,94,91,83,24,3,431,0,8,29,45,69,63,34,12,0,262,0,3,25,50,57,46,46,14,4,240,0,0,21,50,47,34,21,5,0,182,0,3,9,49,79,59,32,13,0,254,0,0,5,30,62,57,28,5,0,193,47,14,20,61,88,88,81,62,74,535,341,202,413,674,956,1088,1202,509,171,5555
115011290,3,98,388,403,274,228,126,24,10,1553,0,58,315,331,247,178,86,13,3,1227,0,14,306,347,261,163,60,7,3,1159,0,0,214,323,231,140,30,5,0,941,0,3,277,670,441,200,42,3,0,1633,0,0,65,274,209,88,15,0,0,655,43,37,133,128,111,104,99,139,188,983,1202,1047,2841,3984,2976,2243,2079,1088,463,17923
115011291,3,142,273,228,277,254,123,15,5,1334,3,61,237,204,231,210,69,13,8,1043,0,15,180,263,257,185,65,10,0,979,0,8,105,209,218,149,50,11,0,749,0,5,183,472,470,282,61,10,0,1482,0,3,56,315,357,230,36,3,0,1000,52,53,88,89,114,93,83,43,7,631,1525,1586,2051,2758,3006,2611,1782,649,174,16144
115011294,0,45,45,58,78,77,47,26,6,380,0,17,46,50,62,71,40,15,5,315,0,12,33,62,69,77,24,11,6,293,0,0,29,44,77,59,19,16,0,246,3,4,21,97,109,109,30,3,3,377,0,0,11,97,166,112,33,15,9,450,20,12,31,45,31,38,37,38,25,269,430,394,430,674,888,867,716,511,210,5117
115011296,0,108,165,133,152,205,104,23,5,894,0,45,159,89,153,137,93,20,0,698,0,17,139,131,145,161,65,11,0,667,0,3,74,96,114,111,35,4,0,440,0,0,126,239,256,230,65,11,3,928,0,7,56,259,355,254,63,8,0,1008,39,29,42,47,62,61,36,30,18,363,972,914,1272,1460,1851,2112,1280,396,182,10437
115011553,4,46,115,123,96,69,40,18,0,510,0,17,114,96,66,55,33,7,0,392,0,0,98,112,76,53,23,3,0,377,0,0,71,74,65,55,16,3,0,292,0,0,89,218,148,89,25,3,0,578,0,0,29,117,85,58,15,3,0,311,20,8,62,48,43,41,33,17,6,281,474,380,972,1279,958,826,732,319,92,6037
115011554,0,44,42,34,58,60,31,20,30,326,0,11,34,33,43,56,16,7,5,209,0,0,39,49,54,41,13,8,6,203,0,0,17,29,58,34,3,6,6,157,0,0,24,88,109,73,9,4,6,320,0,0,14,77,132,64,3,3,3,300,4,3,18,16,17,21,51,155,414,696,373,353,306,532,734,612,452,594,844,4798
115011555,0,68,160,109,139,142,111,26,6,762,0,32,119,107,135,112,70,12,0,589,0,16,83,122,145,123,54,7,0,550,0,3,55,99,106,102,30,3,5,408,0,3,75,251,250,172,67,7,0,821,0,0,33,201,279,151,40,3,4,717,44,24,27,53,82,60,58,39,21,409,866,728,1026,1589,1778,1625,1260,527,186,9573
115011556,3,64,151,126,105,120,82,16,0,664,0,33,128,118,101,85,45,5,0,521,0,8,85,117,108,88,37,8,0,454,0,4,63,95,87,68,22,0,0,350,0,3,93,225,180,121,41,4,0,671,0,0,27,145,167,86,32,4,0,458,23,27,38,61,50,50,61,20,12,333,598,578,1034,1408,1275,1189,943,378,141,7541
115011557,3,25,72,57,98,60,23,4,3,344,0,13,53,59,60,48,10,3,0,249,0,8,52,58,72,40,26,0,0,258,0,0,34,59,73,51,10,0,0,226,0,0,44,120,141,105,13,5,0,431,0,0,15,116,115,69,6,0,0,318,20,7,27,22,28,20,13,8,3,148,442,336,540,727,864,664,389,120,43,4122
115011558,4,150,236,178,236,211,129,34,3,1183,0,52,187,175,227,191,74,13,3,923,0,22,177,195,216,174,77,14,8,874,0,0,83,176,208,151,51,6,5,695,0,3,156,410,488,321,72,7,3,1454,0,0,34,312,421,231,47,10,3,1058,61,44,48,72,82,59,71,70,88,584,1595,1277,1564,2329,3035,2637,1656,798,451,15336
115011559,3,144,351,350,344,255,90,22,3,1566,0,71,305,303,292,176,58,6,0,1216,0,23,263,380,308,211,48,4,0,1235,0,13,159,312,255,145,22,3,0,902,0,10,228,673,523,287,30,3,0,1744,0,0,85,390,358,118,22,3,0,977,99,68,100,138,163,91,76,45,9,791,1763,1466,2534,3847,3469,2469,1463,573,127,17719
115021297,0,130,245,230,277,239,155,50,10,1347,0,53,196,197,248,190,101,24,10,1012,0,21,132,214,264,189,82,25,8,939,0,8,81,143,200,151,61,8,3,673,3,7,113,281,368,231,106,20,3,1134,0,0,40,263,425,286,98,30,7,1147,162,99,123,156,240,186,190,71,36,1254,1655,1345,1779,2435,3336,2730,2281,1054,416,17031
115021298,0,33,57,46,72,70,50,16,3,350,0,16,35,46,67,66,29,17,0,263,0,3,45,60,57,44,34,6,0,253,0,0,16,36,48,50,19,0,0,176,0,0,25,64,76,63,15,4,0,251,0,0,12,61,97,64,21,3,0,263,26,20,19,35,55,47,34,39,43,319,357,298,415,577,790,709,575,329,189,4237
115031299,0,10,33,35,55,35,26,8,0,205,0,3,9,22,41,21,8,3,3,107,0,0,18,16,25,19,11,3,0,92,0,5,6,20,28,11,5,0,0,80,0,0,9,19,21,11,4,4,0,81,0,0,3,3,8,12,6,3,0,36,39,18,25,43,84,61,72,21,3,363,157,118,209,333,483,400,385,132,33,2243
115031300,18,152,347,313,422,345,136,23,3,1759,3,65,234,253,356,222,64,6,3,1209,3,25,198,255,310,199,29,9,0,1023,0,14,96,183,265,164,34,4,0,759,0,0,113,262,320,248,43,6,0,996,0,3,27,95,173,91,38,9,9,438,180,105,162,220,295,259,177,66,34,1501,1615,1421,2300,2738,3539,2956,1964,714,227,17471
115041301,3,57,187,159,209,124,57,13,3,812,0,30,163,151,130,107,30,8,0,618,0,11,116,154,134,100,26,5,0,544,0,11,66,103,100,67,16,5,0,365,0,3,74,162,157,71,24,0,0,497,0,0,20,57,69,42,8,3,0,206,64,38,82,76,114,73,89,48,22,595,781,570,1244,1458,1535,1226,937,379,121,8256
115041302,3,132,314,420,308,211,79,13,3,1488,3,50,263,317,306,159,48,12,0,1159,3,25,247,370,320,176,33,7,3,1183,0,12,174,334,281,134,22,3,0,957,0,5,252,693,498,195,31,6,0,1678,0,3,59,385,304,106,21,9,3,893,93,70,128,169,151,105,74,23,6,807,1823,1342,2451,4056,3327,2063,1209,417,113,16803
116011303,7,78,591,388,193,135,41,3,4,1448,0,18,338,246,147,85,16,4,0,858,0,10,229,175,96,69,15,3,0,607,0,0,116,130,59,52,5,3,0,366,0,0,136,151,68,50,10,0,0,418,0,0,19,28,28,17,4,0,0,99,74,82,264,155,133,107,84,78,88,1063,839,1052,4053,2600,1642,1495,958,552,302,13481
116011304,3,106,465,338,282,190,50,4,3,1448,3,40,260,237,172,113,22,0,0,852,0,11,161,167,126,70,23,0,0,559,0,3,104,112,74,62,15,0,0,366,0,3,85,158,86,62,14,0,0,409,0,0,17,36,16,14,14,5,0,105,80,80,133,147,110,128,129,82,47,942,1091,1295,2924,2582,1984,1967,1409,722,342,14315
116011306,3,133,513,431,375,258,44,9,0,1771,0,45,329,322,280,177,41,3,0,1201,0,10,205,240,196,136,26,0,0,820,0,3,111,166,160,112,16,0,0,563,0,5,133,242,162,94,21,0,0,650,0,3,26,43,41,21,15,0,0,143,104,109,205,159,146,158,144,50,27,1102,1621,1682,3475,3224,2918,2702,1507,534,183,17831
116011307,4,115,510,430,408,310,95,15,6,1896,0,46,365,325,276,214,54,5,0,1291,0,17,286,347,237,167,42,3,0,1103,0,5,143,210,186,126,27,0,0,701,0,3,185,377,265,185,32,4,0,1056,9,10,35,120,112,55,14,3,3,354,131,109,214,194,209,217,155,156,139,1524,1562,1460,3490,3612,3268,3074,2035,996,429,19921
116011308,3,122,508,453,367,285,94,16,3,1857,3,53,344,336,241,166,42,5,0,1198,0,23,243,310,223,145,35,0,0,980,0,4,152,214,149,111,19,3,0,648,0,3,168,278,194,128,12,0,0,777,0,0,37,83,56,30,3,3,0,213,114,126,241,236,193,173,182,68,37,1372,1457,1506,3666,3674,2940,2707,2083,877,254,19168
116011560,4,64,260,227,222,132,33,9,3,951,0,25,160,162,145,73,20,0,0,581,0,7,121,116,98,73,10,3,6,437,0,0,55,104,64,31,9,0,0,262,0,0,58,110,72,41,11,0,0,286,0,3,18,26,18,8,0,3,0,72,49,52,119,114,101,87,65,46,19,651,824,857,1887,1820,1558,1291,817,544,133,9725
116011561,3,85,386,284,256,172,28,12,4,1232,0,48,207,198,187,116,20,3,0,779,0,10,150,154,142,97,12,0,0,574,0,6,102,112,97,62,3,0,0,376,0,3,60,134,96,52,0,0,0,344,0,4,13,27,13,17,5,0,0,91,76,77,160,141,128,95,117,104,108,993,1101,1169,2588,2255,2036,1589,1009,732,358,12839
116021309,0,95,254,266,299,184,47,3,0,1143,0,33,216,252,240,138,14,3,0,896,0,4,144,270,238,110,26,0,0,795,0,11,109,234,206,102,17,0,0,674,0,0,143,428,339,132,18,3,0,1064,0,0,42,179,126,50,6,0,0,408,40,28,61,79,71,59,39,17,4,393,1399,1106,1867,2735,2470,1564,866,299,65,12380
116021310,7,156,656,656,396,229,79,5,0,2193,3,73,562,622,385,175,23,6,0,1851,0,19,464,705,359,167,22,5,0,1747,0,6,289,612,321,133,15,0,0,1377,0,4,460,1154,556,181,26,0,0,2388,0,0,119,476,258,79,17,0,0,944,116,210,574,604,301,175,90,36,8,2115,1948,1687,5014,6978,3928,2367,1304,484,99,23822
116021312,7,98,448,339,245,153,47,10,3,1356,0,43,367,275,173,90,17,0,0,974,0,14,293,278,189,62,23,0,0,857,0,3,148,218,115,62,11,0,0,567,0,9,194,338,162,70,9,0,0,781,0,0,48,101,69,34,5,3,0,274,116,75,235,227,160,133,112,61,20,1141,1090,1036,3027,2847,2073,1577,1151,464,141,13410
116021562,3,21,90,80,71,47,16,0,0,326,3,8,59,90,56,37,10,0,0,261,0,6,63,75,54,23,3,0,0,221,0,0,38,52,44,17,0,0,0,155,0,0,39,111,65,20,6,0,0,238,0,0,4,23,16,9,0,0,0,60,11,12,32,25,16,23,14,0,0,125,234,250,570,696,508,368,193,56,18,2897
116021563,3,121,537,499,407,262,61,7,3,1905,0,62,419,398,335,196,42,3,0,1457,0,7,310,340,264,149,23,3,0,1101,0,9,188,321,202,109,16,0,0,854,0,4,206,442,308,133,20,0,0,1111,0,3,41,109,80,46,8,3,0,288,71,70,167,164,128,86,78,23,23,814,1611,1503,3550,3898,3012,2213,1166,383,164,17490
116031313,6,77,239,211,232,173,39,4,0,990,0,32,126,129,117,86,19,0,0,517,0,10,93,71,89,47,6,0,0,325,0,0,34,46,26,25,7,0,0,151,0,0,16,35,29,14,4,0,0,98,3,4,7,13,18,10,6,3,0,65,213,136,258,210,242,193,214,94,12,1584,1507,1384,2444,2083,2244,1878,1571,566,109,13786
116031314,3,48,196,192,175,88,3,4,0,722,0,25,151,149,110,51,9,0,0,492,0,0,83,112,59,24,5,0,0,284,0,3,41,61,42,23,3,0,0,173,0,3,48,72,52,13,0,0,0,182,4,0,3,12,9,6,0,0,0,40,42,29,51,79,62,40,20,11,17,356,636,558,1268,1352,1099,747,365,143,101,6276
116031315,8,149,471,417,454,259,23,0,3,1784,0,53,281,273,283,179,19,0,0,1092,0,19,175,224,209,122,6,0,0,753,0,4,102,144,143,56,5,0,0,458,0,0,66,157,148,69,10,0,0,443,0,0,10,22,32,16,3,0,0,80,144,100,174,174,174,116,66,34,18,994,1837,1688,2898,2825,3023,2191,909,371,155,15899
116031316,6,86,464,311,226,117,33,10,0,1261,3,39,241,202,117,75,10,0,0,689,0,19,183,161,100,51,14,3,0,526,0,5,83,105,53,30,4,0,0,285,0,6,84,117,71,30,5,0,0,312,4,6,27,28,30,15,8,3,0,121,236,171,322,264,245,192,200,124,22,1770,1530,1502,3293,2644,2219,1754,1461,697,118,15210
116031317,4,91,414,384,274,168,39,6,0,1385,0,35,199,224,156,87,26,0,0,724,3,12,136,136,118,75,9,0,0,488,0,6,68,97,64,33,6,0,0,280,0,0,54,92,56,31,7,0,0,247,0,3,9,19,19,8,4,0,0,66,170,160,273,228,216,185,157,97,23,1496,1590,1618,3630,3121,2662,2052,1456,726,195,17043
116031318,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,14,5,8,3,8,6,6,4,0,0,38
116031319,9,135,489,423,398,292,71,0,3,1815,0,64,284,309,261,169,29,3,3,1123,0,20,187,242,176,137,22,0,0,788,0,5,120,155,111,84,16,7,3,495,0,6,71,181,125,87,13,0,0,486,0,0,9,30,35,16,3,0,0,104,95,81,196,174,136,147,112,67,36,1042,1554,1601,3084,2938,2753,2397,1445,598,417,16786
117011320,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,0,21
117011321,3,57,221,195,161,126,43,8,0,809,0,45,216,188,132,88,15,3,0,685,0,23,153,199,136,67,8,3,0,593,0,12,87,178,126,44,9,3,0,454,0,3,132,259,200,79,5,0,0,675,0,3,35,120,96,30,3,3,0,279,42,77,162,136,111,89,78,84,96,872,557,694,1609,1854,1544,1039,693,414,185,8592
117011322,11,187,721,408,281,193,60,14,9,1885,3,76,523,310,218,136,38,3,4,1311,0,32,404,293,185,98,18,10,4,1035,3,12,306,251,119,63,22,3,0,776,0,22,417,384,231,76,20,3,0,1153,6,0,98,198,116,54,6,4,0,477,122,139,417,274,191,184,123,111,35,1597,1414,2235,5467,3688,2769,2198,1544,1065,332,20715
117011323,4,75,197,201,175,105,44,6,3,800,0,33,153,137,108,84,21,14,3,548,0,17,124,87,106,54,21,3,0,407,0,4,71,77,71,33,5,0,0,271,0,8,95,125,122,64,14,0,0,426,3,0,25,86,73,29,6,6,0,236,74,86,156,150,121,106,113,71,47,928,678,855,1670,1606,1535,1189,1023,567,244,9379
117011324,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9
117011325,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,11,4,7,0,3,3,0,36,3,0,23,4,9,0,9,3,0,58
117021326,4,167,782,409,308,196,51,21,6,1948,0,66,667,395,246,142,37,6,3,1567,0,27,511,374,271,133,17,7,0,1343,0,14,281,369,214,120,26,3,0,1021,0,9,420,642,433,174,26,4,0,1706,0,0,105,314,230,102,16,0,0,766,77,198,555,416,293,208,140,161,106,2147,916,2012,5801,4488,3437,2609,1738,1210,540,22760
117021327,4,176,728,319,221,151,70,14,5,1686,0,85,602,285,210,125,44,6,0,1355,0,31,507,336,215,113,31,12,0,1252,0,5,298,289,219,104,20,0,0,948,0,9,443,588,445,195,41,4,0,1719,0,0,125,464,363,125,23,3,0,1109,75,146,587,350,257,194,152,93,32,1896,678,1548,5065,3613,2738,1820,1198,642,216,17522
117021328,0,50,226,131,106,78,11,0,0,607,0,24,174,136,108,64,10,0,0,519,0,14,186,151,108,46,4,0,0,511,0,5,107,123,78,51,11,0,0,371,0,11,165,247,128,52,5,0,0,605,0,3,45,108,62,14,3,0,0,245,32,47,145,112,87,60,34,20,13,550,274,618,1695,1446,1073,776,448,242,99,6672
117031329,0,93,418,149,100,59,39,12,0,869,0,58,374,120,93,65,23,10,0,743,0,37,376,156,87,79,36,0,0,766,0,12,228,121,93,53,15,10,0,541,0,12,501,330,181,118,39,13,0,1208,0,14,285,471,287,165,64,16,3,1303,32,154,657,360,251,198,138,56,18,1860,170,842,3953,2187,1510,1094,710,253,60,10778
117031330,0,149,732,277,170,89,31,8,0,1467,3,69,702,304,183,90,28,0,0,1384,3,43,714,358,195,113,23,3,0,1451,0,21,456,341,192,66,16,3,0,1100,3,13,770,782,348,138,15,8,0,2066,0,5,240,508,303,98,6,0,0,1159,36,121,494,304,216,126,47,40,15,1384,345,1137,5352,3506,2127,1182,534,228,60,14483
117031331,10,178,583,228,142,120,107,21,4,1395,0,84,565,186,115,92,56,15,3,1120,0,18,537,243,151,115,63,14,0,1142,0,18,367,214,116,84,43,11,0,862,0,9,554,535,303,185,52,8,3,1654,0,7,238,461,387,253,80,13,0,1435,95,257,573,336,253,236,173,103,61,2081,770,2446,5306,3037,2205,1982,1388,536,204,17872
117031332,12,211,941,324,224,158,63,9,0,1947,4,130,779,349,206,113,48,8,0,1640,0,48,695,368,234,130,35,3,0,1511,3,18,436,344,197,96,19,3,0,1111,0,24,639,741,460,223,33,3,0,2119,0,10,193,499,372,158,35,0,0,1274,165,433,759,377,241,174,87,62,23,2326,1616,4202,7130,3996,2678,1688,886,385,132,22709
117031333,13,193,734,263,170,163,93,28,18,1684,6,119,633,276,160,132,51,15,7,1393,0,70,686,284,184,121,70,21,6,1444,0,30,507,234,149,106,42,13,7,1093,5,17,885,591,313,196,109,29,10,2153,3,6,451,646,446,289,160,60,30,2081,178,774,1677,677,478,364,234,161,134,4674,417,1899,7033,3737,2591,2151,1462,689,428,20413
117031334,9,170,665,249,136,113,70,8,4,1416,5,80,466,251,97,79,53,7,0,1041,3,52,448,239,100,71,41,5,0,959,3,29,337,189,103,74,28,4,0,767,0,24,667,512,252,153,59,16,3,1691,0,10,311,511,297,216,101,9,3,1462,108,430,801,362,229,191,116,65,22,2327,983,3889,6936,3351,1846,1551,1030,396,108,20090
117031335,24,223,821,220,146,103,41,5,4,1591,13,96,762,234,148,81,29,3,0,1364,3,38,702,265,162,77,14,3,0,1266,9,21,466,218,141,68,15,0,0,930,5,21,654,493,251,151,34,4,0,1621,9,18,223,354,264,132,37,6,0,1028,137,457,918,389,285,241,182,111,40,2759,988,3869,7408,3160,2243,1688,1062,628,184,21229
117031336,3,136,636,215,127,82,32,10,3,1242,4,91,601,188,122,70,17,3,3,1098,0,32,577,208,122,72,27,4,3,1046,0,17,442,190,112,53,11,3,0,834,0,12,778,564,260,140,28,6,0,1791,0,11,407,570,320,123,27,8,0,1468,59,180,764,486,315,218,117,85,37,2251,283,1318,5973,3226,2022,1336,736,482,231,15606
117031337,14,220,821,288,138,79,80,30,9,1677,0,63,514,212,92,64,53,13,3,1026,13,41,487,199,90,67,50,26,4,980,3,24,292,160,86,64,24,16,7,671,0,20,580,406,214,124,76,21,8,1454,9,24,319,495,412,324,157,49,13,1799,162,709,1571,668,413,292,192,71,39,4113,1038,4786,10673,4151,2142,1674,1108,432,159,26159
117031338,47,336,1288,409,254,130,61,15,3,2540,15,188,1164,403,182,101,45,0,0,2099,8,100,1132,449,207,90,27,8,0,2016,5,32,768,410,170,69,29,7,6,1501,6,44,1269,843,327,135,22,3,0,2649,6,17,390,450,255,90,26,6,0,1226,193,468,1217,484,321,302,266,157,53,3463,1946,4825,10961,4770,2864,2170,1588,877,243,30235
118011339,3,107,534,229,168,117,95,33,4,1285,0,43,523,192,137,113,57,12,8,1083,0,15,464,255,129,112,50,14,7,1041,0,7,322,210,116,73,50,5,5,792,0,9,588,520,276,151,62,11,7,1631,0,4,305,743,552,212,66,10,9,1901,84,125,639,362,257,155,130,101,52,1905,649,1012,4744,3258,2316,1501,1146,667,288,15587
118011340,0,113,641,301,171,111,74,18,4,1444,0,46,580,264,163,131,55,19,0,1277,3,21,617,303,160,92,35,11,3,1247,0,3,414,263,122,66,30,5,0,901,0,9,845,598,278,136,49,6,9,1932,0,3,451,868,500,155,49,8,5,2045,66,162,915,504,285,189,161,108,81,2474,599,1151,6035,4023,2346,1476,1070,567,285,17544
118011341,4,100,449,170,141,126,72,47,17,1128,0,37,393,168,141,104,53,20,14,928,0,27,330,206,149,111,50,23,17,911,0,7,229,177,114,83,31,16,11,665,3,4,399,397,250,143,66,25,18,1301,0,4,197,591,442,166,60,24,18,1503,77,131,504,331,251,181,194,235,266,2174,650,968,3550,2753,2084,1486,1247,935,655,14331
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,4,138,493,239,190,205,169,85,44,1572,0,75,539,222,161,161,150,59,33,1410,3,40,504,247,168,185,155,95,65,1460,0,8,389,233,145,136,135,72,43,1172,0,14,731,577,380,278,249,109,53,2392,0,9,419,837,851,730,576,237,145,3811,124,135,566,369,344,303,318,227,173,2568,1171,1269,4647,3456,3009,2772,2691,1458,826,21296
118011344,0,60,183,144,112,116,74,27,14,732,0,18,144,125,97,79,44,13,8,524,0,15,135,157,102,73,50,25,8,562,0,10,105,102,90,73,31,14,8,436,0,0,150,271,163,127,66,22,9,799,0,0,105,403,324,196,73,9,9,1120,40,42,120,131,120,92,104,54,33,740,546,543,1419,1862,1444,1195,906,438,281,8646
118011345,0,128,409,147,134,116,91,30,4,1061,0,74,453,176,141,84,63,25,3,1022,0,47,453,173,120,101,59,23,3,971,0,13,312,166,97,77,47,16,4,734,4,13,567,453,230,135,102,29,3,1536,0,11,359,708,581,328,139,42,7,2173,43,129,441,302,213,124,138,62,41,1508,439,1013,3793,2678,1958,1387,1201,532,196,13199
118011346,3,64,128,108,94,115,88,31,20,642,3,33,123,82,94,69,81,28,8,514,0,16,99,91,104,84,69,39,14,510,3,5,67,88,83,67,43,32,11,411,0,8,127,185,192,142,117,43,20,826,0,4,93,383,570,358,234,103,53,1801,66,65,111,122,148,112,100,91,58,855,917,695,1080,1501,1784,1328,1169,634,334,9439
118011347,0,31,140,47,54,63,57,38,11,446,0,19,147,58,59,44,38,24,13,397,0,16,155,76,66,63,44,17,13,446,0,3,122,68,38,48,55,20,4,354,0,7,206,179,120,74,57,36,13,674,0,4,137,344,285,213,149,54,10,1200,27,55,110,116,101,102,134,104,74,826,257,375,1322,1126,956,833,875,512,290,6553
118021348,6,162,711,295,260,195,130,30,16,1808,3,75,707,319,221,163,95,26,12,1620,0,31,605,366,267,151,63,26,8,1517,0,16,482,349,228,131,42,22,10,1274,0,15,729,803,442,242,78,21,13,2342,0,17,299,917,723,307,78,25,13,2375,110,165,558,426,324,260,195,131,62,2236,1017,1449,5458,4485,3377,2474,1695,901,399,21249
118021350,3,106,340,282,318,287,113,31,16,1505,0,34,274,239,246,160,78,17,5,1050,0,16,240,277,289,176,47,11,3,1062,0,8,134,224,206,126,34,8,3,738,0,7,168,407,385,207,47,10,4,1223,0,9,61,289,291,134,39,5,3,829,153,272,678,676,551,384,377,262,209,3561,1435,1467,2942,3456,3578,2883,2352,1290,632,20047
118021564,16,141,334,151,103,87,42,25,6,905,5,66,254,133,87,71,30,12,3,662,8,31,213,137,88,48,25,10,4,560,0,13,166,115,70,38,21,3,0,424,3,14,226,241,127,52,37,11,3,712,0,4,57,195,192,80,25,15,6,575,122,267,294,149,95,81,85,53,35,1183,1678,3617,3077,1627,1183,844,686,466,236,13418
118021565,13,146,319,168,150,117,49,22,3,996,7,69,219,128,125,77,38,12,3,670,3,20,185,154,108,71,32,4,6,598,4,10,124,116,92,69,21,3,0,440,0,16,137,228,150,89,13,14,3,643,0,3,41,168,170,64,19,8,0,481,62,220,227,92,81,75,54,44,23,880,1225,3489,3155,1709,1497,1140,784,585,255,13838
118021566,0,50,211,153,100,92,63,27,14,720,3,27,156,89,100,82,39,15,8,516,0,16,154,129,86,74,31,7,6,513,0,3,102,110,81,48,11,4,3,370,0,3,119,207,196,96,23,20,3,668,0,0,46,228,211,116,31,11,9,648,42,57,101,88,77,70,54,63,51,603,505,721,1433,1462,1274,1045,783,593,396,8208
118021567,0,64,248,155,129,103,56,23,3,774,0,28,155,143,99,58,39,11,4,532,0,11,150,118,103,58,14,6,0,462,0,7,104,138,82,46,12,10,3,397,0,0,145,252,122,72,16,13,9,629,0,0,54,192,149,50,15,9,0,472,51,66,163,152,108,96,108,63,40,859,502,673,1721,1694,1365,1167,941,598,259,8930
118021568,3,86,231,133,129,94,38,12,8,731,3,36,181,117,106,49,23,10,3,526,0,22,136,112,101,58,20,8,3,465,0,8,98,91,74,66,10,3,0,347,0,8,131,215,125,71,18,8,3,567,0,0,55,166,110,33,8,4,3,374,42,84,137,107,74,74,69,45,25,657,639,1144,1870,1447,1158,956,686,483,194,8579
118021569,9,99,487,258,178,153,93,19,11,1305,4,46,522,245,192,125,46,17,11,1202,4,26,471,320,198,109,39,13,18,1192,0,5,302,251,158,87,28,13,4,844,0,11,460,502,274,171,39,14,5,1483,0,5,179,502,333,135,49,6,12,1224,53,91,287,200,146,99,105,116,198,1300,601,1070,3814,2997,2046,1459,1082,616,514,14197
