POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2669,357,0,0,0,0,355,106,0,0,0,0,110,6,0,0,0,0,6,0,0,0,0,0,0,63,0,0,0,3,63,0,0,3,0,0,3,28,0,0,0,0,28,20,0,0,0,0,21,112,0,5,3,0,123,6,0,0,0,0,6,24,0,0,0,0,24,608,0,3,5,3,620
POA2671,603,3,4,0,9,623,420,0,0,3,7,430,83,0,21,0,3,118,32,0,3,0,0,28,108,0,3,0,7,118,0,0,9,0,0,9,67,0,7,0,3,73,22,0,0,0,0,22,310,3,37,4,9,374,15,0,0,0,0,13,58,0,0,0,9,68,1407,9,53,8,29,1507
POA2672,183,0,0,0,23,210,92,0,0,0,23,110,26,0,4,0,0,29,25,0,0,0,0,28,46,0,4,0,10,64,27,0,9,0,0,28,23,0,0,0,5,31,7,0,0,0,0,8,143,0,23,0,19,188,0,0,0,0,0,0,16,0,7,0,0,24,436,3,27,3,63,535
POA2675,199,0,0,3,3,205,101,0,0,0,0,99,12,0,6,0,0,20,14,0,0,0,0,16,85,0,0,0,0,82,9,0,3,0,0,9,51,0,12,4,0,67,9,0,0,0,0,16,174,0,25,8,0,206,8,0,0,0,0,13,25,0,0,8,0,33,505,0,27,24,4,557
POA2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2680,2486,93,62,34,12,2690,2139,39,45,3,15,2236,862,154,479,13,11,1518,229,22,46,0,0,299,410,26,56,3,10,503,17,3,16,0,3,42,113,14,34,21,9,191,37,6,8,0,0,48,1677,226,637,40,25,2606,40,16,0,0,3,61,213,19,65,8,3,306,6552,401,807,88,56,7905
POA2681,210,3,0,0,0,216,200,0,0,0,0,205,38,4,13,0,0,48,3,0,0,0,0,3,54,0,3,0,0,59,0,0,7,0,0,7,15,0,0,0,0,20,5,0,0,0,0,5,116,7,23,0,0,143,3,0,0,0,0,4,18,0,3,0,0,22,558,5,29,0,4,592
POA2700,699,11,5,5,6,724,514,4,0,0,0,518,157,14,40,0,0,211,42,0,3,0,0,50,160,3,8,0,3,174,7,0,0,0,0,9,28,5,3,4,3,42,22,0,0,0,0,23,418,17,56,8,6,507,9,0,0,0,0,9,55,3,3,3,0,67,1690,38,63,16,9,1826
POA2701,317,0,4,0,7,318,281,0,0,0,3,280,50,3,4,0,0,59,3,0,4,0,0,5,60,0,0,0,0,63,0,0,0,0,0,0,10,0,0,0,0,10,9,0,3,0,0,7,130,3,12,0,4,146,17,0,0,0,0,14,20,0,4,0,0,27,760,5,21,0,13,791
POA2702,129,0,0,0,0,135,95,0,0,0,0,95,7,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,39,0,0,0,0,38,3,0,0,0,0,3,11,0,0,0,0,11,275,0,0,3,0,281
POA2703,81,0,3,0,0,88,68,0,0,0,0,71,13,0,0,0,0,18,8,3,0,0,0,13,18,0,0,0,0,21,0,6,0,0,0,6,12,0,7,0,0,15,3,0,3,0,0,8,53,8,8,0,0,76,0,0,0,0,0,0,3,4,0,0,0,10,210,19,13,0,3,244
POA2705,1191,35,27,13,13,1280,1081,11,13,3,10,1123,349,87,99,0,7,546,92,3,3,0,0,99,227,23,35,0,3,288,4,0,4,0,0,11,39,3,3,9,3,59,36,0,0,0,0,41,756,120,151,17,11,1047,17,0,0,0,0,21,121,7,14,0,6,143,3161,183,203,35,34,3613
POA2706,129,0,0,0,0,129,114,0,0,5,0,117,40,0,3,0,0,41,12,0,0,0,0,12,58,0,8,0,0,65,3,0,0,0,0,5,31,0,0,0,0,33,12,0,0,0,0,9,149,3,7,0,0,161,6,0,0,0,0,7,7,0,0,0,0,7,408,3,7,5,0,421
POA2707,171,0,3,3,0,178,107,0,0,0,0,105,10,0,0,0,0,14,3,0,0,0,0,4,65,0,11,0,0,80,3,0,4,0,0,9,32,0,10,6,0,44,11,0,0,0,0,12,131,0,27,7,0,165,7,0,0,0,0,7,12,0,3,0,0,16,429,0,28,9,0,468
POA2710,1485,8,47,39,15,1590,1096,7,10,4,9,1122,355,34,118,8,4,523,78,11,16,0,9,119,225,3,16,3,3,254,16,0,5,0,0,25,73,4,5,3,3,85,36,0,8,0,0,40,783,51,180,14,22,1047,32,0,0,3,0,37,111,5,16,0,3,138,3509,70,254,60,39,3929
POA2711,505,0,0,5,3,515,241,3,0,3,6,250,76,5,32,0,3,121,31,4,3,0,0,30,120,3,8,0,3,132,0,0,0,0,0,0,67,0,10,0,0,76,28,0,3,0,0,33,317,17,52,0,4,395,15,0,0,0,0,18,54,0,3,3,0,61,1124,27,51,13,19,1233
POA2712,234,0,0,3,0,234,135,0,0,0,0,140,24,0,8,3,0,31,0,0,0,0,0,4,40,0,6,0,0,41,3,0,11,0,0,9,24,0,0,0,0,23,8,0,0,0,0,11,97,0,23,0,0,121,4,0,0,0,0,4,16,0,0,0,0,23,485,0,24,7,0,519
POA2713,403,7,7,5,0,430,272,0,3,0,0,279,71,14,13,0,0,95,13,0,0,0,0,13,95,20,5,0,0,118,0,0,3,0,0,3,39,7,0,0,0,48,13,0,0,0,0,13,233,38,20,3,4,294,12,0,0,0,0,15,44,3,6,3,3,47,965,52,30,14,9,1062
POA2714,487,3,15,39,0,555,250,0,0,8,0,267,87,3,14,4,0,105,3,3,0,0,0,9,59,4,3,8,0,70,0,10,0,0,0,11,27,0,0,3,0,30,12,0,0,0,0,14,182,20,18,17,0,238,9,0,0,6,0,11,35,0,3,7,0,42,974,23,39,77,0,1116
POA2715,230,0,0,7,0,238,116,0,0,0,0,116,16,0,8,0,0,28,12,3,8,0,0,24,59,5,0,5,0,64,11,0,3,0,0,11,34,0,10,7,0,42,5,0,0,0,0,6,137,10,29,5,0,184,7,0,0,0,0,7,21,0,0,0,0,21,505,13,25,13,5,567
POA2716,167,0,0,3,0,171,104,0,0,0,0,104,15,0,10,0,0,22,3,0,3,0,0,10,39,0,0,0,0,37,0,0,6,0,0,6,28,0,0,0,0,29,10,0,0,0,0,13,92,0,23,0,0,114,0,0,0,0,0,0,12,0,3,3,0,21,372,0,25,8,3,409
POA2717,166,0,0,0,0,167,103,0,0,0,0,108,5,3,0,0,0,6,11,0,0,0,0,12,43,6,0,0,0,51,38,7,0,0,0,46,19,0,0,0,0,26,10,0,0,0,0,9,125,17,0,0,0,151,0,0,0,0,0,0,18,0,0,0,0,18,413,17,4,6,3,444
POA2720,1134,21,10,3,10,1179,880,0,10,3,3,898,319,38,61,0,6,423,109,3,15,0,0,129,147,9,8,0,0,163,3,15,0,0,0,18,29,3,6,0,0,39,17,4,3,0,0,22,628,71,91,0,5,796,16,5,0,0,0,27,63,7,3,0,0,74,2728,106,112,11,18,2977
POA2721,44,0,0,0,0,44,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,19,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,4,79,0,0,0,0,80
POA2722,493,9,5,10,3,517,317,0,0,8,3,329,71,13,9,3,5,98,23,0,6,0,0,30,85,3,3,3,0,100,5,0,0,0,0,5,28,0,0,0,0,31,26,0,0,0,0,30,239,20,13,12,5,289,15,0,0,0,0,15,51,0,3,0,0,55,1116,33,22,24,14,1205
POA2725,82,0,0,0,0,86,47,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,10,0,0,3,0,14,0,0,0,0,0,0,4,0,0,0,0,4,144,0,0,3,0,145
POA2726,38,0,0,0,0,38,25,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,16,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,79,0,0,3,0,85
POA2727,64,0,0,0,3,62,24,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,18,0,0,0,0,20,6,0,0,0,0,6,3,0,0,0,0,3,115,0,0,0,4,116
POA2729,288,0,0,0,0,286,189,0,0,0,0,191,26,3,4,0,0,38,5,0,0,0,0,3,50,0,4,0,0,57,0,0,0,0,0,0,14,0,0,0,0,15,8,0,0,0,0,8,103,3,13,3,0,117,3,0,0,0,0,3,20,0,5,3,0,29,603,3,15,8,3,631
POA2730,246,0,0,4,0,252,160,0,0,0,0,160,24,0,4,0,0,32,15,0,0,0,0,15,54,0,0,0,0,56,0,4,0,0,0,3,15,0,3,0,0,18,3,0,0,0,0,4,109,4,3,3,0,127,3,0,0,0,0,4,18,5,0,3,0,19,535,7,3,8,9,565
POA2731,858,50,32,32,3,978,717,8,14,0,3,741,243,24,82,4,3,357,7,0,0,0,0,8,86,0,7,6,0,107,26,4,13,0,0,41,25,5,0,8,0,41,12,0,0,3,0,16,399,35,110,20,3,563,9,23,8,3,0,51,51,6,10,3,0,74,2041,125,174,63,11,2409
POA2732,337,20,6,9,0,372,152,3,0,0,0,159,35,4,16,0,0,57,0,0,0,0,0,0,51,12,14,3,3,78,0,0,0,0,0,0,15,3,0,0,0,19,10,0,0,0,0,10,116,19,29,4,3,167,11,0,0,0,0,11,20,0,3,0,0,27,635,44,37,16,3,736
POA2733,97,0,0,0,0,105,41,0,0,4,0,44,14,0,4,0,0,15,0,0,0,0,0,3,9,0,0,0,3,10,0,0,0,0,0,0,12,0,0,0,0,16,7,0,0,0,0,10,43,0,5,0,0,55,0,0,0,0,0,0,7,0,0,0,3,9,202,0,6,4,10,215
POA2734,66,0,0,0,0,69,36,0,0,0,0,36,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,10,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,3,9,129,0,0,0,3,138
POA2735,57,0,0,0,0,57,58,0,0,0,0,58,5,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,29,0,0,0,0,0,0,6,0,0,0,0,6,146,0,0,0,0,147
POA2736,68,0,4,0,0,69,26,0,0,0,0,30,3,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,21,0,3,0,0,21,0,0,0,0,0,4,3,0,0,3,0,10,119,0,4,6,0,134
POA2737,103,3,0,0,0,100,74,0,0,0,0,80,14,3,3,0,0,20,0,0,0,0,0,0,27,0,0,0,0,28,0,0,0,0,0,0,7,0,0,3,0,8,0,0,0,0,0,0,56,4,3,3,0,64,0,0,0,0,0,0,10,0,0,0,0,6,243,6,5,7,0,258
POA2738,213,0,0,0,0,213,235,0,0,0,0,235,31,0,12,0,0,49,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,80,0,17,3,3,96,3,0,0,0,0,3,12,0,0,0,0,15,539,0,16,6,4,563
POA2739,126,0,4,19,0,150,188,0,6,3,0,199,32,4,16,0,0,50,12,0,0,0,0,12,36,3,0,3,0,42,3,0,0,0,0,3,3,0,4,0,0,7,0,0,3,0,0,3,89,4,24,3,0,117,0,0,0,0,0,6,21,0,0,6,0,20,419,12,30,28,0,490
POA2745,2037,68,19,16,4,2150,4443,155,8,3,10,4622,1073,231,52,3,12,1357,23,27,8,0,0,52,272,30,6,3,6,323,4,0,3,0,0,10,72,3,0,4,0,77,25,5,0,0,0,28,1465,293,75,11,22,1855,29,4,0,0,0,37,139,18,4,3,7,170,8116,539,107,32,43,8839
POA2747,2838,244,65,4,3,3160,4988,636,138,3,14,5777,2015,783,468,7,28,3302,159,238,184,0,0,581,481,100,44,0,7,630,25,53,43,0,3,111,54,11,5,3,0,74,28,7,10,0,0,51,2764,1185,748,12,38,4747,36,36,3,0,0,77,228,41,36,0,3,313,10854,2141,993,20,56,14068
POA2748,263,0,0,0,0,265,154,4,0,3,0,165,43,4,0,0,0,44,0,0,0,0,0,0,23,0,0,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,67,4,0,0,3,75,7,0,0,0,0,7,17,0,0,0,0,23,514,9,0,3,3,532
POA2749,1129,43,0,0,7,1178,2469,110,0,4,3,2590,591,86,0,5,5,690,183,200,0,0,0,376,185,25,0,0,4,215,12,12,0,0,0,21,22,6,0,0,0,29,16,0,0,0,0,18,1007,332,0,6,8,1359,18,3,0,0,0,24,93,11,0,0,4,104,4717,501,4,9,22,5257
POA2750,3995,592,135,90,3,4817,4741,394,255,0,6,5395,1817,828,1021,15,15,3703,354,311,224,0,0,882,446,123,90,0,6,673,31,43,51,0,0,124,28,13,4,4,3,57,41,6,8,0,0,61,2713,1329,1407,20,26,5503,49,12,14,0,0,78,259,176,65,17,0,523,11755,2510,1878,124,35,16308
POA2752,443,4,0,0,0,445,844,0,0,0,0,842,103,3,0,0,3,107,0,0,0,0,0,0,47,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,163,3,0,0,0,169,8,0,0,0,0,8,41,0,0,0,0,39,1491,12,3,3,3,1508
POA2753,1594,183,43,6,7,1839,1954,87,27,4,11,2080,608,239,160,3,9,1026,70,66,8,0,0,144,220,31,25,0,11,281,6,13,7,0,0,28,32,11,3,0,5,42,23,3,0,0,3,33,953,360,200,3,27,1555,30,0,16,0,0,51,111,29,12,0,10,163,4643,665,296,15,63,5681
POA2754,574,80,28,0,6,690,552,83,3,0,4,644,185,159,6,0,0,350,74,7,0,0,0,80,58,14,0,0,0,71,5,0,0,0,0,3,19,12,0,0,0,28,7,5,0,0,0,7,331,200,8,0,0,539,33,3,6,0,0,44,33,3,8,0,3,49,1520,374,54,0,11,1963
POA2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2756,2776,116,7,15,11,2935,4629,231,15,9,22,4903,1098,431,71,9,22,1631,323,158,0,0,3,489,401,58,9,4,10,489,42,19,0,0,0,65,112,11,0,47,10,187,51,7,0,5,4,66,2035,683,84,72,46,2917,55,8,0,0,0,60,199,23,3,5,11,249,9690,1070,103,109,89,11061
POA2757,105,0,0,0,3,111,121,0,0,0,0,121,19,0,6,0,0,30,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,6,0,0,42,3,0,0,0,0,3,8,0,0,0,0,8,267,0,6,0,3,278
POA2758,977,0,3,0,8,987,1413,0,0,4,6,1419,90,0,8,0,0,102,0,0,0,0,0,0,77,0,3,0,0,89,0,6,0,0,0,5,10,0,0,0,4,14,14,0,0,0,0,18,197,11,14,0,3,223,7,0,0,0,0,11,46,0,0,0,0,50,2637,14,19,5,22,2695
POA2759,2280,13,0,0,0,2290,4016,19,0,0,0,4040,954,23,0,0,3,985,62,0,0,0,0,62,304,12,0,0,0,318,4,0,0,0,0,4,24,0,0,0,0,29,20,0,0,0,0,20,1375,39,0,0,3,1412,26,0,0,0,0,27,172,0,0,0,0,173,7865,70,0,0,4,7946
POA2760,2128,163,50,0,3,2351,3265,517,80,3,10,3879,1749,774,469,18,20,3023,392,146,121,0,0,661,412,83,44,3,5,549,30,29,16,0,0,78,40,18,11,0,3,76,38,6,3,0,0,45,2662,1058,657,26,32,4429,97,5,7,0,0,104,259,66,37,0,9,373,8408,1807,838,26,55,11134
POA2761,1434,61,0,0,0,1501,4505,212,0,3,3,4723,1250,176,3,4,5,1433,125,5,0,0,0,130,336,38,0,0,0,372,26,14,0,0,0,42,28,8,0,0,0,36,17,0,0,0,0,17,1775,241,3,4,9,2038,27,21,0,0,0,52,148,15,0,0,7,169,7890,560,3,4,20,8479
POA2762,318,39,0,10,0,366,573,143,3,14,10,735,246,58,0,4,0,309,0,0,0,0,0,3,43,11,0,7,3,59,0,0,0,0,0,0,5,0,0,0,0,10,4,0,0,0,0,7,305,73,0,10,3,389,0,0,0,0,0,0,32,3,0,3,0,41,1232,260,3,26,10,1535
POA2763,886,1080,34,0,5,2010,1593,2753,234,0,16,4595,711,887,171,3,19,1794,165,122,11,0,0,296,156,158,22,0,4,333,3,8,0,0,0,12,8,18,0,0,0,28,9,14,0,0,0,30,1057,1202,210,3,25,2502,10,11,0,0,0,20,104,53,4,0,18,176,3651,5101,483,3,63,9302
POA2765,1518,70,0,136,17,1741,1484,27,4,22,10,1554,668,35,19,11,12,738,100,9,0,0,0,112,207,11,5,3,5,229,21,0,0,0,0,28,40,0,0,40,0,84,29,0,0,3,0,38,1065,58,20,54,19,1222,27,3,0,3,0,34,105,15,0,15,11,151,4207,172,31,231,60,4705
POA2766,994,58,0,0,0,1054,1490,330,11,8,0,1837,555,278,11,8,0,856,79,50,22,0,0,150,152,59,3,3,0,220,7,5,0,0,0,11,17,5,0,0,0,23,13,3,0,0,0,17,821,394,33,11,6,1260,21,3,0,0,0,29,97,11,0,0,0,110,3420,800,52,21,7,4297
POA2767,1352,41,3,0,0,1401,2575,279,0,3,6,2862,685,160,27,0,7,875,753,160,25,0,0,936,220,43,6,0,5,274,25,0,0,0,0,32,22,3,0,0,0,25,19,0,0,0,0,23,1724,367,60,0,6,2158,37,5,0,0,0,40,168,27,3,0,4,205,5854,723,64,3,20,6665
POA2768,1582,78,0,0,0,1660,4067,439,0,0,7,4507,1032,187,3,0,3,1223,5,0,0,0,0,5,193,31,3,0,0,222,19,0,0,0,0,19,43,0,0,0,0,47,3,0,0,0,0,6,1296,215,5,0,7,1525,20,0,0,0,0,20,133,13,0,0,3,146,7094,746,5,0,15,7860
POA2769,211,122,0,0,3,333,1588,616,0,0,0,2201,319,235,0,0,0,552,0,3,0,0,0,3,43,20,0,0,0,64,0,11,0,0,0,11,3,16,0,0,0,17,7,0,0,0,0,7,375,278,0,0,0,655,4,23,0,0,0,23,33,16,0,0,3,56,2203,1053,0,0,4,3272
POA2770,3385,169,77,3,0,3641,4303,547,192,5,4,5047,2315,664,860,28,16,3891,2538,847,411,4,3,3801,613,89,68,10,6,790,52,39,22,0,0,124,77,26,14,3,0,117,70,11,15,0,0,100,5676,1676,1392,48,26,8815,74,14,7,0,0,101,504,84,77,0,10,677,13948,2486,1754,59,38,18281
POA2773,864,32,3,0,0,895,823,10,3,0,0,839,159,18,11,0,0,189,0,3,0,0,0,3,53,5,0,0,0,56,3,5,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,3,223,33,10,0,0,268,3,3,0,0,0,8,27,3,0,0,0,32,1934,82,13,0,0,2031
POA2774,1660,61,0,0,3,1724,1943,27,0,0,3,1973,349,47,0,0,0,399,39,37,0,0,0,77,142,10,0,0,0,152,12,6,0,0,0,19,11,0,0,0,0,12,6,0,0,0,0,8,568,106,0,0,0,674,8,0,0,0,0,11,63,7,0,0,0,65,4249,190,4,0,5,4449
POA2775,215,0,0,15,3,235,203,0,0,3,3,208,34,0,0,5,0,37,0,0,0,0,0,0,37,0,0,0,0,43,3,0,0,0,0,3,5,0,0,11,0,18,7,0,0,0,0,7,79,0,3,13,3,100,7,0,0,0,0,4,9,0,0,3,4,13,515,0,6,35,12,568
POA2776,531,3,0,0,0,535,645,0,0,0,0,649,121,12,0,0,3,132,0,0,0,0,0,0,59,0,0,0,0,62,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,189,13,0,0,0,210,7,0,0,0,0,7,28,0,0,0,0,28,1406,19,0,0,3,1423
POA2777,2231,170,3,0,0,2400,2624,54,9,3,3,2693,425,112,29,3,7,575,9,11,3,0,0,23,178,35,6,0,4,219,8,43,16,0,0,58,12,0,0,0,0,17,14,0,0,0,0,14,647,198,47,3,8,904,21,102,0,0,0,122,89,25,0,0,0,115,5611,539,67,9,14,6239
POA2778,329,0,0,0,0,330,454,4,0,0,0,455,51,3,0,0,0,50,5,0,0,0,0,5,20,0,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,3,78,3,3,0,0,83,3,0,0,0,0,3,14,0,0,0,3,16,876,4,3,0,4,891
POA2779,637,15,0,0,0,652,848,3,0,0,0,847,157,11,7,0,0,167,13,10,0,0,0,19,63,0,3,0,0,69,3,3,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,10,242,20,8,0,3,273,10,0,0,0,0,10,32,4,0,0,0,36,1765,42,8,0,3,1819
POA2780,1893,99,27,3,7,2028,1596,23,27,3,8,1648,616,89,192,5,3,909,60,64,59,0,0,191,259,27,32,0,10,334,15,21,27,0,0,68,12,4,6,3,0,29,17,0,4,0,0,26,989,206,331,12,13,1552,27,24,3,0,0,61,119,11,24,0,8,168,4617,368,409,23,38,5460
POA2782,1051,40,3,0,6,1099,758,10,0,3,3,773,275,15,3,0,0,292,10,18,0,0,0,30,100,7,0,0,0,110,3,3,0,0,0,7,4,0,0,0,0,8,13,3,0,0,0,14,416,44,3,0,4,465,16,0,0,0,0,17,50,0,0,0,4,61,2284,103,15,4,15,2410
POA2783,346,5,7,0,0,356,419,0,0,0,0,420,113,5,13,0,0,135,3,0,10,0,0,15,36,0,0,0,0,37,3,0,5,0,0,12,3,0,0,0,0,3,3,0,0,0,0,5,168,5,31,0,3,209,3,0,0,0,0,5,9,0,0,0,0,15,945,10,42,0,3,1002
POA2784,162,0,0,0,0,162,225,0,0,0,0,230,42,4,0,0,0,48,0,0,0,0,0,0,18,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,0,0,0,68,0,0,0,0,0,0,12,0,0,0,0,12,459,12,0,0,0,471
POA2785,834,0,3,0,8,852,589,4,0,0,0,592,269,20,10,0,0,299,14,9,4,0,0,23,103,0,0,0,0,100,4,3,0,0,0,5,5,0,0,0,3,14,7,0,0,0,0,5,397,35,16,7,6,459,16,0,0,0,0,19,45,0,0,0,0,46,1879,40,17,9,17,1963
POA2786,209,0,0,0,0,206,166,0,0,0,3,170,50,0,0,0,0,50,0,0,0,0,0,0,29,0,0,0,0,31,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,93,0,0,0,0,97,0,0,0,0,0,0,12,0,0,0,0,12,479,0,0,0,0,488
POA2787,633,0,0,3,23,658,473,0,0,4,17,493,186,10,25,0,16,231,18,0,10,0,0,29,83,0,0,0,4,91,3,0,5,0,0,7,26,0,0,0,0,25,9,0,0,0,0,14,322,8,38,0,24,394,7,0,0,0,0,6,49,0,6,0,0,53,1478,8,41,9,60,1598
POA2790,2293,105,3,27,6,2438,1635,27,3,9,9,1677,556,209,56,3,4,828,231,88,27,0,0,349,279,15,15,7,0,320,6,8,3,0,0,23,21,0,4,13,0,38,33,3,3,0,0,39,1135,324,113,25,4,1597,48,19,0,3,0,69,155,33,6,0,3,198,5260,509,126,56,25,5977
POA2791,59,0,0,6,0,64,33,3,0,0,0,35,4,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,23,3,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,115,7,0,7,0,133
POA2792,73,0,0,0,0,73,48,0,0,0,0,48,9,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,28,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,3,152,0,0,0,0,160
POA2793,191,0,0,0,8,202,95,0,0,0,7,103,13,0,0,0,0,14,0,0,0,0,0,0,31,0,0,0,4,31,0,0,0,0,0,0,10,0,0,0,0,12,3,0,0,0,0,3,52,0,0,0,5,51,0,0,0,0,0,0,15,0,0,0,0,19,352,0,0,0,23,382
POA2794,1541,42,24,8,14,1625,1056,15,4,3,4,1079,390,50,114,3,0,565,154,4,22,0,0,179,235,17,25,0,8,286,20,4,11,0,0,39,32,0,3,3,0,44,30,0,5,0,0,39,855,84,182,9,6,1145,15,9,0,0,0,31,119,13,15,3,0,147,3586,162,229,28,24,4028
POA2795,4519,283,54,16,9,4889,4773,165,38,12,13,5000,1736,674,341,11,6,2774,352,121,57,0,0,535,691,122,46,4,7,870,36,14,3,0,54,107,80,16,9,0,4,108,72,11,10,5,0,97,2965,958,462,23,75,4489,65,12,3,0,8,93,260,46,20,0,49,379,12586,1465,590,46,158,14839
